variant,continent,year,childdependencyratio1564
estimates,909,1950,47.562
estimates,909,1951,48.741
estimates,909,1952,49.712
estimates,909,1953,50.717
estimates,909,1954,51.778
estimates,909,1955,52.795
estimates,909,1956,53.579
estimates,909,1957,54.44
estimates,909,1958,55.211
estimates,909,1959,55.737
estimates,909,1960,55.96
estimates,909,1961,56.272
estimates,909,1962,56.213
estimates,909,1963,55.912
estimates,909,1964,55.548
estimates,909,1965,55.211
estimates,909,1966,54.9
estimates,909,1967,54.582
estimates,909,1968,54.291
estimates,909,1969,53.987
estimates,909,1970,53.607
estimates,909,1971,53.174
estimates,909,1972,52.783
estimates,909,1973,52.376
estimates,909,1974,51.853
estimates,909,1975,51.152
estimates,909,1976,50.808
estimates,909,1977,50.069
estimates,909,1978,49.132
estimates,909,1979,48.271
estimates,909,1980,47.61
estimates,909,1981,46.701
estimates,909,1982,46.144
estimates,909,1983,45.762
estimates,909,1984,45.295
estimates,909,1985,44.641
estimates,909,1986,44.219
estimates,909,1987,43.545
estimates,909,1988,42.768
estimates,909,1989,42.112
estimates,909,1990,41.673
estimates,909,1991,41.337
estimates,909,1992,41.192
estimates,909,1993,41.152
estimates,909,1994,41.074
estimates,909,1995,40.898
estimates,909,1996,40.823
estimates,909,1997,40.658
estimates,909,1998,40.432
estimates,909,1999,40.204
estimates,909,2000,39.996
estimates,909,2001,39.65
estimates,909,2002,39.313
estimates,909,2003,38.978
estimates,909,2004,38.639
estimates,909,2005,38.306
estimates,909,2006,37.935
estimates,909,2007,37.608
estimates,909,2008,37.336
estimates,909,2009,37.093
estimates,909,2010,36.849
estimates,909,2011,36.817
estimates,909,2012,36.682
estimates,909,2013,36.51
estimates,909,2014,36.38
estimates,909,2015,36.321
medium_variant,909,2015,36.321
medium_variant,909,2016,36.352
medium_variant,909,2017,36.473
medium_variant,909,2018,36.627
medium_variant,909,2019,36.72
medium_variant,909,2020,36.709
medium_variant,909,2021,36.756
medium_variant,909,2022,36.678
medium_variant,909,2023,36.516
medium_variant,909,2024,36.344
medium_variant,909,2025,36.197
medium_variant,909,2026,36.069
medium_variant,909,2027,35.969
medium_variant,909,2028,35.868
medium_variant,909,2029,35.723
medium_variant,909,2030,35.513
medium_variant,909,2031,35.328
medium_variant,909,2032,35.084
medium_variant,909,2033,34.804
medium_variant,909,2034,34.528
medium_variant,909,2035,34.276
medium_variant,909,2036,34.097
medium_variant,909,2037,33.936
medium_variant,909,2038,33.784
medium_variant,909,2039,33.622
medium_variant,909,2040,33.439
medium_variant,909,2041,33.3
medium_variant,909,2042,33.14
medium_variant,909,2043,32.973
medium_variant,909,2044,32.817
medium_variant,909,2045,32.681
medium_variant,909,2046,32.617
medium_variant,909,2047,32.562
medium_variant,909,2048,32.512
medium_variant,909,2049,32.459
medium_variant,909,2050,32.397
medium_variant,909,2051,32.369
medium_variant,909,2052,32.329
medium_variant,909,2053,32.274
medium_variant,909,2054,32.206
medium_variant,909,2055,32.124
medium_variant,909,2056,32.067
medium_variant,909,2057,31.994
medium_variant,909,2058,31.902
medium_variant,909,2059,31.79
medium_variant,909,2060,31.658
medium_variant,909,2061,31.546
medium_variant,909,2062,31.416
medium_variant,909,2063,31.268
medium_variant,909,2064,31.108
medium_variant,909,2065,30.937
medium_variant,909,2066,30.796
medium_variant,909,2067,30.645
medium_variant,909,2068,30.488
medium_variant,909,2069,30.333
medium_variant,909,2070,30.182
medium_variant,909,2071,30.074
medium_variant,909,2072,29.97
medium_variant,909,2073,29.869
medium_variant,909,2074,29.769
medium_variant,909,2075,29.669
medium_variant,909,2076,29.603
medium_variant,909,2077,29.534
medium_variant,909,2078,29.465
medium_variant,909,2079,29.396
medium_variant,909,2080,29.328
medium_variant,909,2081,29.293
medium_variant,909,2082,29.254
medium_variant,909,2083,29.212
medium_variant,909,2084,29.165
medium_variant,909,2085,29.112
medium_variant,909,2086,29.079
medium_variant,909,2087,29.038
medium_variant,909,2088,28.989
medium_variant,909,2089,28.932
medium_variant,909,2090,28.866
medium_variant,909,2091,28.818
medium_variant,909,2092,28.761
medium_variant,909,2093,28.694
medium_variant,909,2094,28.621
medium_variant,909,2095,28.542
medium_variant,909,2096,28.481
medium_variant,909,2097,28.413
medium_variant,909,2098,28.341
medium_variant,909,2099,28.266
medium_variant,909,2100,28.188
high_variant,909,2015,36.3208890709831
