country,variant,freq,year,lifeexpectancyat15
388,estimates,5yearly,1950,53.179684
388,estimates,5yearly,1955,55.795622
388,estimates,5yearly,1960,56.988172
388,estimates,5yearly,1965,57.796777
388,estimates,5yearly,1970,58.452714
388,estimates,5yearly,1975,59.208583
388,estimates,5yearly,1980,60.052321
388,estimates,5yearly,1985,59.727563
388,estimates,5yearly,1990,59.292893
388,estimates,5yearly,1995,59.266819
388,estimates,5yearly,2000,59.846792
388,estimates,5yearly,2005,61.047075
388,estimates,5yearly,2010,62.043052
388,medium_variant,5yearly,2015,62.56856
388,medium_variant,5yearly,2020,63.12
388,medium_variant,5yearly,2025,63.68566
388,medium_variant,5yearly,2030,64.286778
388,medium_variant,5yearly,2035,64.909198
388,medium_variant,5yearly,2040,65.552059
388,medium_variant,5yearly,2045,66.20515
388,medium_variant,5yearly,2050,66.859826
388,medium_variant,5yearly,2055,67.541917
388,medium_variant,5yearly,2060,68.196786
388,medium_variant,5yearly,2065,68.858489
388,medium_variant,5yearly,2070,69.485398
388,medium_variant,5yearly,2075,70.081818
388,medium_variant,5yearly,2080,70.626445
388,medium_variant,5yearly,2085,71.152481
388,medium_variant,5yearly,2090,71.657655
388,medium_variant,5yearly,2095,72.150669
388,estimates,5yearly,Regi,Jamaica
388,medium_variant,5yearly,Regi,Jamaica
