country,variant,freq,year,lifeexpectancyat15
716,estimates,5yearly,1950,47.800674
716,estimates,5yearly,1955,48.73584
716,estimates,5yearly,1960,49.62494
716,estimates,5yearly,1965,50.41372
716,estimates,5yearly,1970,51.218291
716,estimates,5yearly,1975,52.238213
716,estimates,5yearly,1980,53.457207
716,estimates,5yearly,1985,51.976711
716,estimates,5yearly,1990,45.533681
716,estimates,5yearly,1995,37.947282
716,estimates,5yearly,2000,34.959998
716,estimates,5yearly,2005,38.97861
716,estimates,5yearly,2010,47.838132
716,medium_variant,5yearly,2015,51.627864
716,medium_variant,5yearly,2020,52.023924
716,medium_variant,5yearly,2025,53.378356
716,medium_variant,5yearly,2030,54.866671
716,medium_variant,5yearly,2035,56.199835
716,medium_variant,5yearly,2040,57.396498
716,medium_variant,5yearly,2045,58.574688
716,medium_variant,5yearly,2050,59.691234
716,medium_variant,5yearly,2055,60.64135
716,medium_variant,5yearly,2060,61.531269
716,medium_variant,5yearly,2065,62.381113
716,medium_variant,5yearly,2070,63.17699
716,medium_variant,5yearly,2075,63.863603
716,medium_variant,5yearly,2080,64.47838
716,medium_variant,5yearly,2085,65.067903
716,medium_variant,5yearly,2090,65.642164
716,medium_variant,5yearly,2095,66.202759
716,estimates,5yearly,Regi,Zimbabwe
716,medium_variant,5yearly,Regi,Zimbabwe
