country,variant,freq,year,lifeexpectancyat15
100,estimates,5yearly,1950,56.150534
100,estimates,5yearly,1955,57.853874
100,estimates,5yearly,1960,58.820687
100,estimates,5yearly,1965,58.844739
100,estimates,5yearly,1970,58.519519
100,estimates,5yearly,1975,58.276927
100,estimates,5yearly,1980,58.062765
100,estimates,5yearly,1985,57.943127
100,estimates,5yearly,1990,57.741281
100,estimates,5yearly,1995,57.569273
100,estimates,5yearly,2000,58.483527
100,estimates,5yearly,2005,59.155219
100,estimates,5yearly,2010,60.122497
100,medium_variant,5yearly,2015,60.68098
100,medium_variant,5yearly,2020,61.271812
100,medium_variant,5yearly,2025,61.854112
100,medium_variant,5yearly,2030,62.458401
100,medium_variant,5yearly,2035,63.075855
100,medium_variant,5yearly,2040,63.70159
100,medium_variant,5yearly,2045,64.338942
100,medium_variant,5yearly,2050,64.990773
100,medium_variant,5yearly,2055,65.660148
100,medium_variant,5yearly,2060,66.332378
100,medium_variant,5yearly,2065,66.997531
100,medium_variant,5yearly,2070,67.654284
100,medium_variant,5yearly,2075,68.306027
100,medium_variant,5yearly,2080,68.910798
100,medium_variant,5yearly,2085,69.47641
100,medium_variant,5yearly,2090,70.012015
100,medium_variant,5yearly,2095,70.531179
100,estimates,5yearly,Regi,Bulgaria
100,medium_variant,5yearly,Regi,Bulgaria
