country,variant,freq,year,lifeexpectancyat15
630,estimates,5yearly,1950,54.413611
630,estimates,5yearly,1955,57.665814
630,estimates,5yearly,1960,58.259409
630,estimates,5yearly,1965,58.814172
630,estimates,5yearly,1970,59.718527
630,estimates,5yearly,1975,60.390805
630,estimates,5yearly,1980,60.543631
630,estimates,5yearly,1985,60.955064
630,estimates,5yearly,1990,59.987869
630,estimates,5yearly,1995,60.97936
630,estimates,5yearly,2000,62.62027
630,estimates,5yearly,2005,63.635424
630,estimates,5yearly,2010,64.861944
630,medium_variant,5yearly,2015,65.785114
630,medium_variant,5yearly,2020,66.699264
630,medium_variant,5yearly,2025,67.593243
630,medium_variant,5yearly,2030,68.348007
630,medium_variant,5yearly,2035,69.012682
630,medium_variant,5yearly,2040,69.624785
630,medium_variant,5yearly,2045,70.205939
630,medium_variant,5yearly,2050,70.769404
630,medium_variant,5yearly,2055,71.324806
630,medium_variant,5yearly,2060,71.867967
630,medium_variant,5yearly,2065,72.418515
630,medium_variant,5yearly,2070,72.967999
630,medium_variant,5yearly,2075,73.522913
630,medium_variant,5yearly,2080,74.064932
630,medium_variant,5yearly,2085,74.602557
630,medium_variant,5yearly,2090,75.151862
630,medium_variant,5yearly,2095,75.701444
