country,variant,freq,year,lifeexpectancyat15
376,estimates,5yearly,1950,57.771672
376,estimates,5yearly,1955,58.287266
376,estimates,5yearly,1960,58.728834
376,estimates,5yearly,1965,59.132701
376,estimates,5yearly,1970,59.600355
376,estimates,5yearly,1975,60.227543
376,estimates,5yearly,1980,61.019947
376,estimates,5yearly,1985,62.055662
376,estimates,5yearly,1990,63.138159
376,estimates,5yearly,1995,64.025189
376,estimates,5yearly,2000,65.156639
376,estimates,5yearly,2005,66.435208
376,estimates,5yearly,2010,67.329804
376,medium_variant,5yearly,2015,68.078096
376,medium_variant,5yearly,2020,68.854622
376,medium_variant,5yearly,2025,69.5994
376,medium_variant,5yearly,2030,70.265525
376,medium_variant,5yearly,2035,70.875471
376,medium_variant,5yearly,2040,71.472241
376,medium_variant,5yearly,2045,72.063821
376,medium_variant,5yearly,2050,72.649215
376,medium_variant,5yearly,2055,73.226817
376,medium_variant,5yearly,2060,73.80883
376,medium_variant,5yearly,2065,74.404805
376,medium_variant,5yearly,2070,74.978032
376,medium_variant,5yearly,2075,75.55843
376,medium_variant,5yearly,2080,76.139473
376,medium_variant,5yearly,2085,76.711093
376,medium_variant,5yearly,2090,77.30822
376,medium_variant,5yearly,2095,77.877338
