country,year,variant,gender,age1yearinterval,population
32,1950,estimates,female,"Region, subregion, country or area *",Argentina
32,1950,estimates,male,"Region, subregion, country or area *",Argentina
32,1950,estimates,female,0,201.902
32,1950,estimates,male,0,211.211
32,1950,estimates,female,1,196.14
32,1950,estimates,male,1,204.392
32,1950,estimates,female,2,190.663
32,1950,estimates,male,2,198.015
32,1950,estimates,female,3,185.487
32,1950,estimates,male,3,192.086
32,1950,estimates,female,4,180.629
32,1950,estimates,male,4,186.608
32,1950,estimates,female,5,176.104
32,1950,estimates,male,5,181.587
32,1950,estimates,female,6,171.93
32,1950,estimates,male,6,177.027
32,1950,estimates,female,7,168.122
32,1950,estimates,male,7,172.934
32,1950,estimates,female,8,164.697
32,1950,estimates,male,8,169.313
32,1950,estimates,female,9,161.671
32,1950,estimates,male,9,166.167
32,1950,estimates,female,10,158.969
32,1950,estimates,male,10,163.416
32,1950,estimates,female,11,156.516
32,1950,estimates,male,11,160.975
32,1950,estimates,female,12,154.786
32,1950,estimates,male,12,159.288
32,1950,estimates,female,13,153.975
32,1950,estimates,male,13,158.534
32,1950,estimates,female,14,153.828
32,1950,estimates,male,14,158.456
32,1950,estimates,female,15,153.773
32,1950,estimates,male,15,158.505
32,1950,estimates,female,16,153.783
32,1950,estimates,male,16,158.657
32,1950,estimates,female,17,154.082
32,1950,estimates,male,17,159.06
32,1950,estimates,female,18,154.674
32,1950,estimates,male,18,159.69
32,1950,estimates,female,19,155.364
32,1950,estimates,male,19,160.378
32,1950,estimates,female,20,156.017
32,1950,estimates,male,20,161.038
32,1950,estimates,female,21,156.745
32,1950,estimates,male,21,161.76
32,1950,estimates,female,22,156.539
32,1950,estimates,male,22,161.606
32,1950,estimates,female,23,154.91
32,1950,estimates,male,23,160.126
32,1950,estimates,female,24,152.303
32,1950,estimates,male,24,157.718
32,1950,estimates,female,25,149.722
32,1950,estimates,male,25,155.338
32,1950,estimates,female,26,147.053
32,1950,estimates,male,26,152.918
32,1950,estimates,female,27,144.177
32,1950,estimates,male,27,150.131
32,1950,estimates,female,28,141.165
32,1950,estimates,male,28,146.952
32,1950,estimates,female,29,138.089
32,1950,estimates,male,29,143.568
32,1950,estimates,female,30,134.869
32,1950,estimates,male,30,140.109
32,1950,estimates,female,31,131.425
32,1950,estimates,male,31,136.448
32,1950,estimates,female,32,128.59
32,1950,estimates,male,32,133.575
32,1950,estimates,female,33,126.74
32,1950,estimates,male,33,131.962
