country,year,variant,gender,age1yearinterval,population
258,1950,estimates,female,"Region, subregion, country or area *",French Polynesia
258,1950,estimates,male,"Region, subregion, country or area *",French Polynesia
258,1950,estimates,female,0,0.907
258,1950,estimates,male,0,0.918
258,1950,estimates,female,1,0.896
258,1950,estimates,male,1,0.917
258,1950,estimates,female,2,0.885
258,1950,estimates,male,2,0.913
258,1950,estimates,female,3,0.875
258,1950,estimates,male,3,0.907
258,1950,estimates,female,4,0.864
258,1950,estimates,male,4,0.898
258,1950,estimates,female,5,0.853
258,1950,estimates,male,5,0.888
258,1950,estimates,female,6,0.842
258,1950,estimates,male,6,0.875
258,1950,estimates,female,7,0.831
258,1950,estimates,male,7,0.862
258,1950,estimates,female,8,0.819
258,1950,estimates,male,8,0.847
258,1950,estimates,female,9,0.807
258,1950,estimates,male,9,0.831
258,1950,estimates,female,10,0.794
258,1950,estimates,male,10,0.814
258,1950,estimates,female,11,0.78
258,1950,estimates,male,11,0.795
258,1950,estimates,female,12,0.764
258,1950,estimates,male,12,0.778
258,1950,estimates,female,13,0.747
258,1950,estimates,male,13,0.762
258,1950,estimates,female,14,0.728
258,1950,estimates,male,14,0.748
258,1950,estimates,female,15,0.709
258,1950,estimates,male,15,0.732
258,1950,estimates,female,16,0.69
258,1950,estimates,male,16,0.716
258,1950,estimates,female,17,0.668
258,1950,estimates,male,17,0.699
258,1950,estimates,female,18,0.64
258,1950,estimates,male,18,0.68
258,1950,estimates,female,19,0.61
258,1950,estimates,male,19,0.661
258,1950,estimates,female,20,0.58
258,1950,estimates,male,20,0.641
258,1950,estimates,female,21,0.548
258,1950,estimates,male,21,0.62
258,1950,estimates,female,22,0.523
258,1950,estimates,male,22,0.599
258,1950,estimates,female,23,0.511
258,1950,estimates,male,23,0.577
258,1950,estimates,female,24,0.507
258,1950,estimates,male,24,0.554
258,1950,estimates,female,25,0.502
258,1950,estimates,male,25,0.531
258,1950,estimates,female,26,0.499
258,1950,estimates,male,26,0.51
258,1950,estimates,female,27,0.488
258,1950,estimates,male,27,0.487
258,1950,estimates,female,28,0.463
258,1950,estimates,male,28,0.462
258,1950,estimates,female,29,0.429
258,1950,estimates,male,29,0.437
258,1950,estimates,female,30,0.399
258,1950,estimates,male,30,0.413
258,1950,estimates,female,31,0.368
258,1950,estimates,male,31,0.389
258,1950,estimates,female,32,0.345
258,1950,estimates,male,32,0.372
258,1950,estimates,female,33,0.335
258,1950,estimates,male,33,0.367
258,1950,estimates,female,34,0.333
258,1950,estimates,male,34,0.37
258,1950,estimates,female,35,0.331
258,1950,estimates,male,35,0.373
258,1950,estimates,female,36,0.328
258,1950,estimates,male,36,0.377
258,1950,estimates,female,37,0.325
258,1950,estimates,male,37,0.377
258,1950,estimates,female,38,0.32
258,1950,estimates,male,38,0.369
258,1950,estimates,female,39,0.313
258,1950,estimates,male,39,0.357
258,1950,estimates,female,40,0.307
258,1950,estimates,male,40,0.345
258,1950,estimates,female,41,0.302
258,1950,estimates,male,41,0.334
258,1950,estimates,female,42,0.292
258,1950,estimates,male,42,0.323
258,1950,estimates,female,43,0.276
258,1950,estimates,male,43,0.312
258,1950,estimates,female,44,0.256
258,1950,estimates,male,44,0.301
258,1950,estimates,female,45,0.236
258,1950,estimates,male,45,0.289
258,1950,estimates,female,46,0.217
258,1950,estimates,male,46,0.277
258,1950,estimates,female,47,0.198
258,1950,estimates,male,47,0.265
258,1950,estimates,female,48,0.183
258,1950,estimates,male,48,0.253
258,1950,estimates,female,49,0.17
258,1950,estimates,male,49,0.24
258,1950,estimates,female,50,0.156
258,1950,estimates,male,50,0.228
258,1950,estimates,female,51,0.143
258,1950,estimates,male,51,0.215
258,1950,estimates,female,52,0.132
258,1950,estimates,male,52,0.204
258,1950,estimates,female,53,0.126
258,1950,estimates,male,53,0.195
258,1950,estimates,female,54,0.122
258,1950,estimates,male,54,0.186
258,1950,estimates,female,55,0.118
258,1950,estimates,male,55,0.178
258,1950,estimates,female,56,0.116
258,1950,estimates,male,56,0.17
258,1950,estimates,female,57,0.112
258,1950,estimates,male,57,0.162
258,1950,estimates,female,58,0.108
258,1950,estimates,male,58,0.154
258,1950,estimates,female,59,0.102
258,1950,estimates,male,59,0.145
258,1950,estimates,female,60,0.097
258,1950,estimates,male,60,0.137
258,1950,estimates,female,61,0.092
258,1950,estimates,male,61,0.129
258,1950,estimates,female,62,0.087
258,1950,estimates,male,62,0.121
258,1950,estimates,female,63,0.081
258,1950,estimates,male,63,0.113
258,1950,estimates,female,64,0.075
258,1950,estimates,male,64,0.104
258,1950,estimates,female,65,0.069
258,1950,estimates,male,65,0.095
258,1950,estimates,female,66,0.064
258,1950,estimates,male,66,0.087
258,1950,estimates,female,67,0.058
258,1950,estimates,male,67,0.078
258,1950,estimates,female,68,0.051
258,1950,estimates,male,68,0.069
258,1950,estimates,female,69,0.045
258,1950,estimates,male,69,0.059
258,1950,estimates,female,70,0.039
258,1950,estimates,male,70,0.05
258,1950,estimates,female,71,0.033
258,1950,estimates,male,71,0.041
258,1950,estimates,female,72,0.028
258,1950,estimates,male,72,0.033
258,1950,estimates,female,73,0.024
258,1950,estimates,male,73,0.028
258,1950,estimates,female,74,0.02
258,1950,estimates,male,74,0.025
258,1950,estimates,female,75,0.017
258,1950,estimates,male,75,0.022
258,1950,estimates,female,76,0.013
258,1950,estimates,male,76,0.019
258,1950,estimates,female,77,0.011
258,1950,estimates,male,77,0.016
258,1950,estimates,female,78,0.009
258,1950,estimates,male,78,0.013
258,1950,estimates,female,79,0.007
258,1950,estimates,male,79,0.01
258,1950,estimates,female,80plus,0.039
258,1950,estimates,male,80plus,0.035
258,1951,estimates,female,"Region, subregion, country or area *",French Polynesia
258,1951,estimates,male,"Region, subregion, country or area *",French Polynesia
258,1951,estimates,female,0,1.193
258,1951,estimates,male,0,1.237
258,1951,estimates,female,1,0.911
258,1951,estimates,male,1,0.924
258,1951,estimates,female,2,0.892
258,1951,estimates,male,2,0.912
258,1951,estimates,female,3,0.877
258,1951,estimates,male,3,0.902
258,1951,estimates,female,4,0.865
258,1951,estimates,male,4,0.893
258,1951,estimates,female,5,0.855
258,1951,estimates,male,5,0.885
258,1951,estimates,female,6,0.847
258,1951,estimates,male,6,0.878
258,1951,estimates,female,7,0.842
258,1951,estimates,male,7,0.872
258,1951,estimates,female,8,0.834
258,1951,estimates,male,8,0.862
258,1951,estimates,female,9,0.822
258,1951,estimates,male,9,0.846
258,1951,estimates,female,10,0.806
258,1951,estimates,male,10,0.827
258,1951,estimates,female,11,0.791
258,1951,estimates,male,11,0.807
258,1951,estimates,female,12,0.776
258,1951,estimates,male,12,0.787
258,1951,estimates,female,13,0.759
258,1951,estimates,male,13,0.768
258,1951,estimates,female,14,0.741
258,1951,estimates,male,14,0.753
258,1951,estimates,female,15,0.722
258,1951,estimates,male,15,0.739
258,1951,estimates,female,16,0.702
258,1951,estimates,male,16,0.724
258,1951,estimates,female,17,0.683
258,1951,estimates,male,17,0.708
258,1951,estimates,female,18,0.661
258,1951,estimates,male,18,0.691
258,1951,estimates,female,19,0.634
258,1951,estimates,male,19,0.673
258,1951,estimates,female,20,0.603
258,1951,estimates,male,20,0.653
258,1951,estimates,female,21,0.573
258,1951,estimates,male,21,0.633
258,1951,estimates,female,22,0.542
258,1951,estimates,male,22,0.613
258,1951,estimates,female,23,0.518
258,1951,estimates,male,23,0.592
258,1951,estimates,female,24,0.506
258,1951,estimates,male,24,0.57
258,1951,estimates,female,25,0.502
258,1951,estimates,male,25,0.547
258,1951,estimates,female,26,0.498
258,1951,estimates,male,26,0.525
258,1951,estimates,female,27,0.496
258,1951,estimates,male,27,0.504
258,1951,estimates,female,28,0.485
258,1951,estimates,male,28,0.482
258,1951,estimates,female,29,0.459
258,1951,estimates,male,29,0.458
258,1951,estimates,female,30,0.426
258,1951,estimates,male,30,0.433
258,1951,estimates,female,31,0.394
258,1951,estimates,male,31,0.409
258,1951,estimates,female,32,0.363
258,1951,estimates,male,32,0.384
258,1951,estimates,female,33,0.34
258,1951,estimates,male,33,0.368
258,1951,estimates,female,34,0.33
258,1951,estimates,male,34,0.364
258,1951,estimates,female,35,0.33
258,1951,estimates,male,35,0.367
258,1951,estimates,female,36,0.329
258,1951,estimates,male,36,0.37
258,1951,estimates,female,37,0.327
258,1951,estimates,male,37,0.375
258,1951,estimates,female,38,0.325
258,1951,estimates,male,38,0.375
258,1951,estimates,female,39,0.32
258,1951,estimates,male,39,0.368
258,1951,estimates,female,40,0.312
258,1951,estimates,male,40,0.355
258,1951,estimates,female,41,0.305
258,1951,estimates,male,41,0.344
258,1951,estimates,female,42,0.3
258,1951,estimates,male,42,0.333
258,1951,estimates,female,43,0.29
258,1951,estimates,male,43,0.321
258,1951,estimates,female,44,0.274
258,1951,estimates,male,44,0.31
258,1951,estimates,female,45,0.254
258,1951,estimates,male,45,0.298
258,1951,estimates,female,46,0.234
258,1951,estimates,male,46,0.286
258,1951,estimates,female,47,0.214
258,1951,estimates,male,47,0.274
258,1951,estimates,female,48,0.196
258,1951,estimates,male,48,0.261
258,1951,estimates,female,49,0.18
258,1951,estimates,male,49,0.249
258,1951,estimates,female,50,0.167
258,1951,estimates,male,50,0.236
258,1951,estimates,female,51,0.154
258,1951,estimates,male,51,0.224
258,1951,estimates,female,52,0.141
258,1951,estimates,male,52,0.212
258,1951,estimates,female,53,0.13
258,1951,estimates,male,53,0.201
258,1951,estimates,female,54,0.123
258,1951,estimates,male,54,0.191
258,1951,estimates,female,55,0.119
258,1951,estimates,male,55,0.182
258,1951,estimates,female,56,0.115
