country,year,variant,gender,age1yearinterval,population
768,1950,estimates,female,"Region, subregion, country or area *",Togo
768,1950,estimates,male,"Region, subregion, country or area *",Togo
768,1950,estimates,female,0,26.756
768,1950,estimates,male,0,26.147
768,1950,estimates,female,1,25.022
768,1950,estimates,male,1,24.593
768,1950,estimates,female,2,23.494
768,1950,estimates,male,2,23.198
768,1950,estimates,female,3,22.157
768,1950,estimates,male,3,21.952
768,1950,estimates,female,4,20.992
768,1950,estimates,male,4,20.843
768,1950,estimates,female,5,19.983
768,1950,estimates,male,5,19.858
768,1950,estimates,female,6,19.113
768,1950,estimates,male,6,18.987
768,1950,estimates,female,7,18.366
768,1950,estimates,male,7,18.218
768,1950,estimates,female,8,17.724
768,1950,estimates,male,8,17.538
768,1950,estimates,female,9,17.171
768,1950,estimates,male,9,16.938
768,1950,estimates,female,10,16.704
768,1950,estimates,male,10,16.41
768,1950,estimates,female,11,16.321
768,1950,estimates,male,11,15.951
768,1950,estimates,female,12,15.932
768,1950,estimates,male,12,15.516
768,1950,estimates,female,13,15.492
768,1950,estimates,male,13,15.08
768,1950,estimates,female,14,15.028
768,1950,estimates,male,14,14.651
768,1950,estimates,female,15,14.611
768,1950,estimates,male,15,14.263
768,1950,estimates,female,16,14.228
768,1950,estimates,male,16,13.907
768,1950,estimates,female,17,13.849
768,1950,estimates,male,17,13.548
768,1950,estimates,female,18,13.467
768,1950,estimates,male,18,13.169
768,1950,estimates,female,19,13.087
768,1950,estimates,male,19,12.78
768,1950,estimates,female,20,12.721
768,1950,estimates,male,20,12.41
768,1950,estimates,female,21,12.367
768,1950,estimates,male,21,12.054
768,1950,estimates,female,22,12.021
768,1950,estimates,male,22,11.702
768,1950,estimates,female,23,11.685
768,1950,estimates,male,23,11.352
768,1950,estimates,female,24,11.358
768,1950,estimates,male,24,11.006
768,1950,estimates,female,25,11.04
768,1950,estimates,male,25,10.67
768,1950,estimates,female,26,10.732
768,1950,estimates,male,26,10.337
768,1950,estimates,female,27,10.432
768,1950,estimates,male,27,10.028
768,1950,estimates,female,28,10.14
768,1950,estimates,male,28,9.748
768,1950,estimates,female,29,9.857
768,1950,estimates,male,29,9.49
768,1950,estimates,female,30,9.579
768,1950,estimates,male,30,9.235
768,1950,estimates,female,31,9.303
768,1950,estimates,male,31,8.987
768,1950,estimates,female,32,9.049
