country,variant,year,sexratio_maleper100female
410,estimates,1950,99.225
410,estimates,1955,99.66
410,estimates,1960,101.336
410,estimates,1965,101.388
410,estimates,1970,100.884
410,estimates,1975,100.559
410,estimates,1980,100.431
410,estimates,1985,100.357
410,estimates,1990,100.513
410,estimates,1995,100.743
410,estimates,2000,100.7
410,estimates,2005,100.663
410,estimates,2010,100.421
410,constant_fertility,2015,100.22
410,constant_mortality,2015,100.22
410,estimates,2015,100.22
410,high_variant,2015,100.22
410,instant_replacement,2015,100.22
410,low_variant,2015,100.22
410,medium_variant,2015,100.22
410,momentum,2015,100.22
410,no_change,2015,100.22
410,zero_migration,2015,100.22
410,constant_fertility,2020,100.025
410,constant_mortality,2020,99.884
410,high_variant,2020,100.103
410,instant_replacement,2020,100.214
410,low_variant,2020,99.992
410,medium_variant,2020,100.048
410,momentum,2020,100.052
410,no_change,2020,99.861
410,zero_migration,2020,100.047
410,constant_fertility,2025,99.771
410,constant_mortality,2025,99.426
410,high_variant,2025,99.973
410,instant_replacement,2025,100.14
410,low_variant,2025,99.688
410,medium_variant,2025,99.833
410,momentum,2025,99.745
410,no_change,2025,99.361
410,zero_migration,2025,99.828
410,constant_fertility,2030,99.392
410,constant_mortality,2030,98.819
410,high_variant,2030,99.762
410,instant_replacement,2030,99.953
410,low_variant,2030,99.252
410,medium_variant,2030,99.515
410,momentum,2030,99.284
410,no_change,2030,98.683
410,zero_migration,2030,99.502
410,constant_fertility,2035,98.86
410,constant_mortality,2035,98.059
410,high_variant,2035,99.424
410,instant_replacement,2035,99.632
410,low_variant,2035,98.676
410,medium_variant,2035,99.068
410,momentum,2035,98.669
410,no_change,2035,97.82
410,zero_migration,2035,99.039
410,constant_fertility,2040,98.193
410,constant_mortality,2040,97.219
410,high_variant,2040,98.973
410,instant_replacement,2040,99.195
410,low_variant,2040,97.967
410,medium_variant,2040,98.499
410,momentum,2040,97.979
410,no_change,2040,96.858
410,zero_migration,2040,98.446
410,constant_fertility,2045,97.477
410,constant_mortality,2045,96.475
410,high_variant,2045,98.502
410,instant_replacement,2045,98.743
410,low_variant,2045,97.202
410,medium_variant,2045,97.896
410,momentum,2045,97.402
410,no_change,2045,95.97
410,zero_migration,2045,97.811
410,constant_fertility,2050,96.832
410,constant_mortality,2050,95.994
410,high_variant,2050,98.161
410,instant_replacement,2050,98.445
410,low_variant,2050,96.5
410,medium_variant,2050,97.392
410,momentum,2050,97.151
410,no_change,2050,95.315
410,zero_migration,2050,97.272
410,constant_fertility,2055,96.357
410,constant_mortality,2055,95.819
410,high_variant,2055,98.064
410,instant_replacement,2055,98.408
410,low_variant,2055,95.955
410,medium_variant,2055,97.09
410,momentum,2055,97.283
410,no_change,2055,94.929
410,zero_migration,2055,96.937
410,constant_fertility,2060,96.119
410,constant_mortality,2060,95.872
410,high_variant,2060,98.25
410,instant_replacement,2060,98.621
410,low_variant,2060,95.641
410,medium_variant,2060,97.053
410,momentum,2060,97.643
410,no_change,2060,94.732
410,zero_migration,2060,96.877
410,constant_fertility,2065,96.012
410,constant_mortality,2065,96.017
410,high_variant,2065,98.583
410,instant_replacement,2065,98.939
410,low_variant,2065,95.464
410,medium_variant,2065,97.171
410,momentum,2065,98.045
410,no_change,2065,94.591
410,zero_migration,2065,96.983
410,constant_fertility,2070,95.958
410,constant_mortality,2070,96.133
410,high_variant,2070,98.961
410,instant_replacement,2070,99.28
410,low_variant,2070,95.353
410,medium_variant,2070,97.359
410,momentum,2070,98.368
410,no_change,2070,94.389
410,zero_migration,2070,97.17
410,constant_fertility,2075,95.873
410,constant_mortality,2075,96.175
410,high_variant,2075,99.301
410,instant_replacement,2075,99.579
410,low_variant,2075,95.216
410,medium_variant,2075,97.527
410,momentum,2075,98.572
410,no_change,2075,94.09
410,zero_migration,2075,97.348
410,constant_fertility,2080,95.685
410,constant_mortality,2080,96.214
410,high_variant,2080,99.57
410,instant_replacement,2080,99.808
410,low_variant,2080,94.972
410,medium_variant,2080,97.62
410,momentum,2080,98.722
410,no_change,2080,93.781
410,zero_migration,2080,97.454
410,constant_fertility,2085,95.426
410,constant_mortality,2085,96.362
410,high_variant,2085,99.814
410,instant_replacement,2085,100.016
410,low_variant,2085,94.652
410,medium_variant,2085,97.677
410,momentum,2085,98.902
410,no_change,2085,93.606
410,zero_migration,2085,97.527
410,constant_fertility,2090,95.14
410,constant_mortality,2090,96.605
410,high_variant,2090,100.063
410,instant_replacement,2090,100.218
410,low_variant,2090,94.31
410,medium_variant,2090,97.741
410,momentum,2090,99.055
410,no_change,2090,93.583
410,zero_migration,2090,97.608
410,constant_fertility,2095,95.118
410,constant_mortality,2095,96.81
410,high_variant,2095,100.452
410,instant_replacement,2095,100.517
410,low_variant,2095,94.275
410,medium_variant,2095,98.023
410,momentum,2095,99.026
410,no_change,2095,93.58
410,zero_migration,2095,97.925
410,constant_fertility,2100,95.233
410,constant_mortality,2100,96.878
410,high_variant,2100,100.833
410,instant_replacement,2100,100.76
410,low_variant,2100,94.448
410,medium_variant,2100,98.385
410,momentum,2100,98.78
410,no_change,2100,93.491
410,zero_migration,2100,98.321
