country,variant,year,sexratio_maleper100female
807,estimates,1950,100.749
807,estimates,1955,102.056
807,estimates,1960,102.462
807,estimates,1965,102.598
807,estimates,1970,102.982
807,estimates,1975,103.041
807,estimates,1980,102.737
807,estimates,1985,101.986
807,estimates,1990,101.206
807,estimates,1995,100.741
807,estimates,2000,100.38
807,estimates,2005,99.928
807,estimates,2010,99.831
807,constant_fertility,2015,99.972
807,constant_mortality,2015,99.972
807,estimates,2015,99.972
807,high_variant,2015,99.972
807,instant_replacement,2015,99.972
807,low_variant,2015,99.972
807,medium_variant,2015,99.972
807,momentum,2015,99.972
807,no_change,2015,99.972
807,zero_migration,2015,99.972
807,constant_fertility,2020,99.898
807,constant_mortality,2020,99.896
807,high_variant,2020,99.954
807,instant_replacement,2020,100.004
807,low_variant,2020,99.862
807,medium_variant,2020,99.908
807,momentum,2020,99.996
807,no_change,2020,99.886
807,zero_migration,2020,99.909
807,constant_fertility,2025,99.749
807,constant_mortality,2025,99.759
807,high_variant,2025,99.896
807,instant_replacement,2025,99.962
807,low_variant,2025,99.66
807,medium_variant,2025,99.78
807,momentum,2025,99.949
807,no_change,2025,99.727
807,zero_migration,2025,99.781
807,constant_fertility,2030,99.545
807,constant_mortality,2030,99.555
807,high_variant,2030,99.805
807,instant_replacement,2030,99.865
807,low_variant,2030,99.39
807,medium_variant,2030,99.605
807,momentum,2030,99.831
807,no_change,2030,99.492
807,zero_migration,2030,99.607
807,constant_fertility,2035,99.336
807,constant_mortality,2035,99.319
807,high_variant,2035,99.711
807,instant_replacement,2035,99.763
807,low_variant,2035,99.115
807,medium_variant,2035,99.428
807,momentum,2035,99.681
807,no_change,2035,99.222
807,zero_migration,2035,99.432
807,constant_fertility,2040,99.175
807,constant_mortality,2040,99.098
807,high_variant,2040,99.669
807,instant_replacement,2040,99.711
807,low_variant,2040,98.883
807,medium_variant,2040,99.301
807,momentum,2040,99.55
807,no_change,2040,98.962
807,zero_migration,2040,99.305
807,constant_fertility,2045,99.109
807,constant_mortality,2045,98.906
807,high_variant,2045,99.733
807,instant_replacement,2045,99.77
807,low_variant,2045,98.743
807,medium_variant,2045,99.274
807,momentum,2045,99.464
807,no_change,2045,98.722
807,zero_migration,2045,99.278
807,constant_fertility,2050,99.134
807,constant_mortality,2050,98.733
807,high_variant,2050,99.911
807,instant_replacement,2050,99.946
807,low_variant,2050,98.688
807,medium_variant,2050,99.348
807,momentum,2050,99.428
807,no_change,2050,98.483
807,zero_migration,2050,99.347
807,constant_fertility,2055,99.255
807,constant_mortality,2055,98.576
807,high_variant,2055,100.2
807,instant_replacement,2055,100.227
807,low_variant,2055,98.725
807,medium_variant,2055,99.526
807,momentum,2055,99.43
807,no_change,2055,98.239
807,zero_migration,2055,99.516
807,constant_fertility,2060,99.454
807,constant_mortality,2060,98.459
807,high_variant,2060,100.561
807,instant_replacement,2060,100.568
807,low_variant,2060,98.839
807,medium_variant,2060,99.785
807,momentum,2060,99.466
807,no_change,2060,98.017
807,zero_migration,2060,99.763
807,constant_fertility,2065,99.736
807,constant_mortality,2065,98.424
807,high_variant,2065,100.976
807,instant_replacement,2065,100.955
807,low_variant,2065,99.041
807,medium_variant,2065,100.121
807,momentum,2065,99.555
807,no_change,2065,97.871
807,zero_migration,2065,100.082
807,constant_fertility,2070,100.095
807,constant_mortality,2070,98.499
807,high_variant,2070,101.428
807,instant_replacement,2070,101.381
807,low_variant,2070,99.334
807,medium_variant,2070,100.525
807,momentum,2070,99.706
807,no_change,2070,97.839
807,zero_migration,2070,100.465
807,constant_fertility,2075,100.509
807,constant_mortality,2075,98.655
807,high_variant,2075,101.896
807,instant_replacement,2075,101.826
807,low_variant,2075,99.699
807,medium_variant,2075,100.974
807,momentum,2075,99.885
807,no_change,2075,97.895
807,zero_migration,2075,100.89
807,constant_fertility,2080,100.952
807,constant_mortality,2080,98.814
807,high_variant,2080,102.356
807,instant_replacement,2080,102.266
807,low_variant,2080,100.115
807,medium_variant,2080,101.442
807,momentum,2080,100.017
807,no_change,2080,97.961
807,zero_migration,2080,101.334
807,constant_fertility,2085,101.346
807,constant_mortality,2085,98.905
807,high_variant,2085,102.749
807,instant_replacement,2085,102.638
807,low_variant,2085,100.494
807,medium_variant,2085,101.857
807,momentum,2085,100.044
807,no_change,2085,97.966
807,zero_migration,2085,101.728
807,constant_fertility,2090,101.657
807,constant_mortality,2090,98.926
807,high_variant,2090,103.05
807,instant_replacement,2090,102.917
807,low_variant,2090,100.803
807,medium_variant,2090,102.187
807,momentum,2090,99.975
807,no_change,2090,97.912
807,zero_migration,2090,102.043
807,constant_fertility,2095,101.84
807,constant_mortality,2095,98.925
807,high_variant,2095,103.237
807,instant_replacement,2095,103.075
807,low_variant,2095,100.982
807,medium_variant,2095,102.395
807,momentum,2095,99.871
807,no_change,2095,97.857
807,zero_migration,2095,102.242
807,constant_fertility,2100,101.914
807,constant_mortality,2100,98.945
807,high_variant,2100,103.327
807,instant_replacement,2100,103.128
807,low_variant,2100,101.062
807,medium_variant,2100,102.5
807,momentum,2100,99.813
807,no_change,2100,97.848
807,zero_migration,2100,102.345
