country,variant,year,sexratio_maleper100female
860,estimates,1950,91.583
860,estimates,1955,91.758
860,estimates,1960,92.401
860,estimates,1965,93.587
860,estimates,1970,94.713
860,estimates,1975,95.705
860,estimates,1980,96.636
860,estimates,1985,97.447
860,estimates,1990,97.911
860,estimates,1995,98.918
860,estimates,2000,98.92
860,estimates,2005,98.757
860,estimates,2010,98.955
860,constant_fertility,2015,99.3
860,constant_mortality,2015,99.3
860,estimates,2015,99.3
860,high_variant,2015,99.3
860,instant_replacement,2015,99.3
860,low_variant,2015,99.3
860,medium_variant,2015,99.3
860,momentum,2015,99.3
860,no_change,2015,99.3
860,zero_migration,2015,99.3
860,constant_fertility,2020,99.524
860,constant_mortality,2020,99.509
860,high_variant,2020,99.559
860,instant_replacement,2020,99.456
860,low_variant,2020,99.403
860,medium_variant,2020,99.482
860,momentum,2020,99.554
860,no_change,2020,99.55
860,zero_migration,2020,99.55
860,constant_fertility,2025,99.573
860,constant_mortality,2025,99.54
860,high_variant,2025,99.65
860,instant_replacement,2025,99.447
860,low_variant,2025,99.27
860,medium_variant,2025,99.465
860,momentum,2025,99.658
860,no_change,2025,99.645
860,zero_migration,2025,99.591
860,constant_fertility,2030,99.5
860,constant_mortality,2030,99.457
860,high_variant,2030,99.615
860,instant_replacement,2030,99.317
860,low_variant,2030,98.968
860,medium_variant,2030,99.305
860,momentum,2030,99.664
860,no_change,2030,99.644
860,zero_migration,2030,99.484
860,constant_fertility,2035,99.405
860,constant_mortality,2035,99.339
860,high_variant,2035,99.532
860,instant_replacement,2035,99.16
860,low_variant,2035,98.615
860,medium_variant,2035,99.099
860,momentum,2035,99.645
860,no_change,2035,99.627
860,zero_migration,2035,99.327
860,constant_fertility,2040,99.352
860,constant_mortality,2040,99.235
860,high_variant,2040,99.479
860,instant_replacement,2040,99.033
860,low_variant,2040,98.262
860,medium_variant,2040,98.912
860,momentum,2040,99.646
860,no_change,2040,99.646
860,zero_migration,2040,99.182
860,constant_fertility,2045,99.352
860,constant_mortality,2045,99.145
860,high_variant,2045,99.479
860,instant_replacement,2045,98.945
860,low_variant,2045,97.913
860,medium_variant,2045,98.755
860,momentum,2045,99.667
860,no_change,2045,99.698
860,zero_migration,2045,99.064
860,constant_fertility,2050,99.384
860,constant_mortality,2050,99.038
860,high_variant,2050,99.517
860,instant_replacement,2050,98.883
860,low_variant,2050,97.546
860,medium_variant,2050,98.612
860,momentum,2050,99.68
860,no_change,2050,99.749
860,zero_migration,2050,98.957
860,constant_fertility,2055,99.432
860,constant_mortality,2055,98.895
860,high_variant,2055,99.568
860,instant_replacement,2055,98.831
860,low_variant,2055,97.139
860,medium_variant,2055,98.463
860,momentum,2055,99.668
860,no_change,2055,99.785
860,zero_migration,2055,98.84
860,constant_fertility,2060,99.507
860,constant_mortality,2060,98.729
860,high_variant,2060,99.633
860,instant_replacement,2060,98.8
860,low_variant,2060,96.702
860,medium_variant,2060,98.317
860,momentum,2060,99.646
860,no_change,2060,99.821
860,zero_migration,2060,98.72
860,constant_fertility,2065,99.648
860,constant_mortality,2065,98.585
860,high_variant,2065,99.747
860,instant_replacement,2065,98.832
860,low_variant,2065,96.289
860,medium_variant,2065,98.219
860,momentum,2065,99.654
860,no_change,2065,99.898
860,zero_migration,2065,98.643
860,constant_fertility,2070,99.874
860,constant_mortality,2070,98.494
860,high_variant,2070,99.935
860,instant_replacement,2070,98.953
860,low_variant,2070,95.942
860,medium_variant,2070,98.203
860,momentum,2070,99.718
860,no_change,2070,100.028
860,zero_migration,2070,98.641
860,constant_fertility,2075,100.202
860,constant_mortality,2075,98.444
860,high_variant,2075,100.225
860,instant_replacement,2075,99.199
860,low_variant,2075,95.728
860,medium_variant,2075,98.313
860,momentum,2075,99.819
860,no_change,2075,100.184
860,zero_migration,2075,98.76
860,constant_fertility,2080,100.618
860,constant_mortality,2080,98.397
860,high_variant,2080,100.603
860,instant_replacement,2080,99.562
860,low_variant,2080,95.677
860,medium_variant,2080,98.553
860,momentum,2080,99.918
860,no_change,2080,100.325
860,zero_migration,2080,99.003
860,constant_fertility,2085,101.086
860,constant_mortality,2085,98.324
860,high_variant,2085,101.026
860,instant_replacement,2085,100.008
860,low_variant,2085,95.778
860,medium_variant,2085,98.89
860,momentum,2085,99.987
860,no_change,2085,100.42
860,zero_migration,2085,99.338
860,constant_fertility,2090,101.552
860,constant_mortality,2090,98.223
860,high_variant,2090,101.437
860,instant_replacement,2090,100.476
860,low_variant,2090,95.984
860,medium_variant,2090,99.266
860,momentum,2090,100.016
860,no_change,2090,100.467
860,zero_migration,2090,99.709
860,constant_fertility,2095,101.987
860,constant_mortality,2095,98.13
860,high_variant,2095,101.812
860,instant_replacement,2095,100.931
860,low_variant,2095,96.259
860,medium_variant,2095,99.645
860,momentum,2095,100.025
860,no_change,2095,100.493
860,zero_migration,2095,100.082
860,constant_fertility,2100,102.403
860,constant_mortality,2100,98.083
860,high_variant,2100,102.171
860,instant_replacement,2100,101.387
860,low_variant,2100,96.647
860,medium_variant,2100,100.052
860,momentum,2100,100.04
860,no_change,2100,100.521
860,zero_migration,2100,100.48
