country,variant,year,sexratio_maleper100female
178,estimates,1950,97.699
178,estimates,1955,98.175
178,estimates,1960,98.479
178,estimates,1965,98.696
178,estimates,1970,98.836
178,estimates,1975,99.052
178,estimates,1980,99.25
178,estimates,1985,99.413
178,estimates,1990,99.488
178,estimates,1995,99.534
178,estimates,2000,99.717
178,estimates,2005,99.899
178,estimates,2010,100.059
178,constant_fertility,2015,100.09
178,constant_mortality,2015,100.09
178,estimates,2015,100.09
178,high_variant,2015,100.09
178,instant_replacement,2015,100.09
178,low_variant,2015,100.09
178,medium_variant,2015,100.09
178,momentum,2015,100.09
178,no_change,2015,100.09
178,zero_migration,2015,100.09
178,constant_fertility,2020,100.105
178,constant_mortality,2020,100.083
178,high_variant,2020,100.103
178,instant_replacement,2020,99.938
178,low_variant,2020,100.073
178,medium_variant,2020,100.088
178,momentum,2020,99.94
178,no_change,2020,100.1
178,zero_migration,2020,100.088
178,constant_fertility,2025,100.116
178,constant_mortality,2025,100.05
178,high_variant,2025,100.105
178,instant_replacement,2025,99.798
178,low_variant,2025,100.032
178,medium_variant,2025,100.07
178,momentum,2025,99.805
178,no_change,2025,100.093
178,zero_migration,2025,100.068
178,constant_fertility,2030,100.123
178,constant_mortality,2030,99.995
178,high_variant,2030,100.097
178,instant_replacement,2030,99.645
178,low_variant,2030,99.968
178,medium_variant,2030,100.035
178,momentum,2030,99.664
178,no_change,2030,100.073
178,zero_migration,2030,100.032
178,constant_fertility,2035,100.12
178,constant_mortality,2035,99.924
178,high_variant,2035,100.064
178,instant_replacement,2035,99.457
178,low_variant,2035,99.874
178,medium_variant,2035,99.974
178,momentum,2035,99.516
178,no_change,2035,100.045
178,zero_migration,2035,99.97
178,constant_fertility,2040,100.106
178,constant_mortality,2040,99.845
178,high_variant,2040,100.009
178,instant_replacement,2040,99.234
178,low_variant,2040,99.751
178,medium_variant,2040,99.887
178,momentum,2040,99.366
178,no_change,2040,100.017
178,zero_migration,2040,99.882
178,constant_fertility,2045,100.094
178,constant_mortality,2045,99.761
178,high_variant,2045,99.943
178,instant_replacement,2045,98.966
178,low_variant,2045,99.605
178,medium_variant,2045,99.785
178,momentum,2045,99.201
178,no_change,2045,99.994
178,zero_migration,2045,99.778
178,constant_fertility,2050,100.108
178,constant_mortality,2050,99.677
178,high_variant,2050,99.89
178,instant_replacement,2050,98.667
178,low_variant,2050,99.454
178,medium_variant,2050,99.687
178,momentum,2050,99.02
178,no_change,2050,99.981
178,zero_migration,2050,99.679
178,constant_fertility,2055,100.153
178,constant_mortality,2055,99.596
178,high_variant,2055,99.855
178,instant_replacement,2055,98.365
178,low_variant,2055,99.306
178,medium_variant,2055,99.602
178,momentum,2055,98.831
178,no_change,2055,99.979
178,zero_migration,2055,99.592
178,constant_fertility,2060,100.233
178,constant_mortality,2060,99.517
178,high_variant,2060,99.846
178,instant_replacement,2060,98.089
178,low_variant,2060,99.177
178,medium_variant,2060,99.542
178,momentum,2060,98.643
178,no_change,2060,99.984
178,zero_migration,2060,99.53
178,constant_fertility,2065,100.341
178,constant_mortality,2065,99.434
178,high_variant,2065,99.858
178,instant_replacement,2065,97.834
178,low_variant,2065,99.062
178,medium_variant,2065,99.5
178,momentum,2065,98.463
178,no_change,2065,99.993
178,zero_migration,2065,99.487
178,constant_fertility,2070,100.455
178,constant_mortality,2070,99.343
178,high_variant,2070,99.871
178,instant_replacement,2070,97.581
178,low_variant,2070,98.941
178,medium_variant,2070,99.457
178,momentum,2070,98.298
178,no_change,2070,99.999
178,zero_migration,2070,99.443
178,constant_fertility,2075,100.559
178,constant_mortality,2075,99.239
178,high_variant,2075,99.869
178,instant_replacement,2075,97.323
178,low_variant,2075,98.798
178,medium_variant,2075,99.398
178,momentum,2075,98.148
178,no_change,2075,100.002
178,zero_migration,2075,99.384
178,constant_fertility,2080,100.657
178,constant_mortality,2080,99.126
178,high_variant,2080,99.859
178,instant_replacement,2080,97.088
178,low_variant,2080,98.644
178,medium_variant,2080,99.331
178,momentum,2080,98.026
178,no_change,2080,100.002
178,zero_migration,2080,99.319
178,constant_fertility,2085,100.748
178,constant_mortality,2085,99.011
178,high_variant,2085,99.837
178,instant_replacement,2085,96.902
178,low_variant,2085,98.477
178,medium_variant,2085,99.253
178,momentum,2085,97.958
178,no_change,2085,100.001
178,zero_migration,2085,99.243
178,constant_fertility,2090,100.834
178,constant_mortality,2090,98.899
178,high_variant,2090,99.811
178,instant_replacement,2090,96.798
178,low_variant,2090,98.309
178,medium_variant,2090,99.172
178,momentum,2090,97.955
178,no_change,2090,100.002
178,zero_migration,2090,99.165
178,constant_fertility,2095,100.918
178,constant_mortality,2095,98.793
178,high_variant,2095,99.784
178,instant_replacement,2095,96.819
178,low_variant,2095,98.156
178,medium_variant,2095,99.099
178,momentum,2095,98.003
178,no_change,2095,100.004
178,zero_migration,2095,99.093
178,constant_fertility,2100,101.001
178,constant_mortality,2100,98.689
178,high_variant,2100,99.761
178,instant_replacement,2100,96.978
178,low_variant,2100,98.03
178,medium_variant,2100,99.038
178,momentum,2100,98.056
178,no_change,2100,100.005
178,zero_migration,2100,99.033
