country,variant,year,sexratio_maleper100female
826,estimates,1950,92.613
826,estimates,1955,92.731
826,estimates,1960,93.387
826,estimates,1965,94.144
826,estimates,1970,94.274
826,estimates,1975,94.694
826,estimates,1980,94.73
826,estimates,1985,94.576
826,estimates,1990,94.551
826,estimates,1995,94.602
826,estimates,2000,95.017
826,estimates,2005,95.913
826,estimates,2010,96.562
826,constant_fertility,2015,97.184
826,constant_mortality,2015,97.184
826,estimates,2015,97.184
826,high_variant,2015,97.184
826,instant_replacement,2015,97.184
826,low_variant,2015,97.184
826,medium_variant,2015,97.184
826,momentum,2015,97.184
826,no_change,2015,97.184
826,zero_migration,2015,97.184
826,constant_fertility,2020,97.689
826,constant_mortality,2020,97.583
826,high_variant,2020,97.745
826,instant_replacement,2020,97.733
826,low_variant,2020,97.632
826,medium_variant,2020,97.689
826,momentum,2020,97.589
826,no_change,2020,97.583
826,zero_migration,2020,97.651
826,constant_fertility,2025,98.12
826,constant_mortality,2025,97.801
826,high_variant,2025,98.253
826,instant_replacement,2025,98.203
826,low_variant,2025,97.985
826,medium_variant,2025,98.121
826,momentum,2025,97.808
826,no_change,2025,97.8
826,zero_migration,2025,98.05
826,constant_fertility,2030,98.508
826,constant_mortality,2030,97.895
826,high_variant,2030,98.718
826,instant_replacement,2030,98.619
826,low_variant,2030,98.283
826,medium_variant,2030,98.507
826,momentum,2030,97.897
826,no_change,2030,97.897
826,zero_migration,2030,98.407
826,constant_fertility,2035,98.907
826,constant_mortality,2035,97.953
826,high_variant,2035,99.176
826,instant_replacement,2035,99.039
826,low_variant,2035,98.601
826,medium_variant,2035,98.902
826,momentum,2035,97.948
826,no_change,2035,97.959
826,zero_migration,2035,98.781
826,constant_fertility,2040,99.315
826,constant_mortality,2040,98.046
826,high_variant,2040,99.636
826,instant_replacement,2040,99.468
826,low_variant,2040,98.94
826,medium_variant,2040,99.308
826,momentum,2040,98.042
826,no_change,2040,98.056
826,zero_migration,2040,99.18
826,constant_fertility,2045,99.698
826,constant_mortality,2045,98.192
826,high_variant,2045,100.071
826,instant_replacement,2045,99.874
826,low_variant,2045,99.255
826,medium_variant,2045,99.69
826,momentum,2045,98.209
826,no_change,2045,98.203
826,zero_migration,2045,99.566
826,constant_fertility,2050,100.04
826,constant_mortality,2050,98.382
826,high_variant,2050,100.471
826,instant_replacement,2050,100.243
826,low_variant,2050,99.523
826,medium_variant,2050,100.031
826,momentum,2050,98.444
826,no_change,2050,98.394
826,zero_migration,2050,99.92
826,constant_fertility,2055,100.355
826,constant_mortality,2055,98.62
826,high_variant,2055,100.846
826,instant_replacement,2055,100.585
826,low_variant,2055,99.761
826,medium_variant,2055,100.345
826,momentum,2055,98.749
826,no_change,2055,98.633
826,zero_migration,2055,100.257
826,constant_fertility,2060,100.666
826,constant_mortality,2060,98.885
826,high_variant,2060,101.208
826,instant_replacement,2060,100.918
826,low_variant,2060,99.997
826,medium_variant,2060,100.655
826,momentum,2060,99.099
826,no_change,2060,98.902
826,zero_migration,2060,100.603
826,constant_fertility,2065,100.969
826,constant_mortality,2065,99.117
826,high_variant,2065,101.55
826,instant_replacement,2065,101.235
826,low_variant,2065,100.233
826,medium_variant,2065,100.955
826,momentum,2065,99.429
826,no_change,2065,99.138
826,zero_migration,2065,100.955
826,constant_fertility,2070,101.22
826,constant_mortality,2070,99.289
826,high_variant,2070,101.834
826,instant_replacement,2070,101.499
826,low_variant,2070,100.417
826,medium_variant,2070,101.204
826,momentum,2070,99.707
826,no_change,2070,99.314
826,zero_migration,2070,101.263
826,constant_fertility,2075,101.409
826,constant_mortality,2075,99.421
826,high_variant,2075,102.059
826,instant_replacement,2075,101.703
826,low_variant,2075,100.534
826,medium_variant,2075,101.391
826,momentum,2075,99.951
826,no_change,2075,99.449
826,zero_migration,2075,101.511
826,constant_fertility,2080,101.569
826,constant_mortality,2080,99.529
826,high_variant,2080,102.255
826,instant_replacement,2080,101.88
826,low_variant,2080,100.62
826,medium_variant,2080,101.55
826,momentum,2080,100.162
826,no_change,2080,99.559
826,zero_migration,2080,101.734
826,constant_fertility,2085,101.709
826,constant_mortality,2085,99.595
826,high_variant,2085,102.428
826,instant_replacement,2085,102.034
826,low_variant,2085,100.684
826,medium_variant,2085,101.689
826,momentum,2085,100.305
826,no_change,2085,99.628
826,zero_migration,2085,101.932
826,constant_fertility,2090,101.796
826,constant_mortality,2090,99.606
826,high_variant,2090,102.55
826,instant_replacement,2090,102.136
826,low_variant,2090,100.686
826,medium_variant,2090,101.774
826,momentum,2090,100.351
826,no_change,2090,99.642
826,zero_migration,2090,102.058
826,constant_fertility,2095,101.839
826,constant_mortality,2095,99.573
826,high_variant,2095,102.629
826,instant_replacement,2095,102.193
826,low_variant,2095,100.638
826,medium_variant,2095,101.814
826,momentum,2095,100.314
826,no_change,2095,99.613
826,zero_migration,2095,102.11
826,constant_fertility,2100,101.833
826,constant_mortality,2100,99.537
826,high_variant,2100,102.659
826,instant_replacement,2100,102.198
826,low_variant,2100,100.537
826,medium_variant,2100,101.805
826,momentum,2100,100.255
826,no_change,2100,99.581
826,zero_migration,2100,102.084
