country,variant,year,sexratio_maleper100female
818,estimates,1950,101.657
818,estimates,1955,102.311
818,estimates,1960,102.646
818,estimates,1965,102.853
818,estimates,1970,102.617
818,estimates,1975,102.268
818,estimates,1980,101.917
818,estimates,1985,100.961
818,estimates,1990,100.814
818,estimates,1995,101.272
818,estimates,2000,101.216
818,estimates,2005,101.668
818,estimates,2010,101.98
818,constant_fertility,2015,102.242
818,constant_mortality,2015,102.242
818,estimates,2015,102.242
818,high_variant,2015,102.242
818,instant_replacement,2015,102.242
818,low_variant,2015,102.242
818,medium_variant,2015,102.242
818,momentum,2015,102.242
818,no_change,2015,102.242
818,zero_migration,2015,102.242
818,constant_fertility,2020,102.289
818,constant_mortality,2020,102.292
818,high_variant,2020,102.292
818,instant_replacement,2020,102.119
818,low_variant,2020,102.227
818,medium_variant,2020,102.26
818,momentum,2020,102.169
818,no_change,2020,102.32
818,zero_migration,2020,102.273
818,constant_fertility,2025,102.231
818,constant_mortality,2025,102.234
818,high_variant,2025,102.232
818,instant_replacement,2025,101.902
818,low_variant,2025,102.069
818,medium_variant,2025,102.153
818,momentum,2025,102.024
818,no_change,2025,102.31
818,zero_migration,2025,102.179
818,constant_fertility,2030,102.118
818,constant_mortality,2030,102.097
818,high_variant,2030,102.111
818,instant_replacement,2030,101.63
818,low_variant,2030,101.825
818,medium_variant,2030,101.973
818,momentum,2030,101.821
818,no_change,2030,102.237
818,zero_migration,2030,102.015
818,constant_fertility,2035,101.995
818,constant_mortality,2035,101.913
818,high_variant,2035,101.964
818,instant_replacement,2035,101.335
818,low_variant,2035,101.544
818,medium_variant,2035,101.765
818,momentum,2035,101.59
818,no_change,2035,102.135
818,zero_migration,2035,101.829
818,constant_fertility,2040,101.888
818,constant_mortality,2040,101.706
818,high_variant,2040,101.82
818,instant_replacement,2040,101.015
818,low_variant,2040,101.24
818,medium_variant,2040,101.548
818,momentum,2040,101.34
818,no_change,2040,102.034
818,zero_migration,2040,101.643
818,constant_fertility,2045,101.814
818,constant_mortality,2045,101.486
818,high_variant,2045,101.692
818,instant_replacement,2045,100.673
818,low_variant,2045,100.921
818,medium_variant,2045,101.334
818,momentum,2045,101.073
818,no_change,2045,101.949
818,zero_migration,2045,101.472
818,constant_fertility,2050,101.775
818,constant_mortality,2050,101.259
818,high_variant,2050,101.588
818,instant_replacement,2050,100.33
818,low_variant,2050,100.59
818,medium_variant,2050,101.129
818,momentum,2050,100.808
818,no_change,2050,101.884
818,zero_migration,2050,101.322
818,constant_fertility,2055,101.78
818,constant_mortality,2055,101.031
818,high_variant,2055,101.513
818,instant_replacement,2055,100.007
818,low_variant,2055,100.259
818,medium_variant,2055,100.942
818,momentum,2055,100.559
818,no_change,2055,101.844
818,zero_migration,2055,101.201
818,constant_fertility,2060,101.835
818,constant_mortality,2060,100.817
818,high_variant,2060,101.473
818,instant_replacement,2060,99.726
818,low_variant,2060,99.939
818,medium_variant,2060,100.783
818,momentum,2060,100.34
818,no_change,2060,101.842
818,zero_migration,2060,101.112
818,constant_fertility,2065,101.961
818,constant_mortality,2065,100.631
818,high_variant,2065,101.496
818,instant_replacement,2065,99.533
818,low_variant,2065,99.675
818,medium_variant,2065,100.689
818,momentum,2065,100.163
818,no_change,2065,101.881
818,zero_migration,2065,101.08
818,constant_fertility,2070,102.169
818,constant_mortality,2070,100.467
818,high_variant,2070,101.6
818,instant_replacement,2070,99.466
818,low_variant,2070,99.508
818,medium_variant,2070,100.688
818,momentum,2070,100.028
818,no_change,2070,101.949
818,zero_migration,2070,101.123
818,constant_fertility,2075,102.442
818,constant_mortality,2075,100.301
818,high_variant,2075,101.78
818,instant_replacement,2075,99.54
818,low_variant,2075,99.453
818,medium_variant,2075,100.784
818,momentum,2075,99.92
818,no_change,2075,102.016
818,zero_migration,2075,101.24
818,constant_fertility,2080,102.74
818,constant_mortality,2080,100.101
818,high_variant,2080,101.996
818,instant_replacement,2080,99.721
818,low_variant,2080,99.476
818,medium_variant,2080,100.935
818,momentum,2080,99.811
818,no_change,2080,102.057
818,zero_migration,2080,101.394
818,constant_fertility,2085,103.018
818,constant_mortality,2085,99.866
818,high_variant,2085,102.199
818,instant_replacement,2085,99.952
818,low_variant,2085,99.512
818,medium_variant,2085,101.088
818,momentum,2085,99.717
818,no_change,2085,102.071
818,zero_migration,2085,101.538
818,constant_fertility,2090,103.279
818,constant_mortality,2090,99.627
818,high_variant,2090,102.393
818,instant_replacement,2090,100.246
818,low_variant,2090,99.577
818,medium_variant,2090,101.249
818,momentum,2090,99.676
818,no_change,2090,102.077
818,zero_migration,2090,101.688
818,constant_fertility,2095,103.518
818,constant_mortality,2095,99.425
818,high_variant,2095,102.572
818,instant_replacement,2095,100.59
818,low_variant,2095,99.669
818,medium_variant,2095,101.412
818,momentum,2095,99.698
818,no_change,2095,102.092
818,zero_migration,2095,101.839
818,constant_fertility,2100,103.749
818,constant_mortality,2100,99.269
818,high_variant,2100,102.76
818,instant_replacement,2100,101.008
818,low_variant,2100,99.837
818,medium_variant,2100,101.608
818,momentum,2100,99.737
818,no_change,2100,102.12
818,zero_migration,2100,102.022
