country,variant,year,sexratio_maleper100female
498,estimates,1950,87.648
498,estimates,1955,87.627
498,estimates,1960,87.917
498,estimates,1965,87.991
498,estimates,1970,87.841
498,estimates,1975,88.641
498,estimates,1980,89.694
498,estimates,1985,90.427
498,estimates,1990,91.069
498,estimates,1995,91.438
498,estimates,2000,91.803
498,estimates,2005,91.913
498,estimates,2010,92.595
498,constant_fertility,2015,92.466
498,constant_mortality,2015,92.466
498,estimates,2015,92.466
498,high_variant,2015,92.466
498,instant_replacement,2015,92.466
498,low_variant,2015,92.466
498,medium_variant,2015,92.466
498,momentum,2015,92.466
498,no_change,2015,92.466
498,zero_migration,2015,92.466
498,constant_fertility,2020,91.83
498,constant_mortality,2020,91.841
498,high_variant,2020,91.939
498,instant_replacement,2020,92.243
498,low_variant,2020,91.682
498,medium_variant,2020,91.812
498,momentum,2020,92.3
498,no_change,2020,91.858
498,zero_migration,2020,91.841
498,constant_fertility,2025,91.154
498,constant_mortality,2025,91.195
498,high_variant,2025,91.462
498,instant_replacement,2025,91.97
498,low_variant,2025,90.807
498,medium_variant,2025,91.142
498,momentum,2025,92.084
498,no_change,2025,91.207
498,zero_migration,2025,91.208
498,constant_fertility,2030,90.426
498,constant_mortality,2030,90.512
498,high_variant,2030,91.004
498,instant_replacement,2030,91.634
498,low_variant,2030,89.865
498,medium_variant,2030,90.456
498,momentum,2030,91.796
498,no_change,2030,90.483
498,zero_migration,2030,90.565
498,constant_fertility,2035,89.759
498,constant_mortality,2035,89.892
498,high_variant,2035,90.623
498,instant_replacement,2035,91.361
498,low_variant,2035,88.983
498,medium_variant,2035,89.845
498,momentum,2035,91.566
498,no_change,2035,89.806
498,zero_migration,2035,90.005
498,constant_fertility,2040,89.352
498,constant_mortality,2040,89.455
498,high_variant,2040,90.536
498,instant_replacement,2040,91.382
498,low_variant,2040,88.357
498,medium_variant,2040,89.514
498,momentum,2040,91.549
498,no_change,2040,89.291
498,zero_migration,2040,89.728
498,constant_fertility,2045,89.18
498,constant_mortality,2045,89.141
498,high_variant,2045,90.753
498,instant_replacement,2045,91.733
498,low_variant,2045,87.966
498,medium_variant,2045,89.455
498,momentum,2045,91.734
498,no_change,2045,88.854
498,zero_migration,2045,89.721
498,constant_fertility,2050,89.061
498,constant_mortality,2050,88.742
498,high_variant,2050,91.119
498,instant_replacement,2050,92.253
498,low_variant,2050,87.609
498,medium_variant,2050,89.494
498,momentum,2050,91.949
498,no_change,2050,88.271
498,zero_migration,2050,89.812
498,constant_fertility,2055,88.817
498,constant_mortality,2055,88.145
498,high_variant,2055,91.46
498,instant_replacement,2055,92.732
498,low_variant,2055,87.08
498,medium_variant,2055,89.45
498,momentum,2055,92.054
498,no_change,2055,87.424
498,zero_migration,2055,89.822
498,constant_fertility,2060,88.425
498,constant_mortality,2060,87.494
498,high_variant,2060,91.741
498,instant_replacement,2060,93.104
498,low_variant,2060,86.342
498,medium_variant,2060,89.301
498,momentum,2060,92.11
498,no_change,2060,86.455
498,zero_migration,2060,89.734
498,constant_fertility,2065,88.063
498,constant_mortality,2065,87.119
498,high_variant,2065,92.104
498,instant_replacement,2065,93.5
498,low_variant,2065,85.588
498,medium_variant,2065,89.223
498,momentum,2065,92.32
498,no_change,2065,85.7
498,zero_migration,2065,89.718
498,constant_fertility,2070,87.996
498,constant_mortality,2070,87.29
498,high_variant,2070,92.752
498,instant_replacement,2070,94.12
498,low_variant,2070,85.131
498,medium_variant,2070,89.478
498,momentum,2070,92.808
498,no_change,2070,85.441
498,zero_migration,2070,90.019
498,constant_fertility,2075,88.432
498,constant_mortality,2075,87.986
498,high_variant,2075,93.8
498,instant_replacement,2075,95.068
498,low_variant,2075,85.248
498,medium_variant,2075,90.251
498,momentum,2075,93.48
498,no_change,2075,85.682
498,zero_migration,2075,90.799
498,constant_fertility,2080,89.422
498,constant_mortality,2080,88.832
498,high_variant,2080,95.182
498,instant_replacement,2080,96.263
498,low_variant,2080,86.064
498,medium_variant,2080,91.548
498,momentum,2080,94.029
498,no_change,2080,86.057
498,zero_migration,2080,92.048
498,constant_fertility,2085,90.72
498,constant_mortality,2085,89.431
498,high_variant,2085,96.616
498,instant_replacement,2085,97.437
498,low_variant,2085,87.367
498,medium_variant,2085,93.086
498,momentum,2085,94.214
498,no_change,2085,86.152
498,zero_migration,2085,93.498
498,constant_fertility,2090,91.885
498,constant_mortality,2090,89.729
498,high_variant,2090,97.78
498,instant_replacement,2090,98.311
498,low_variant,2090,88.681
498,medium_variant,2090,94.451
498,momentum,2090,94.067
498,no_change,2090,85.913
498,zero_migration,2090,94.775
498,constant_fertility,2095,92.642
498,constant_mortality,2095,89.95
498,high_variant,2095,98.554
498,instant_replacement,2095,98.799
498,low_variant,2095,89.688
498,medium_variant,2095,95.429
498,momentum,2095,93.82
498,no_change,2095,85.622
498,zero_migration,2095,95.698
498,constant_fertility,2100,93.133
498,constant_mortality,2100,90.259
498,high_variant,2100,99.071
498,instant_replacement,2100,99.046
498,low_variant,2100,90.578
498,medium_variant,2100,96.16
498,momentum,2100,93.696
498,no_change,2100,85.53
498,zero_migration,2100,96.397
