variant,continent,year,dependencyratio2569
estimates,935,1950,135.406
estimates,935,1951,137.314
estimates,935,1952,139.358
estimates,935,1953,140.87
estimates,935,1954,141.629
estimates,935,1955,141.797
estimates,935,1956,143.476
estimates,935,1957,144.146
estimates,935,1958,144.381
estimates,935,1959,144.659
estimates,935,1960,145.149
estimates,935,1961,145.745
estimates,935,1962,146.873
estimates,935,1963,148.259
estimates,935,1964,149.545
estimates,935,1965,150.639
estimates,935,1966,152.847
estimates,935,1967,154.707
estimates,935,1968,156.259
estimates,935,1969,157.566
estimates,935,1970,158.597
estimates,935,1971,159.942
estimates,935,1972,160.754
estimates,935,1973,161.009
estimates,935,1974,160.591
estimates,935,1975,159.456
estimates,935,1976,158.194
estimates,935,1977,156.213
estimates,935,1978,153.805
estimates,935,1979,151.386
estimates,935,1980,149.201
estimates,935,1981,147.399
estimates,935,1982,145.933
estimates,935,1983,144.579
estimates,935,1984,143.056
estimates,935,1985,141.265
estimates,935,1986,140.074
estimates,935,1987,138.608
estimates,935,1988,136.879
estimates,935,1989,134.854
estimates,935,1990,132.501
estimates,935,1991,130.512
estimates,935,1992,127.938
estimates,935,1993,125.067
estimates,935,1994,122.224
estimates,935,1995,119.567
estimates,935,1996,116.849
estimates,935,1997,114.399
estimates,935,1998,112.137
estimates,935,1999,109.97
estimates,935,2000,107.896
estimates,935,2001,106.349
estimates,935,2002,104.916
estimates,935,2003,103.515
estimates,935,2004,102.071
estimates,935,2005,100.54
estimates,935,2006,99.213
estimates,935,2007,97.729
estimates,935,2008,96.104
estimates,935,2009,94.342
estimates,935,2010,92.465
estimates,935,2011,90.713
estimates,935,2012,88.849
estimates,935,2013,86.971
estimates,935,2014,85.188
estimates,935,2015,83.567
medium_variant,935,2015,83.567
medium_variant,935,2016,82.295
medium_variant,935,2017,81.114
medium_variant,935,2018,80.056
medium_variant,935,2019,79.156
medium_variant,935,2020,78.424
medium_variant,935,2021,77.975
medium_variant,935,2022,77.672
medium_variant,935,2023,77.448
medium_variant,935,2024,77.214
medium_variant,935,2025,76.923
medium_variant,935,2026,76.724
medium_variant,935,2027,76.48
medium_variant,935,2028,76.207
medium_variant,935,2029,75.935
medium_variant,935,2030,75.683
medium_variant,935,2031,75.605
medium_variant,935,2032,75.509
medium_variant,935,2033,75.408
medium_variant,935,2034,75.32
medium_variant,935,2035,75.258
medium_variant,935,2036,75.349
medium_variant,935,2037,75.431
medium_variant,935,2038,75.506
medium_variant,935,2039,75.571
medium_variant,935,2040,75.626
medium_variant,935,2041,75.782
medium_variant,935,2042,75.916
medium_variant,935,2043,76.024
medium_variant,935,2044,76.087
medium_variant,935,2045,76.097
medium_variant,935,2046,76.169
medium_variant,935,2047,76.185
medium_variant,935,2048,76.174
medium_variant,935,2049,76.177
medium_variant,935,2050,76.224
medium_variant,935,2051,76.415
medium_variant,935,2052,76.615
medium_variant,935,2053,76.853
medium_variant,935,2054,77.164
medium_variant,935,2055,77.565
medium_variant,935,2056,78.137
medium_variant,935,2057,78.779
medium_variant,935,2058,79.447
medium_variant,935,2059,80.072
medium_variant,935,2060,80.607
medium_variant,935,2061,81.139
medium_variant,935,2062,81.582
medium_variant,935,2063,81.938
medium_variant,935,2064,82.205
medium_variant,935,2065,82.388
medium_variant,935,2066,82.571
medium_variant,935,2067,82.663
medium_variant,935,2068,82.685
medium_variant,935,2069,82.673
medium_variant,935,2070,82.659
medium_variant,935,2071,82.702
medium_variant,935,2072,82.729
medium_variant,935,2073,82.76
medium_variant,935,2074,82.809
medium_variant,935,2075,82.885
