variant,continent,year,dependencyratio2569
estimates,903,1950,163.929
estimates,903,1951,165.012
estimates,903,1952,165.612
estimates,903,1953,165.883
estimates,903,1954,165.922
estimates,903,1955,165.792
estimates,903,1956,166.975
estimates,903,1957,167.794
estimates,903,1958,168.341
estimates,903,1959,168.707
estimates,903,1960,168.969
estimates,903,1961,170.548
estimates,903,1962,171.827
estimates,903,1963,172.873
estimates,903,1964,173.734
estimates,903,1965,174.451
estimates,903,1966,176.336
estimates,903,1967,177.854
estimates,903,1968,179.057
estimates,903,1969,179.989
estimates,903,1970,180.69
estimates,903,1971,182.275
estimates,903,1972,183.522
estimates,903,1973,184.479
estimates,903,1974,185.188
estimates,903,1975,185.7
estimates,903,1976,186.895
estimates,903,1977,187.705
estimates,903,1978,188.191
estimates,903,1979,188.403
estimates,903,1980,188.392
estimates,903,1981,189.442
estimates,903,1982,190.09
estimates,903,1983,190.418
estimates,903,1984,190.497
estimates,903,1985,190.378
estimates,903,1986,190.942
estimates,903,1987,191.147
estimates,903,1988,191.048
estimates,903,1989,190.67
estimates,903,1990,190.041
estimates,903,1991,190.038
estimates,903,1992,189.614
estimates,903,1993,188.854
estimates,903,1994,187.856
estimates,903,1995,186.695
estimates,903,1996,186.465
estimates,903,1997,186.052
estimates,903,1998,185.45
estimates,903,1999,184.633
estimates,903,2000,183.61
estimates,903,2001,183.186
estimates,903,2002,182.483
estimates,903,2003,181.54
estimates,903,2004,180.401
estimates,903,2005,179.106
estimates,903,2006,178.092
estimates,903,2007,176.865
estimates,903,2008,175.498
estimates,903,2009,174.059
estimates,903,2010,172.598
estimates,903,2011,171.362
estimates,903,2012,170.051
estimates,903,2013,168.701
estimates,903,2014,167.324
estimates,903,2015,165.924
medium_variant,903,2015,165.924
medium_variant,903,2016,164.943
medium_variant,903,2017,163.794
medium_variant,903,2018,162.544
medium_variant,903,2019,161.263
medium_variant,903,2020,159.981
medium_variant,903,2021,158.868
medium_variant,903,2022,157.756
medium_variant,903,2023,156.6
medium_variant,903,2024,155.335
medium_variant,903,2025,153.95
medium_variant,903,2026,152.811
medium_variant,903,2027,151.52
medium_variant,903,2028,150.099
medium_variant,903,2029,148.579
medium_variant,903,2030,146.98
medium_variant,903,2031,145.58
medium_variant,903,2032,144.072
medium_variant,903,2033,142.467
medium_variant,903,2034,140.765
medium_variant,903,2035,138.977
medium_variant,903,2036,137.367
medium_variant,903,2037,135.653
medium_variant,903,2038,133.887
medium_variant,903,2039,132.128
medium_variant,903,2040,130.41
medium_variant,903,2041,128.951
medium_variant,903,2042,127.49
medium_variant,903,2043,126.043
medium_variant,903,2044,124.619
medium_variant,903,2045,123.224
medium_variant,903,2046,122.05
medium_variant,903,2047,120.872
medium_variant,903,2048,119.696
medium_variant,903,2049,118.529
medium_variant,903,2050,117.374
medium_variant,903,2051,116.415
medium_variant,903,2052,115.434
medium_variant,903,2053,114.434
medium_variant,903,2054,113.416
medium_variant,903,2055,112.382
medium_variant,903,2056,111.507
medium_variant,903,2057,110.59
medium_variant,903,2058,109.637
medium_variant,903,2059,108.651
medium_variant,903,2060,107.639
medium_variant,903,2061,106.766
medium_variant,903,2062,105.846
medium_variant,903,2063,104.894
medium_variant,903,2064,103.925
medium_variant,903,2065,102.95
medium_variant,903,2066,102.123
medium_variant,903,2067,101.268
medium_variant,903,2068,100.4
medium_variant,903,2069,99.532
medium_variant,903,2070,98.677
medium_variant,903,2071,97.977
medium_variant,903,2072,97.265
medium_variant,903,2073,96.552
medium_variant,903,2074,95.848
medium_variant,903,2075,95.159
medium_variant,903,2076,94.622
medium_variant,903,2077,94.075
medium_variant,903,2078,93.529
medium_variant,903,2079,92.995
medium_variant,903,2080,92.48
medium_variant,903,2081,92.107
medium_variant,903,2082,91.73
medium_variant,903,2083,91.346
medium_variant,903,2084,90.951
medium_variant,903,2085,90.541
medium_variant,903,2086,90.236
medium_variant,903,2087,89.9
medium_variant,903,2088,89.54
medium_variant,903,2089,89.165
medium_variant,903,2090,88.782
medium_variant,903,2091,88.495
medium_variant,903,2092,88.179
medium_variant,903,2093,87.844
medium_variant,903,2094,87.5
medium_variant,903,2095,87.154
medium_variant,903,2096,86.898
medium_variant,903,2097,86.623
medium_variant,903,2098,86.339
medium_variant,903,2099,86.053
medium_variant,903,2100,85.772
high_variant,903,2015,165.923863734019
low_variant,903,2015,165.923863734019
constant_fertility,903,2015,165.923863734019
instant_replacement,903,2015,165.923863734019
zero_migration,903,2015,165.923863734019
constant_mortality,903,2015,165.923863734019
no_change,903,2015,165.923863734019
high_variant,903,2020,162.178168547058
low_variant,903,2020,157.784668849388
constant_fertility,903,2020,162.867227207796
instant_replacement,903,2020,142.060664393571
zero_migration,903,2020,159.902896135886
constant_mortality,903,2020,159.79677099128
no_change,903,2020,162.660597495931
high_variant,903,2025,159.29208705585
low_variant,903,2025,148.607103216791
constant_fertility,903,2025,162.068248788885
instant_replacement,903,2025,122.967147812792
zero_migration,903,2025,153.713141697577
constant_mortality,903,2025,153.339171086228
no_change,903,2025,161.355935454909
high_variant,903,2030,155.849315966706
low_variant,903,2030,138.110355041085
constant_fertility,903,2030,162.102988590573
instant_replacement,903,2030,106.620965035955
zero_migration,903,2030,146.644397952588
constant_mortality,903,2030,145.819218594475
no_change,903,2030,160.692372867469
high_variant,903,2035,150.956843306501
low_variant,903,2035,127.023733178977
constant_fertility,903,2035,162.556121200607
instant_replacement,903,2035,91.7492514867522
zero_migration,903,2035,138.62552148394
constant_mortality,903,2035,137.185509802259
no_change,903,2035,160.288789338686
high_variant,903,2040,145.432310346826
low_variant,903,2040,115.546377401292
constant_fertility,903,2040,164.02172663295
instant_replacement,903,2040,77.2689914609636
zero_migration,903,2040,130.090912835313
constant_mortality,903,2040,127.995078931611
