variant,continent,year,dependencyratio2564
estimates,905,1950,94.605
estimates,905,1951,95.402
estimates,905,1952,96.12
estimates,905,1953,97.028
estimates,905,1954,98.231
estimates,905,1955,99.728
estimates,905,1956,101.561
estimates,905,1957,103.568
estimates,905,1958,105.529
estimates,905,1959,107.271
estimates,905,1960,108.749
estimates,905,1961,111.147
estimates,905,1962,113.193
estimates,905,1963,114.874
estimates,905,1964,116.202
estimates,905,1965,117.162
estimates,905,1966,117.891
estimates,905,1967,118.186
estimates,905,1968,118.077
estimates,905,1969,117.612
estimates,905,1970,116.858
estimates,905,1971,116.165
estimates,905,1972,115.215
estimates,905,1973,113.93
estimates,905,1974,112.276
estimates,905,1975,110.316
estimates,905,1976,109.217
estimates,905,1977,107.896
estimates,905,1978,106.407
estimates,905,1979,104.802
estimates,905,1980,103.116
estimates,905,1981,101.302
estimates,905,1982,99.378
estimates,905,1983,97.43
estimates,905,1984,95.51
estimates,905,1985,93.656
estimates,905,1986,92.203
estimates,905,1987,90.791
estimates,905,1988,89.497
estimates,905,1989,88.382
estimates,905,1990,87.454
estimates,905,1991,86.854
estimates,905,1992,86.37
estimates,905,1993,85.969
estimates,905,1994,85.575
estimates,905,1995,85.152
estimates,905,1996,85.063
estimates,905,1997,84.805
estimates,905,1998,84.429
estimates,905,1999,84.004
estimates,905,2000,83.558
estimates,905,2001,83.086
estimates,905,2002,82.723
estimates,905,2003,82.388
estimates,905,2004,81.967
estimates,905,2005,81.421
estimates,905,2006,81.176
estimates,905,2007,80.765
estimates,905,2008,80.282
estimates,905,2009,79.844
estimates,905,2010,79.508
estimates,905,2011,79.418
estimates,905,2012,79.367
estimates,905,2013,79.425
estimates,905,2014,79.579
estimates,905,2015,79.761
medium_variant,905,2015,79.761
medium_variant,905,2016,79.898
medium_variant,905,2017,80.104
medium_variant,905,2018,80.388
medium_variant,905,2019,80.779
medium_variant,905,2020,81.313
medium_variant,905,2021,82.246
medium_variant,905,2022,83.265
medium_variant,905,2023,84.365
medium_variant,905,2024,85.53
medium_variant,905,2025,86.724
medium_variant,905,2026,87.951
medium_variant,905,2027,89.197
medium_variant,905,2028,90.414
medium_variant,905,2029,91.526
medium_variant,905,2030,92.491
medium_variant,905,2031,93.334
medium_variant,905,2032,94.017
medium_variant,905,2033,94.566
medium_variant,905,2034,95.042
medium_variant,905,2035,95.479
medium_variant,905,2036,95.875
medium_variant,905,2037,96.234
medium_variant,905,2038,96.547
medium_variant,905,2039,96.777
medium_variant,905,2040,96.898
medium_variant,905,2041,96.931
medium_variant,905,2042,96.885
medium_variant,905,2043,96.779
medium_variant,905,2044,96.647
medium_variant,905,2045,96.521
medium_variant,905,2046,96.405
medium_variant,905,2047,96.308
medium_variant,905,2048,96.251
medium_variant,905,2049,96.242
medium_variant,905,2050,96.281
medium_variant,905,2051,96.357
medium_variant,905,2052,96.507
medium_variant,905,2053,96.726
medium_variant,905,2054,96.997
medium_variant,905,2055,97.307
medium_variant,905,2056,97.661
medium_variant,905,2057,98.089
medium_variant,905,2058,98.556
medium_variant,905,2059,99.028
medium_variant,905,2060,99.491
medium_variant,905,2061,99.908
medium_variant,905,2062,100.32
medium_variant,905,2063,100.73
medium_variant,905,2064,101.127
medium_variant,905,2065,101.487
medium_variant,905,2066,101.695
medium_variant,905,2067,101.893
medium_variant,905,2068,102.078
medium_variant,905,2069,102.269
medium_variant,905,2070,102.497
medium_variant,905,2071,102.639
medium_variant,905,2072,102.818
medium_variant,905,2073,103.047
medium_variant,905,2074,103.307
medium_variant,905,2075,103.568
medium_variant,905,2076,103.655
medium_variant,905,2077,103.784
medium_variant,905,2078,103.93
medium_variant,905,2079,104.079
medium_variant,905,2080,104.245
medium_variant,905,2081,104.267
medium_variant,905,2082,104.316
medium_variant,905,2083,104.425
medium_variant,905,2084,104.611
medium_variant,905,2085,104.857
medium_variant,905,2086,104.956
medium_variant,905,2087,105.158
medium_variant,905,2088,105.42
medium_variant,905,2089,105.71
medium_variant,905,2090,106.037
medium_variant,905,2091,106.214
medium_variant,905,2092,106.43
medium_variant,905,2093,106.704
medium_variant,905,2094,107.043
medium_variant,905,2095,107.431
medium_variant,905,2096,107.586
medium_variant,905,2097,107.811
medium_variant,905,2098,108.09
medium_variant,905,2099,108.401
medium_variant,905,2100,108.738
high_variant,905,2015,89.2631270188026
low_variant,905,2015,89.2631270188026
