variant,continent,year,dependencyratio2564
estimates,909,1950,105.384
estimates,909,1951,106.39
estimates,909,1952,107.103
estimates,909,1953,107.916
estimates,909,1954,108.947
estimates,909,1955,110.139
estimates,909,1956,111.796
estimates,909,1957,113.764
estimates,909,1958,115.766
estimates,909,1959,117.554
estimates,909,1960,119.038
estimates,909,1961,121.212
estimates,909,1962,122.955
estimates,909,1963,124.314
estimates,909,1964,125.409
estimates,909,1965,126.301
estimates,909,1966,127.467
estimates,909,1967,128.299
estimates,909,1968,128.779
estimates,909,1969,128.839
estimates,909,1970,128.438
estimates,909,1971,128.064
estimates,909,1972,127.446
estimates,909,1973,126.607
estimates,909,1974,125.558
estimates,909,1975,124.32
estimates,909,1976,123.974
estimates,909,1977,123.115
estimates,909,1978,121.949
estimates,909,1979,120.744
estimates,909,1980,119.637
estimates,909,1981,118.108
estimates,909,1982,116.875
estimates,909,1983,115.761
estimates,909,1984,114.499
estimates,909,1985,113.017
estimates,909,1986,112.019
estimates,909,1987,110.649
estimates,909,1988,109.117
estimates,909,1989,107.708
estimates,909,1990,106.544
estimates,909,1991,105.629
estimates,909,1992,104.944
estimates,909,1993,104.366
estimates,909,1994,103.671
estimates,909,1995,102.759
estimates,909,1996,101.797
estimates,909,1997,100.61
estimates,909,1998,99.345
estimates,909,1999,98.213
estimates,909,2000,97.331
estimates,909,2001,96.798
estimates,909,2002,96.425
estimates,909,2003,96.147
estimates,909,2004,95.844
estimates,909,2005,95.452
estimates,909,2006,95.389
estimates,909,2007,95.189
estimates,909,2008,94.872
estimates,909,2009,94.463
estimates,909,2010,93.971
estimates,909,2011,93.877
estimates,909,2012,93.681
estimates,909,2013,93.472
estimates,909,2014,93.335
estimates,909,2015,93.277
medium_variant,909,2015,93.277
medium_variant,909,2016,93.364
medium_variant,909,2017,93.589
medium_variant,909,2018,93.895
medium_variant,909,2019,94.19
medium_variant,909,2020,94.436
medium_variant,909,2021,94.88
medium_variant,909,2022,95.25
medium_variant,909,2023,95.588
medium_variant,909,2024,95.969
medium_variant,909,2025,96.421
medium_variant,909,2026,96.958
medium_variant,909,2027,97.567
medium_variant,909,2028,98.181
medium_variant,909,2029,98.686
medium_variant,909,2030,99.023
medium_variant,909,2031,99.304
medium_variant,909,2032,99.419
medium_variant,909,2033,99.414
medium_variant,909,2034,99.368
medium_variant,909,2035,99.329
medium_variant,909,2036,99.331
medium_variant,909,2037,99.329
medium_variant,909,2038,99.314
medium_variant,909,2039,99.245
medium_variant,909,2040,99.094
medium_variant,909,2041,98.92
medium_variant,909,2042,98.7
medium_variant,909,2043,98.438
medium_variant,909,2044,98.152
medium_variant,909,2045,97.864
medium_variant,909,2046,97.632
medium_variant,909,2047,97.398
medium_variant,909,2048,97.193
medium_variant,909,2049,97.043
medium_variant,909,2050,96.955
medium_variant,909,2051,96.93
medium_variant,909,2052,96.974
medium_variant,909,2053,97.073
medium_variant,909,2054,97.192
medium_variant,909,2055,97.308
medium_variant,909,2056,97.438
medium_variant,909,2057,97.589
medium_variant,909,2058,97.736
medium_variant,909,2059,97.861
medium_variant,909,2060,97.965
medium_variant,909,2061,98.049
medium_variant,909,2062,98.108
medium_variant,909,2063,98.158
medium_variant,909,2064,98.196
medium_variant,909,2065,98.2
medium_variant,909,2066,98.136
medium_variant,909,2067,98.07
medium_variant,909,2068,97.982
medium_variant,909,2069,97.878
medium_variant,909,2070,97.792
medium_variant,909,2071,97.699
medium_variant,909,2072,97.611
medium_variant,909,2073,97.57
medium_variant,909,2074,97.591
medium_variant,909,2075,97.659
medium_variant,909,2076,97.673
medium_variant,909,2077,97.753
medium_variant,909,2078,97.876
medium_variant,909,2079,98.019
medium_variant,909,2080,98.186
medium_variant,909,2081,98.314
medium_variant,909,2082,98.474
medium_variant,909,2083,98.673
medium_variant,909,2084,98.913
