continent,variant,freq,year,totaldeaths
905,estimates,5yearly,1950,8527.555
905,estimates,5yearly,1955,9119.27
905,estimates,5yearly,1960,9857.361
905,estimates,5yearly,1965,10585.403
905,estimates,5yearly,1970,10894.851
905,estimates,5yearly,1975,10784.23
905,estimates,5yearly,1980,11266.14
905,estimates,5yearly,1985,11981.607
905,estimates,5yearly,1990,12430.89
905,estimates,5yearly,1995,12942.427
905,estimates,5yearly,2000,13443.266
905,estimates,5yearly,2005,13506.001
905,estimates,5yearly,2010,14200.21
905,constant_fertility,5yearly,2015,14992.787
905,constant_mortality,5yearly,2015,15794.04
905,high_variant,5yearly,2015,15009.744
905,instant_replacement,5yearly,2015,15007.461
905,low_variant,5yearly,2015,14976.575
905,medium_variant,5yearly,2015,14993.159
905,momentum,5yearly,2015,15807.958
905,no_change,5yearly,2015,15793.609
905,zero_migration,5yearly,2015,14991.136
905,constant_fertility,5yearly,2020,15836.266
905,constant_mortality,5yearly,2020,17430.31
905,high_variant,5yearly,2020,15863.862
905,instant_replacement,5yearly,2020,15852.205
905,low_variant,5yearly,2020,15812.22
905,medium_variant,5yearly,2020,15838.042
905,momentum,5yearly,2020,17385.025
905,no_change,5yearly,2020,17427.937
905,zero_migration,5yearly,2020,15783.504
905,constant_fertility,5yearly,2025,16915.938
905,constant_mortality,5yearly,2025,19270.587
905,high_variant,5yearly,2025,16948.576
905,instant_replacement,5yearly,2025,16931.278
905,low_variant,5yearly,2025,16888.044
905,medium_variant,5yearly,2025,16918.312
905,momentum,5yearly,2025,19142.631
905,no_change,5yearly,2025,19266.962
905,zero_migration,5yearly,2025,16799.884
905,constant_fertility,5yearly,2030,18285.225
905,constant_mortality,5yearly,2030,21305.002
905,high_variant,5yearly,2030,18318.466
905,instant_replacement,5yearly,2030,18301.107
905,low_variant,5yearly,2030,18257.295
905,medium_variant,5yearly,2030,18287.854
905,momentum,5yearly,2030,21069.337
905,no_change,5yearly,2030,21300.467
905,zero_migration,5yearly,2030,18092.185
905,constant_fertility,5yearly,2035,19781.857
905,constant_mortality,5yearly,2035,23259.257
905,high_variant,5yearly,2035,19820.971
905,instant_replacement,5yearly,2035,19802.006
905,low_variant,5yearly,2035,19748.992
905,medium_variant,5yearly,2035,19784.773
905,momentum,5yearly,2035,22888.785
905,no_change,5yearly,2035,23253.732
905,zero_migration,5yearly,2035,19496.757
905,constant_fertility,5yearly,2040,21118.717
905,constant_mortality,5yearly,2040,24749.625
905,high_variant,5yearly,2040,21171.461
905,instant_replacement,5yearly,2040,21146.629
905,low_variant,5yearly,2040,21074.736
905,medium_variant,5yearly,2040,21122.344
905,momentum,5yearly,2040,24204.152
905,no_change,5yearly,2040,24742.434
905,zero_migration,5yearly,2040,20720.58
905,constant_fertility,5yearly,2045,22038.399
905,constant_mortality,5yearly,2045,25584.506
905,high_variant,5yearly,2045,22111.019
905,instant_replacement,5yearly,2045,22075.798
905,low_variant,5yearly,2045,21979.244
905,medium_variant,5yearly,2045,22043.443
905,momentum,5yearly,2045,24809.526
905,no_change,5yearly,2045,25574.267
905,zero_migration,5yearly,2045,21499.354
905,constant_fertility,5yearly,2050,22475.121
905,constant_mortality,5yearly,2050,25848.779
905,high_variant,5yearly,2050,22570.297
905,instant_replacement,5yearly,2050,22522.149
905,low_variant,5yearly,2050,22399.434
905,medium_variant,5yearly,2050,22482.182
905,momentum,5yearly,2050,24776.452
905,no_change,5yearly,2050,25833.83
905,zero_migration,5yearly,2050,21758.28
905,constant_fertility,5yearly,2055,22482.159
905,constant_mortality,5yearly,2055,25859.081
905,high_variant,5yearly,2055,22600.578
905,instant_replacement,5yearly,2055,22539.09
905,low_variant,5yearly,2055,22388.994
905,medium_variant,5yearly,2055,22491.293
905,momentum,5yearly,2055,24415.71
905,no_change,5yearly,2055,25838.73
905,zero_migration,5yearly,2055,21543.997
905,constant_fertility,5yearly,2060,22389.497
905,constant_mortality,5yearly,2060,26009.424
905,high_variant,5yearly,2060,22536.143
905,instant_replacement,5yearly,2060,22460.089
905,low_variant,5yearly,2060,22274.002
905,medium_variant,5yearly,2060,22400.741
905,momentum,5yearly,2060,24119.422
905,no_change,5yearly,2060,25983.073
905,zero_migration,5yearly,2060,21172.366
905,constant_fertility,5yearly,2065,22538.74
905,constant_mortality,5yearly,2065,26492.75
905,high_variant,5yearly,2065,22726.103
905,instant_replacement,5yearly,2065,22630.426
905,low_variant,5yearly,2065,22390.671
905,medium_variant,5yearly,2065,22552.698
905,momentum,5yearly,2065,24083.934
905,no_change,5yearly,2065,26458.382
905,zero_migration,5yearly,2065,20974.638
905,constant_fertility,5yearly,2070,23145.637
905,constant_mortality,5yearly,2070,27192.986
905,high_variant,5yearly,2070,23393.12
905,instant_replacement,5yearly,2070,23267.838
905,low_variant,5yearly,2070,22950.146
905,medium_variant,5yearly,2070,23163.725
905,momentum,5yearly,2070,24204.363
905,no_change,5yearly,2070,27146.438
905,zero_migration,5yearly,2070,21146.085
905,constant_fertility,5yearly,2075,23957.455
905,constant_mortality,5yearly,2075,27839.655
905,high_variant,5yearly,2075,24283.725
905,instant_replacement,5yearly,2075,24117.769
905,low_variant,5yearly,2075,23700.782
905,medium_variant,5yearly,2075,23981.355
905,momentum,5yearly,2075,24239.802
905,no_change,5yearly,2075,27774.832
905,zero_migration,5yearly,2075,21433.538
905,constant_fertility,5yearly,2080,24698.082
905,constant_mortality,5yearly,2080,28233.782
905,high_variant,5yearly,2080,25121.584
905,instant_replacement,5yearly,2080,24905.12
905,low_variant,5yearly,2080,24365.66
905,medium_variant,5yearly,2080,24729.265
905,momentum,5yearly,2080,24050.702
905,no_change,5yearly,2080,28143.656
905,zero_migration,5yearly,2080,21566.107
905,constant_fertility,5yearly,2085,25087.265
905,constant_mortality,5yearly,2085,28362.051
905,high_variant,5yearly,2085,25635.37
905,instant_replacement,5yearly,2085,25356.889
905,low_variant,5yearly,2085,24655.939
905,medium_variant,5yearly,2085,25127.387
905,momentum,5yearly,2085,23707.512
905,no_change,5yearly,2085,28237.893
905,zero_migration,5yearly,2085,21309.507
905,constant_fertility,5yearly,2090,25092.58
905,constant_mortality,5yearly,2090,28393.206
905,high_variant,5yearly,2090,25812.474
905,instant_replacement,5yearly,2090,25453.412
905,low_variant,5yearly,2090,24522.033
905,medium_variant,5yearly,2090,25144.228
905,momentum,5yearly,2090,23448.057
905,no_change,5yearly,2090,28223.005
905,zero_migration,5yearly,2090,20725.688
