continent,variant,freq,year,totaldeaths
909,estimates,5yearly,1950,792.961
909,estimates,5yearly,1955,816.08
909,estimates,5yearly,1960,865.591
909,estimates,5yearly,1965,919.347
909,estimates,5yearly,1970,945.223
909,estimates,5yearly,1975,939.098
909,estimates,5yearly,1980,949.059
909,estimates,5yearly,1985,1009.691
909,estimates,5yearly,1990,1037.831
909,estimates,5yearly,1995,1090.279
909,estimates,5yearly,2000,1121.949
909,estimates,5yearly,2005,1178.426
909,estimates,5yearly,2010,1274.313
909,constant_fertility,5yearly,2015,1386.774
909,constant_mortality,5yearly,2015,1464.191
909,high_variant,5yearly,2015,1387.552
909,instant_replacement,5yearly,2015,1359.901
909,low_variant,5yearly,2015,1376.755
909,medium_variant,5yearly,2015,1382.151
909,momentum,5yearly,2015,1440.611
909,no_change,5yearly,2015,1469.279
909,zero_migration,5yearly,2015,1382.577
909,constant_fertility,5yearly,2020,1498.093
909,constant_mortality,5yearly,2020,1655.137
909,high_variant,5yearly,2020,1498.086
909,instant_replacement,5yearly,2020,1465.449
909,low_variant,5yearly,2020,1479.005
909,medium_variant,5yearly,2020,1488.548
909,momentum,5yearly,2020,1625.767
909,no_change,5yearly,2020,1666.667
909,zero_migration,5yearly,2020,1486.882
909,constant_fertility,5yearly,2025,1639.601
909,constant_mortality,5yearly,2025,1866.478
909,high_variant,5yearly,2025,1637.988
909,instant_replacement,5yearly,2025,1604.293
909,low_variant,5yearly,2025,1612.868
909,medium_variant,5yearly,2025,1625.426
909,momentum,5yearly,2025,1834.287
909,no_change,5yearly,2025,1885.127
909,zero_migration,5yearly,2025,1621.515
909,constant_fertility,5yearly,2030,1812.029
909,constant_mortality,5yearly,2030,2103.507
909,high_variant,5yearly,2030,1807.188
909,instant_replacement,5yearly,2030,1773.871
909,low_variant,5yearly,2030,1780.015
909,medium_variant,5yearly,2030,1793.571
909,momentum,5yearly,2030,2066.145
909,no_change,5yearly,2030,2130.062
909,zero_migration,5yearly,2030,1786.706
909,constant_fertility,5yearly,2035,2005.784
909,constant_mortality,5yearly,2035,2345.898
909,high_variant,5yearly,2035,1997.955
909,instant_replacement,5yearly,2035,1961.903
909,low_variant,5yearly,2035,1967.345
909,medium_variant,5yearly,2035,1982.48
909,momentum,5yearly,2035,2298.056
909,no_change,5yearly,2035,2382.237
909,zero_migration,5yearly,2035,1971.732
909,constant_fertility,5yearly,2040,2192.612
909,constant_mortality,5yearly,2040,2567.049
909,high_variant,5yearly,2040,2181.878
909,instant_replacement,5yearly,2040,2140.477
909,low_variant,5yearly,2040,2146.023
909,medium_variant,5yearly,2040,2163.509
909,momentum,5yearly,2040,2502.728
909,no_change,5yearly,2040,2616.148
909,zero_migration,5yearly,2040,2147.671
909,constant_fertility,5yearly,2045,2361.811
909,constant_mortality,5yearly,2045,2757.169
909,high_variant,5yearly,2045,2347.768
909,instant_replacement,5yearly,2045,2300.107
909,low_variant,5yearly,2045,2305.341
909,medium_variant,5yearly,2045,2325.721
909,momentum,5yearly,2045,2670.979
909,no_change,5yearly,2045,2822.605
909,zero_migration,5yearly,2045,2302.865
909,constant_fertility,5yearly,2050,2509.606
909,constant_mortality,5yearly,2050,2919.706
909,high_variant,5yearly,2050,2491.625
909,instant_replacement,5yearly,2050,2437.476
909,low_variant,5yearly,2050,2442.102
909,medium_variant,5yearly,2050,2465.628
909,momentum,5yearly,2050,2804.568
909,no_change,5yearly,2050,3005.077
909,zero_migration,5yearly,2050,2432.528
909,constant_fertility,5yearly,2055,2638.295
909,constant_mortality,5yearly,2055,3063.845
909,high_variant,5yearly,2055,2615.518
909,instant_replacement,5yearly,2055,2554.281
909,low_variant,5yearly,2055,2558.505
909,medium_variant,5yearly,2055,2585.375
909,momentum,5yearly,2055,2909.384
909,no_change,5yearly,2055,3173.289
909,zero_migration,5yearly,2055,2536.859
909,constant_fertility,5yearly,2060,2757.109
909,constant_mortality,5yearly,2060,3204.02
909,high_variant,5yearly,2060,2728.878
909,instant_replacement,5yearly,2060,2658.439
909,low_variant,5yearly,2060,2663.27
909,medium_variant,5yearly,2060,2694.061
909,momentum,5yearly,2060,2995.077
909,no_change,5yearly,2060,3342.817
909,zero_migration,5yearly,2060,2621.654
909,constant_fertility,5yearly,2065,2879.192
909,constant_mortality,5yearly,2065,3352.558
909,high_variant,5yearly,2065,2844.598
909,instant_replacement,5yearly,2065,2759.355
909,low_variant,5yearly,2065,2767.024
909,medium_variant,5yearly,2065,2803.348
909,momentum,5yearly,2065,3069.889
909,no_change,5yearly,2065,3527.826
909,zero_migration,5yearly,2065,2696.144
909,constant_fertility,5yearly,2070,3021.115
909,constant_mortality,5yearly,2070,3507.415
909,high_variant,5yearly,2070,2979.067
909,instant_replacement,5yearly,2070,2871.29
909,low_variant,5yearly,2070,2884.409
909,medium_variant,5yearly,2070,2928.735
909,momentum,5yearly,2070,3131.529
909,no_change,5yearly,2070,3728.981
909,zero_migration,5yearly,2070,2774.318
909,constant_fertility,5yearly,2075,3179.078
909,constant_mortality,5yearly,2075,3647.099
909,high_variant,5yearly,2075,3128.347
909,instant_replacement,5yearly,2075,2987.772
909,low_variant,5yearly,2075,3009.429
909,medium_variant,5yearly,2075,3065.248
909,momentum,5yearly,2075,3161.135
909,no_change,5yearly,2075,3927.9
909,zero_migration,5yearly,2075,2851.936
909,constant_fertility,5yearly,2080,3325.675
909,constant_mortality,5yearly,2080,3754.112
909,high_variant,5yearly,2080,3263.105
909,instant_replacement,5yearly,2080,3076.119
909,low_variant,5yearly,2080,3109.525
909,medium_variant,5yearly,2080,3181.886
909,momentum,5yearly,2080,3146.458
909,no_change,5yearly,2080,4111.118
909,zero_migration,5yearly,2080,2901.788
909,constant_fertility,5yearly,2085,3443.354
909,constant_mortality,5yearly,2085,3839.984
909,high_variant,5yearly,2085,3365.808
909,instant_replacement,5yearly,2085,3117.157
909,low_variant,5yearly,2085,3164.573
909,medium_variant,5yearly,2085,3259.893
909,momentum,5yearly,2085,3108.183
909,no_change,5yearly,2085,4294.569
909,zero_migration,5yearly,2085,2907.858
909,constant_fertility,5yearly,2090,3553.479
909,constant_mortality,5yearly,2090,3932.18
909,high_variant,5yearly,2090,3457.288
909,instant_replacement,5yearly,2090,3130.368
909,low_variant,5yearly,2090,3191.025
909,medium_variant,5yearly,2090,3317.816
909,momentum,5yearly,2090,3084.466
909,no_change,5yearly,2090,4510.033
909,zero_migration,5yearly,2090,2893.582
909,constant_fertility,5yearly,2095,3688.381
909,constant_mortality,5yearly,2095,4034.391
909,high_variant,5yearly,2095,3570.966
909,instant_replacement,5yearly,2095,3148.757
909,low_variant,5yearly,2095,3213.439
909,medium_variant,5yearly,2095,3384.498
909,momentum,5yearly,2095,3089.709
909,no_change,5yearly,2095,4765.439
909,zero_migration,5yearly,2095,2894.03
909,constant_fertility,5yearly,Regi,OCEANIA
909,constant_mortality,5yearly,Regi,OCEANIA
909,estimates,5yearly,Regi,OCEANIA
909,high_variant,5yearly,Regi,OCEANIA
909,instant_replacement,5yearly,Regi,OCEANIA
909,low_variant,5yearly,Regi,OCEANIA
909,medium_variant,5yearly,Regi,OCEANIA
909,momentum,5yearly,Regi,OCEANIA
909,no_change,5yearly,Regi,OCEANIA
909,zero_migration,5yearly,Regi,OCEANIA
