region,variant,freq,year,totaldeaths
920,estimates,5yearly,1950,16766.406
920,estimates,5yearly,1955,16858.084
920,estimates,5yearly,1960,16888.347
920,estimates,5yearly,1965,16754.659
920,estimates,5yearly,1970,17570.06
920,estimates,5yearly,1975,18078.894
920,estimates,5yearly,1980,16642.889
920,estimates,5yearly,1985,16391.157
920,estimates,5yearly,1990,16842.212
920,estimates,5yearly,1995,17414.791
920,estimates,5yearly,2000,18618.931
920,estimates,5yearly,2005,19529.727
920,estimates,5yearly,2010,20783.274
920,constant_fertility,5yearly,2015,22557.233
920,constant_mortality,5yearly,2015,23646.351
920,high_variant,5yearly,2015,22630.275
920,instant_replacement,5yearly,2015,22391.245
920,low_variant,5yearly,2015,22344.032
920,medium_variant,5yearly,2015,22488.186
920,momentum,5yearly,2015,23549.283
920,no_change,5yearly,2015,23726.255
920,zero_migration,5yearly,2015,22494.326
920,constant_fertility,5yearly,2020,24681.418
920,constant_mortality,5yearly,2020,26900.023
920,high_variant,5yearly,2020,24789.835
920,instant_replacement,5yearly,2020,24497.127
920,low_variant,5yearly,2020,24326.019
920,medium_variant,5yearly,2020,24558.353
920,momentum,5yearly,2020,26885.574
920,no_change,5yearly,2020,27062.211
920,zero_migration,5yearly,2020,24601.227
920,constant_fertility,5yearly,2025,27220.216
920,constant_mortality,5yearly,2025,30586.179
920,high_variant,5yearly,2025,27332.876
920,instant_replacement,5yearly,2025,27027.519
920,low_variant,5yearly,2025,26766.829
920,medium_variant,5yearly,2025,27050.318
920,momentum,5yearly,2025,30669.993
920,no_change,5yearly,2025,30838.732
920,zero_migration,5yearly,2025,27126.289
920,constant_fertility,5yearly,2030,30149.242
920,constant_mortality,5yearly,2030,34663.199
920,high_variant,5yearly,2030,30229.064
920,instant_replacement,5yearly,2030,29937.35
920,low_variant,5yearly,2030,29643.748
920,medium_variant,5yearly,2030,29936.057
920,momentum,5yearly,2030,34841.815
920,no_change,5yearly,2030,35015.419
920,zero_migration,5yearly,2030,30047.153
920,constant_fertility,5yearly,2035,33313.564
920,constant_mortality,5yearly,2035,38908.437
920,high_variant,5yearly,2035,33378.929
920,instant_replacement,5yearly,2035,33062.758
920,low_variant,5yearly,2035,32741.201
920,medium_variant,5yearly,2035,33056.114
920,momentum,5yearly,2035,39171.011
920,no_change,5yearly,2035,39378.606
920,zero_migration,5yearly,2035,33208.787
920,constant_fertility,5yearly,2040,36380.837
920,constant_mortality,5yearly,2040,42985.049
920,high_variant,5yearly,2040,36451.533
920,instant_replacement,5yearly,2040,36076.194
920,low_variant,5yearly,2040,35705.968
920,medium_variant,5yearly,2040,36067.941
920,momentum,5yearly,2040,43345.69
920,no_change,5yearly,2040,43600.388
920,zero_migration,5yearly,2040,36271.897
920,constant_fertility,5yearly,2045,39285.772
920,constant_mortality,5yearly,2045,46579.006
920,high_variant,5yearly,2045,39372.417
920,instant_replacement,5yearly,2045,38922.051
920,low_variant,5yearly,2045,38483.906
920,medium_variant,5yearly,2045,38908.273
920,momentum,5yearly,2045,47070.688
920,no_change,5yearly,2045,47370.934
920,zero_migration,5yearly,2045,39175.218
