region,variant,freq,year,totaldeaths
948,estimates,5yearly,1950,142952.285
948,estimates,5yearly,1955,141369.132
948,estimates,5yearly,1960,141145.065
948,estimates,5yearly,1965,140798.783
948,estimates,5yearly,1970,143075.605
948,estimates,5yearly,1975,143683.516
948,estimates,5yearly,1980,146391.645
948,estimates,5yearly,1985,149325.142
948,estimates,5yearly,1990,153286.93
948,estimates,5yearly,1995,157240.449
948,estimates,5yearly,2000,161924.661
948,estimates,5yearly,2005,163542.913
948,estimates,5yearly,2010,165602.411
948,constant_fertility,5yearly,2015,175543.287
948,constant_mortality,5yearly,2015,188228.7
948,high_variant,5yearly,2015,175598.196
948,instant_replacement,5yearly,2015,166112.322
948,low_variant,5yearly,2015,172065.033
948,medium_variant,5yearly,2015,173832.648
948,momentum,5yearly,2015,179822.015
948,no_change,5yearly,2015,190220.735
948,zero_migration,5yearly,2015,174008.221
948,constant_fertility,5yearly,2020,188817.567
948,constant_mortality,5yearly,2020,212792.895
948,high_variant,5yearly,2020,188266.816
948,instant_replacement,5yearly,2020,176514.944
948,low_variant,5yearly,2020,182223.549
948,medium_variant,5yearly,2020,185245.611
948,momentum,5yearly,2020,202498.779
948,no_change,5yearly,2020,217595.219
948,zero_migration,5yearly,2020,185736.944
948,constant_fertility,5yearly,2025,204501.645
948,constant_mortality,5yearly,2025,239829.819
948,high_variant,5yearly,2025,203013.586
948,instant_replacement,5yearly,2025,190943.059
948,low_variant,5yearly,2025,195376.986
948,medium_variant,5yearly,2025,199195.731
948,momentum,5yearly,2025,229519.318
948,no_change,5yearly,2025,248023.661
948,zero_migration,5yearly,2025,200036.305
948,constant_fertility,5yearly,2030,222528.284
948,constant_mortality,5yearly,2030,269428.953
948,high_variant,5yearly,2030,219544.508
948,instant_replacement,5yearly,2030,207607.887
948,low_variant,5yearly,2030,211507.358
948,medium_variant,5yearly,2030,215517.136
948,momentum,5yearly,2030,259113.783
948,no_change,5yearly,2030,281758.592
948,zero_migration,5yearly,2030,216744.705
948,constant_fertility,5yearly,2035,243256.777
948,constant_mortality,5yearly,2035,300937.29
948,high_variant,5yearly,2035,238716.01
948,instant_replacement,5yearly,2035,225903.872
948,low_variant,5yearly,2035,229914.901
948,medium_variant,5yearly,2035,234260.608
948,momentum,5yearly,2035,289381.795
948,no_change,5yearly,2035,318754.128
948,zero_migration,5yearly,2035,235930.883
948,constant_fertility,5yearly,2040,265671.5
948,constant_mortality,5yearly,2040,333235.428
948,high_variant,5yearly,2040,259441.753
948,instant_replacement,5yearly,2040,244991.06
948,low_variant,5yearly,2040,249270.401
948,medium_variant,5yearly,2040,254210.678
948,momentum,5yearly,2040,319497.853
948,no_change,5yearly,2040,358463.969
948,zero_migration,5yearly,2040,256399.206
948,constant_fertility,5yearly,2045,289557.327
948,constant_mortality,5yearly,2045,365293.388
948,high_variant,5yearly,2045,281388.988
948,instant_replacement,5yearly,2045,265263.483
948,low_variant,5yearly,2045,269580.898
948,medium_variant,5yearly,2045,275228.921
948,momentum,5yearly,2045,349393.277
948,no_change,5yearly,2045,400110.977
948,zero_migration,5yearly,2045,278017.087
948,constant_fertility,5yearly,2050,314249.694
948,constant_mortality,5yearly,2050,396428.69
948,high_variant,5yearly,2050,303815.8
948,instant_replacement,5yearly,2050,286264.943
948,low_variant,5yearly,2050,290402.872
