region,variant,freq,year,totaldeaths
957,estimates,5yearly,1950,18.927
957,estimates,5yearly,1955,18.405
957,estimates,5yearly,1960,18.679
957,estimates,5yearly,1965,18.592
957,estimates,5yearly,1970,18.277
957,estimates,5yearly,1975,18.059
957,estimates,5yearly,1980,17.317
957,estimates,5yearly,1985,17.095
957,estimates,5yearly,1990,17.193
957,estimates,5yearly,1995,17.001
957,estimates,5yearly,2000,17.261
957,estimates,5yearly,2005,17.467
957,estimates,5yearly,2010,17.992
957,constant_fertility,5yearly,2015,19.139
957,constant_mortality,5yearly,2015,20.426
957,high_variant,5yearly,2015,19.153
957,instant_replacement,5yearly,2015,18.74
957,low_variant,5yearly,2015,18.999
957,medium_variant,5yearly,2015,19.075
957,momentum,5yearly,2015,20.13
957,no_change,5yearly,2015,20.497
957,zero_migration,5yearly,2015,19.169
957,constant_fertility,5yearly,2020,20.699
957,constant_mortality,5yearly,2020,23.244
957,high_variant,5yearly,2020,20.701
957,instant_replacement,5yearly,2020,20.259
957,low_variant,5yearly,2020,20.448
957,medium_variant,5yearly,2020,20.577
957,momentum,5yearly,2020,23.368
957,no_change,5yearly,2020,23.397
957,zero_migration,5yearly,2020,21.04
957,constant_fertility,5yearly,2025,22.464
957,constant_mortality,5yearly,2025,26.276
957,high_variant,5yearly,2025,22.452
957,instant_replacement,5yearly,2025,22.007
957,low_variant,5yearly,2025,22.131
957,medium_variant,5yearly,2025,22.288
957,momentum,5yearly,2025,26.969
957,no_change,5yearly,2025,26.505
957,zero_migration,5yearly,2025,23.208
957,constant_fertility,5yearly,2030,24.491
957,constant_mortality,5yearly,2030,29.559
957,high_variant,5yearly,2030,24.441
957,instant_replacement,5yearly,2030,24.02
957,low_variant,5yearly,2030,24.115
957,medium_variant,5yearly,2030,24.281
957,momentum,5yearly,2030,30.903
957,no_change,5yearly,2030,29.87
957,zero_migration,5yearly,2030,25.603
957,constant_fertility,5yearly,2035,26.696
957,constant_mortality,5yearly,2035,32.957
957,high_variant,5yearly,2035,26.613
957,instant_replacement,5yearly,2035,26.185
957,low_variant,5yearly,2035,26.262
957,medium_variant,5yearly,2035,26.435
957,momentum,5yearly,2035,35.016
957,no_change,5yearly,2035,33.361
957,zero_migration,5yearly,2035,28.246
957,constant_fertility,5yearly,2040,28.968
957,constant_mortality,5yearly,2040,36.08
957,high_variant,5yearly,2040,28.861
957,instant_replacement,5yearly,2040,28.373
957,low_variant,5yearly,2040,28.464
957,medium_variant,5yearly,2040,28.659
957,momentum,5yearly,2040,39.042
957,no_change,5yearly,2040,36.622
957,zero_migration,5yearly,2040,31.03
957,constant_fertility,5yearly,2045,31.088
957,constant_mortality,5yearly,2045,38.668
957,high_variant,5yearly,2045,30.946
957,instant_replacement,5yearly,2045,30.368
957,low_variant,5yearly,2045,30.472
957,medium_variant,5yearly,2045,30.697
957,momentum,5yearly,2045,42.734
957,no_change,5yearly,2045,39.379
957,zero_migration,5yearly,2045,33.791
957,constant_fertility,5yearly,2050,32.889
957,constant_mortality,5yearly,2050,40.592
957,high_variant,5yearly,2050,32.717
957,instant_replacement,5yearly,2050,32.067
957,low_variant,5yearly,2050,32.168
957,medium_variant,5yearly,2050,32.428
957,momentum,5yearly,2050,46.09
957,no_change,5yearly,2050,41.517
957,zero_migration,5yearly,2050,36.415
957,constant_fertility,5yearly,2055,34.275
957,constant_mortality,5yearly,2055,41.966
957,high_variant,5yearly,2055,34.061
957,instant_replacement,5yearly,2055,33.335
957,low_variant,5yearly,2055,33.427
957,medium_variant,5yearly,2055,33.723
957,momentum,5yearly,2055,49.218
957,no_change,5yearly,2055,43.163
957,zero_migration,5yearly,2055,38.792
957,constant_fertility,5yearly,2060,35.415
957,constant_mortality,5yearly,2060,43.163
957,high_variant,5yearly,2060,35.15
957,instant_replacement,5yearly,2060,34.328
957,low_variant,5yearly,2060,34.427
957,medium_variant,5yearly,2060,34.769
957,momentum,5yearly,2060,52.383
957,no_change,5yearly,2060,44.703
