region,variant,freq,year,totaldeaths
915,estimates,5yearly,1950,1357.958
915,estimates,5yearly,1955,1306.019
915,estimates,5yearly,1960,1289.085
915,estimates,5yearly,1965,1240.751
915,estimates,5yearly,1970,1212.212
915,estimates,5yearly,1975,1211.827
915,estimates,5yearly,1980,1302.011
915,estimates,5yearly,1985,1359.705
915,estimates,5yearly,1990,1434.704
915,estimates,5yearly,1995,1473.888
915,estimates,5yearly,2000,1529.2
915,estimates,5yearly,2005,1545.772
915,estimates,5yearly,2010,1608.359
915,constant_fertility,5yearly,2015,1704.178
915,constant_mortality,5yearly,2015,1794.78
915,high_variant,5yearly,2015,1706.021
915,instant_replacement,5yearly,2015,1682.181
915,low_variant,5yearly,2015,1685.219
915,medium_variant,5yearly,2015,1695.62
915,momentum,5yearly,2015,1782.338
915,no_change,5yearly,2015,1804.379
915,zero_migration,5yearly,2015,1696.908
915,constant_fertility,5yearly,2020,1813.473
915,constant_mortality,5yearly,2020,1986.447
915,high_variant,5yearly,2020,1814.486
915,instant_replacement,5yearly,2020,1784.859
915,low_variant,5yearly,2020,1778.428
915,medium_variant,5yearly,2020,1796.457
915,momentum,5yearly,2020,1989.426
915,no_change,5yearly,2020,2007.7
915,zero_migration,5yearly,2020,1808.693
915,constant_fertility,5yearly,2025,1932.599
915,constant_mortality,5yearly,2025,2186.617
915,high_variant,5yearly,2025,1931.719
915,instant_replacement,5yearly,2025,1901.56
915,low_variant,5yearly,2025,1886.067
915,medium_variant,5yearly,2025,1908.894
915,momentum,5yearly,2025,2211.811
915,no_change,5yearly,2025,2219.454
915,zero_migration,5yearly,2025,1932.93
915,constant_fertility,5yearly,2030,2067.007
915,constant_mortality,5yearly,2030,2395.413
915,high_variant,5yearly,2030,2061.949
915,instant_replacement,5yearly,2030,2033.603
915,low_variant,5yearly,2030,2013.875
915,medium_variant,5yearly,2030,2037.833
915,momentum,5yearly,2030,2444.473
915,no_change,5yearly,2030,2440.22
915,zero_migration,5yearly,2030,2074.236
915,constant_fertility,5yearly,2035,2213.665
915,constant_mortality,5yearly,2035,2606.169
915,high_variant,5yearly,2035,2205.12
915,instant_replacement,5yearly,2035,2175.58
915,low_variant,5yearly,2035,2152.963
915,medium_variant,5yearly,2035,2178.688
915,momentum,5yearly,2035,2680.326
915,no_change,5yearly,2035,2665.376
915,zero_migration,5yearly,2035,2229.412
915,constant_fertility,5yearly,2040,2369.256
915,constant_mortality,5yearly,2040,2807.054
915,high_variant,5yearly,2040,2358.04
915,instant_replacement,5yearly,2040,2324.243
915,low_variant,5yearly,2040,2298.339
915,medium_variant,5yearly,2040,2327.294
915,momentum,5yearly,2040,2909.471
915,no_change,5yearly,2040,2884.461
915,zero_migration,5yearly,2040,2394.892
915,constant_fertility,5yearly,2045,2529.786
915,constant_mortality,5yearly,2045,2983.772
915,high_variant,5yearly,2045,2515.961
915,instant_replacement,5yearly,2045,2476.771
915,low_variant,5yearly,2045,2446.268
915,medium_variant,5yearly,2045,2479.543
915,momentum,5yearly,2045,3121.228
915,no_change,5yearly,2045,3083.674
915,zero_migration,5yearly,2045,2567.743
915,constant_fertility,5yearly,2050,2679.338
915,constant_mortality,5yearly,2050,3122.79
915,high_variant,5yearly,2050,2662.612
915,instant_replacement,5yearly,2050,2618.573
915,low_variant,5yearly,2050,2582.626
915,medium_variant,5yearly,2050,2620.349
915,momentum,5yearly,2050,3304.254
915,no_change,5yearly,2050,3249.031
915,zero_migration,5yearly,2050,2733.31
915,constant_fertility,5yearly,2055,2804.454
915,constant_mortality,5yearly,2055,3214.801
915,high_variant,5yearly,2055,2784.017
915,instant_replacement,5yearly,2055,2735.54
915,low_variant,5yearly,2055,2693.365
915,medium_variant,5yearly,2055,2735.786
915,momentum,5yearly,2055,3449.457
915,no_change,5yearly,2055,3371.149
915,zero_migration,5yearly,2055,2878.265
915,constant_fertility,5yearly,2060,2899.096
915,constant_mortality,5yearly,2060,3263.668
915,high_variant,5yearly,2060,2874.708
915,instant_replacement,5yearly,2060,2821.074
915,low_variant,5yearly,2060,2772.248
915,medium_variant,5yearly,2060,2819.992
915,momentum,5yearly,2060,3559.172
915,no_change,5yearly,2060,3454.186
915,zero_migration,5yearly,2060,2997.152
915,constant_fertility,5yearly,2065,2943.435
915,constant_mortality,5yearly,2065,3274.693
915,high_variant,5yearly,2065,2915.054
915,instant_replacement,5yearly,2065,2853.308
915,low_variant,5yearly,2065,2796.546
915,medium_variant,5yearly,2065,2851.61
915,momentum,5yearly,2065,3636.368
915,no_change,5yearly,2065,3504.763
915,zero_migration,5yearly,2065,3067.883
915,constant_fertility,5yearly,2070,2965.499
915,constant_mortality,5yearly,2070,3265.691
915,high_variant,5yearly,2070,2933.368
915,instant_replacement,5yearly,2070,2859.421
915,low_variant,5yearly,2070,2792.548
915,medium_variant,5yearly,2070,2857.914
915,momentum,5yearly,2070,3696.618
915,no_change,5yearly,2070,3542.824
