region,variant,freq,year,totaldeaths
927,estimates,5yearly,1950,496.587
927,estimates,5yearly,1955,527.729
927,estimates,5yearly,1960,577.522
927,estimates,5yearly,1965,643.619
927,estimates,5yearly,1970,673.067
927,estimates,5yearly,1975,671.878
927,estimates,5yearly,1980,686.435
927,estimates,5yearly,1985,728.272
927,estimates,5yearly,1990,746.18
927,estimates,5yearly,1995,783.421
927,estimates,5yearly,2000,800.792
927,estimates,5yearly,2005,843.859
927,estimates,5yearly,2010,912.726
927,constant_fertility,5yearly,2015,989.009
927,constant_mortality,5yearly,2015,1050.713
927,high_variant,5yearly,2015,989.713
927,instant_replacement,5yearly,2015,989.588
927,low_variant,5yearly,2015,987.913
927,medium_variant,5yearly,2015,988.813
927,momentum,5yearly,2015,1051.415
927,no_change,5yearly,2015,1050.946
927,zero_migration,5yearly,2015,988.632
927,constant_fertility,5yearly,2020,1057.904
927,constant_mortality,5yearly,2020,1183.279
927,high_variant,5yearly,2020,1059.051
927,instant_replacement,5yearly,2020,1058.529
927,low_variant,5yearly,2020,1056.17
927,medium_variant,5yearly,2020,1057.61
927,momentum,5yearly,2020,1179.919
927,no_change,5yearly,2020,1183.674
927,zero_migration,5yearly,2020,1054.032
927,constant_fertility,5yearly,2025,1151.766
927,constant_mortality,5yearly,2025,1330.275
927,high_variant,5yearly,2025,1153.164
927,instant_replacement,5yearly,2025,1152.388
927,low_variant,5yearly,2025,1149.667
927,medium_variant,5yearly,2025,1151.416
927,momentum,5yearly,2025,1321.656
927,no_change,5yearly,2025,1330.804
927,zero_migration,5yearly,2025,1144.209
927,constant_fertility,5yearly,2030,1271.916
927,constant_mortality,5yearly,2030,1497.701
927,high_variant,5yearly,2030,1273.347
927,instant_replacement,5yearly,2030,1272.592
927,low_variant,5yearly,2030,1269.614
927,medium_variant,5yearly,2030,1271.481
927,momentum,5yearly,2030,1481.955
927,no_change,5yearly,2030,1498.428
927,zero_migration,5yearly,2030,1259.813
927,constant_fertility,5yearly,2035,1408.095
927,constant_mortality,5yearly,2035,1666.605
927,high_variant,5yearly,2035,1409.798
927,instant_replacement,5yearly,2035,1408.964
927,low_variant,5yearly,2035,1405.293
927,medium_variant,5yearly,2035,1407.534
927,momentum,5yearly,2035,1641.236
927,no_change,5yearly,2035,1667.617
927,zero_migration,5yearly,2035,1390.19
927,constant_fertility,5yearly,2040,1533.247
927,constant_mortality,5yearly,2040,1812.025
927,high_variant,5yearly,2040,1535.438
