region,variant,freq,year,totaldeaths
954,estimates,5yearly,1950,11.137
954,estimates,5yearly,1955,11.333
954,estimates,5yearly,1960,11.309
954,estimates,5yearly,1965,11.086
954,estimates,5yearly,1970,10.925
954,estimates,5yearly,1975,11.338
954,estimates,5yearly,1980,12.171
954,estimates,5yearly,1985,12.989
954,estimates,5yearly,1990,13.536
954,estimates,5yearly,1995,13.4
954,estimates,5yearly,2000,13.386
954,estimates,5yearly,2005,13.562
954,estimates,5yearly,2010,14.081
954,constant_fertility,5yearly,2015,15.327
954,constant_mortality,5yearly,2015,16.214
954,high_variant,5yearly,2015,15.34
954,instant_replacement,5yearly,2015,14.759
954,low_variant,5yearly,2015,15.104
954,medium_variant,5yearly,2015,15.22
954,momentum,5yearly,2015,15.837
954,no_change,5yearly,2015,16.328
954,zero_migration,5yearly,2015,15.359
954,constant_fertility,5yearly,2020,17.022
954,constant_mortality,5yearly,2020,18.819
954,high_variant,5yearly,2020,17.016
954,instant_replacement,5yearly,2020,16.357
954,low_variant,5yearly,2020,16.61
954,medium_variant,5yearly,2020,16.815
954,momentum,5yearly,2020,18.772
954,no_change,5yearly,2020,19.064
954,zero_migration,5yearly,2020,17.284
954,constant_fertility,5yearly,2025,19.041
954,constant_mortality,5yearly,2025,21.821
954,high_variant,5yearly,2025,19.013
954,instant_replacement,5yearly,2025,18.354
954,low_variant,5yearly,2025,18.488
954,medium_variant,5yearly,2025,18.751
954,momentum,5yearly,2025,22.206
954,no_change,5yearly,2025,22.205
954,zero_migration,5yearly,2025,19.525
954,constant_fertility,5yearly,2030,21.272
954,constant_mortality,5yearly,2030,25.005
954,high_variant,5yearly,2030,21.174
954,instant_replacement,5yearly,2030,20.544
954,low_variant,5yearly,2030,20.633
954,medium_variant,5yearly,2030,20.902
954,momentum,5yearly,2030,25.869
954,no_change,5yearly,2030,25.541
954,zero_migration,5yearly,2030,22.023
954,constant_fertility,5yearly,2035,23.542
954,constant_mortality,5yearly,2035,28.035
954,high_variant,5yearly,2035,23.382
954,instant_replacement,5yearly,2035,22.728
954,low_variant,5yearly,2035,22.808
954,medium_variant,5yearly,2035,23.089
954,momentum,5yearly,2035,29.436
954,no_change,5yearly,2035,28.75
954,zero_migration,5yearly,2035,24.601
954,constant_fertility,5yearly,2040,25.678
954,constant_mortality,5yearly,2040,30.594
954,high_variant,5yearly,2040,25.46
954,instant_replacement,5yearly,2040,24.703
954,low_variant,5yearly,2040,24.809
954,medium_variant,5yearly,2040,25.135
954,momentum,5yearly,2040,32.575
954,no_change,5yearly,2040,31.52
954,zero_migration,5yearly,2040,27.149
954,constant_fertility,5yearly,2045,27.57
954,constant_mortality,5yearly,2045,32.488
954,high_variant,5yearly,2045,27.292
954,instant_replacement,5yearly,2045,26.385
954,low_variant,5yearly,2045,26.525
954,medium_variant,5yearly,2045,26.896
954,momentum,5yearly,2045,35.159
954,no_change,5yearly,2045,33.702
954,zero_migration,5yearly,2045,29.565
954,constant_fertility,5yearly,2050,29.111
954,constant_mortality,5yearly,2050,33.765
954,high_variant,5yearly,2050,28.766
954,instant_replacement,5yearly,2050,27.721
954,low_variant,5yearly,2050,27.872
954,medium_variant,5yearly,2050,28.298
954,momentum,5yearly,2050,37.293
954,no_change,5yearly,2050,35.336
954,zero_migration,5yearly,2050,31.727
954,constant_fertility,5yearly,2055,30.314
954,constant_mortality,5yearly,2055,34.768
954,high_variant,5yearly,2055,29.89
954,instant_replacement,5yearly,2055,28.748
954,low_variant,5yearly,2055,28.874
954,medium_variant,5yearly,2055,29.348
954,momentum,5yearly,2055,39.351
954,no_change,5yearly,2055,36.763
954,zero_migration,5yearly,2055,33.641
954,constant_fertility,5yearly,2060,31.39
954,constant_mortality,5yearly,2060,35.972
954,high_variant,5yearly,2060,30.864
954,instant_replacement,5yearly,2060,29.608
954,low_variant,5yearly,2060,29.73
954,medium_variant,5yearly,2060,30.262
954,momentum,5yearly,2060,41.648
954,no_change,5yearly,2060,38.482
954,zero_migration,5yearly,2060,35.481
954,constant_fertility,5yearly,2065,32.494
954,constant_mortality,5yearly,2065,37.698
954,high_variant,5yearly,2065,31.86
954,instant_replacement,5yearly,2065,30.413
954,low_variant,5yearly,2065,30.584
954,medium_variant,5yearly,2065,31.174
954,momentum,5yearly,2065,44.359
954,no_change,5yearly,2065,40.822
954,zero_migration,5yearly,2065,37.399
954,constant_fertility,5yearly,2070,33.945
954,constant_mortality,5yearly,2070,39.816
954,high_variant,5yearly,2070,33.187
954,instant_replacement,5yearly,2070,31.375
954,low_variant,5yearly,2070,31.655
954,medium_variant,5yearly,2070,32.369
954,momentum,5yearly,2070,47.172
954,no_change,5yearly,2070,43.753
954,zero_migration,5yearly,2070,39.56
954,constant_fertility,5yearly,2075,35.81
954,constant_mortality,5yearly,2075,41.866
954,high_variant,5yearly,2075,34.922
954,instant_replacement,5yearly,2075,32.54
954,low_variant,5yearly,2075,33.003
954,medium_variant,5yearly,2075,33.897
954,momentum,5yearly,2075,49.543
954,no_change,5yearly,2075,46.852
954,zero_migration,5yearly,2075,41.97
954,constant_fertility,5yearly,2080,38.021
954,constant_mortality,5yearly,2080,43.256
954,high_variant,5yearly,2080,36.981
954,instant_replacement,5yearly,2080,33.788
954,low_variant,5yearly,2080,34.475
954,medium_variant,5yearly,2080,35.641
954,momentum,5yearly,2080,50.868
954,no_change,5yearly,2080,49.651
954,zero_migration,5yearly,2080,44.48
954,constant_fertility,5yearly,2085,40.308
954,constant_mortality,5yearly,2085,43.71
954,high_variant,5yearly,2085,39.052
954,instant_replacement,5yearly,2085,34.641
954,low_variant,5yearly,2085,35.666
954,medium_variant,5yearly,2085,37.267
954,momentum,5yearly,2085,50.95
954,no_change,5yearly,2085,51.994
954,zero_migration,5yearly,2085,46.742
954,constant_fertility,5yearly,2090,42.239
954,constant_mortality,5yearly,2090,43.47
954,high_variant,5yearly,2090,40.701
954,instant_replacement,5yearly,2090,34.609
954,low_variant,5yearly,2090,36.032
954,medium_variant,5yearly,2090,38.271
954,momentum,5yearly,2090,50.111
954,no_change,5yearly,2090,54.213
954,zero_migration,5yearly,2090,48.338
954,constant_fertility,5yearly,2095,43.822
954,constant_mortality,5yearly,2095,42.961
954,high_variant,5yearly,2095,41.924
954,instant_replacement,5yearly,2095,33.578
954,low_variant,5yearly,2095,35.384
954,medium_variant,5yearly,2095,38.537
954,momentum,5yearly,2095,49.112
954,no_change,5yearly,2095,56.844
954,zero_migration,5yearly,2095,49.27
