region,variant,freq,year,totaldeaths
902,estimates,5yearly,1950,209071.921
902,estimates,5yearly,1955,209194.1
902,estimates,5yearly,1960,213161.006
902,estimates,5yearly,1965,190791.585
902,estimates,5yearly,1970,183527.288
902,estimates,5yearly,1975,178496.752
902,estimates,5yearly,1980,181302.336
902,estimates,5yearly,1985,187735.415
902,estimates,5yearly,1990,193836.826
902,estimates,5yearly,1995,199361.439
902,estimates,5yearly,2000,203933.728
902,estimates,5yearly,2005,208104.142
902,estimates,5yearly,2010,214679.675
902,constant_fertility,5yearly,2015,229248.474
902,constant_mortality,5yearly,2015,245143.956
902,high_variant,5yearly,2015,229462.255
902,instant_replacement,5yearly,2015,220141.768
902,low_variant,5yearly,2015,225659.807
902,medium_variant,5yearly,2015,227562.065
902,momentum,5yearly,2015,237090.121
902,no_change,5yearly,2015,247107.849
902,zero_migration,5yearly,2015,227738.855
902,constant_fertility,5yearly,2020,248128.165
902,constant_mortality,5yearly,2020,278527.397
902,high_variant,5yearly,2020,247818.783
902,instant_replacement,5yearly,2020,236138.578
902,low_variant,5yearly,2020,241402.756
902,medium_variant,5yearly,2020,244611.198
902,momentum,5yearly,2020,268601.813
902,no_change,5yearly,2020,283256.41
902,zero_migration,5yearly,2020,245118.418
902,constant_fertility,5yearly,2025,270487.017
902,constant_mortality,5yearly,2025,315555.074
902,high_variant,5yearly,2025,269264.684
902,instant_replacement,5yearly,2025,257209.951
902,low_variant,5yearly,2025,261220.699
902,medium_variant,5yearly,2025,265243.136
902,momentum,5yearly,2025,305626.793
902,no_change,5yearly,2025,323654.341
902,zero_migration,5yearly,2025,266116.409
902,constant_fertility,5yearly,2030,295890.287
902,constant_mortality,5yearly,2030,355817.382
902,high_variant,5yearly,2030,293152.459
902,instant_replacement,5yearly,2030,281221.048
902,low_variant,5yearly,2030,284726.981
902,medium_variant,5yearly,2030,288930.743
902,momentum,5yearly,2030,345917.011
902,no_change,5yearly,2030,368059.422
902,zero_migration,5yearly,2030,290210.386
902,constant_fertility,5yearly,2035,324289.743
902,constant_mortality,5yearly,2035,397690.383
902,high_variant,5yearly,2035,320002.618
902,instant_replacement,5yearly,2035,307205.107
902,low_variant,5yearly,2035,310798.102
902,medium_variant,5yearly,2035,315343.211
902,momentum,5yearly,2035,386652.959
902,no_change,5yearly,2035,415415.324
902,zero_migration,5yearly,2035,317089.718
902,constant_fertility,5yearly,2040,353483.485
902,constant_mortality,5yearly,2040,438487.948
902,high_variant,5yearly,2040,347555.93
902,instant_replacement,5yearly,2040,333137.163
902,low_variant,5yearly,2040,336928.791
902,medium_variant,5yearly,2040,342089.793
902,momentum,5yearly,2040,425452.419
902,no_change,5yearly,2040,463580.195
902,zero_migration,5yearly,2040,344385.915
902,constant_fertility,5yearly,2045,382619.785
902,constant_mortality,5yearly,2045,475952.79
902,high_variant,5yearly,2045,374824.873
902,instant_replacement,5yearly,2045,358741.348
902,low_variant,5yearly,2045,362479.712
902,medium_variant,5yearly,2045,368382.71
902,momentum,5yearly,2045,460987.099
902,no_change,5yearly,2045,510569.674
902,zero_migration,5yearly,2045,371320.071
902,constant_fertility,5yearly,2050,410590.171
902,constant_mortality,5yearly,2050,508997.059
902,high_variant,5yearly,2050,400600.035
902,instant_replacement,5yearly,2050,383089.394
902,low_variant,5yearly,2050,386555.692
902,medium_variant,5yearly,2050,393199.397
902,momentum,5yearly,2050,492465.318
902,no_change,5yearly,2050,555546.904
902,zero_migration,5yearly,2050,396859.011
902,constant_fertility,5yearly,2055,437271.257
902,constant_mortality,5yearly,2055,537529.212
902,high_variant,5yearly,2055,424586.57
902,instant_replacement,5yearly,2055,405542.265
902,low_variant,5yearly,2055,408758.188
902,medium_variant,5yearly,2055,416197.7
902,momentum,5yearly,2055,519726.983
902,no_change,5yearly,2055,598817.923
902,zero_migration,5yearly,2055,420654.939
902,constant_fertility,5yearly,2060,462696.844
902,constant_mortality,5yearly,2060,561921.055
902,high_variant,5yearly,2060,446779.909
902,instant_replacement,5yearly,2060,425684.458
902,low_variant,5yearly,2060,428798.85
902,medium_variant,5yearly,2060,437212.86
902,momentum,5yearly,2060,542867.28
902,no_change,5yearly,2060,641315.877
902,zero_migration,5yearly,2060,442534.916
902,constant_fertility,5yearly,2065,487378.546
902,constant_mortality,5yearly,2065,581801.312
902,high_variant,5yearly,2065,467686.763
902,instant_replacement,5yearly,2065,443511.923
902,low_variant,5yearly,2065,446769.622
902,medium_variant,5yearly,2065,456522.809
902,momentum,5yearly,2065,560945.299
902,no_change,5yearly,2065,683536.556
902,zero_migration,5yearly,2065,462740.044
902,constant_fertility,5yearly,2070,511881.822
902,constant_mortality,5yearly,2070,596640.735
902,high_variant,5yearly,2070,487688.146
902,instant_replacement,5yearly,2070,458960.395
902,low_variant,5yearly,2070,462616.219
902,medium_variant,5yearly,2070,474280.749
902,momentum,5yearly,2070,573255.282
902,no_change,5yearly,2070,725973.628
902,zero_migration,5yearly,2070,481361.897
902,constant_fertility,5yearly,2075,536020.789
902,constant_mortality,5yearly,2075,606544.268
902,high_variant,5yearly,2075,506399.895
902,instant_replacement,5yearly,2075,471182.049
902,low_variant,5yearly,2075,475509.323
902,medium_variant,5yearly,2075,489889.612
902,momentum,5yearly,2075,579842.405
902,no_change,5yearly,2075,770019.901
