region,variant,freq,year,totaldeaths
926,estimates,5yearly,1950,8284.665
926,estimates,5yearly,1955,8509.296
926,estimates,5yearly,1960,8882.742
926,estimates,5yearly,1965,9402.394
926,estimates,5yearly,1970,9615.513
926,estimates,5yearly,1975,9571.468
926,estimates,5yearly,1980,9480.426
926,estimates,5yearly,1985,9270.445
926,estimates,5yearly,1990,9121.449
926,estimates,5yearly,1995,9014.727
926,estimates,5yearly,2000,8860.779
926,estimates,5yearly,2005,8813.459
926,estimates,5yearly,2010,9221.293
926,constant_fertility,5yearly,2015,9683.746
926,constant_mortality,5yearly,2015,10303.951
926,high_variant,5yearly,2015,9688.096
926,instant_replacement,5yearly,2015,9689.764
926,low_variant,5yearly,2015,9680.155
926,medium_variant,5yearly,2015,9684.126
926,momentum,5yearly,2015,10301.472
926,no_change,5yearly,2015,10303.363
926,zero_migration,5yearly,2015,9674.491
926,constant_fertility,5yearly,2020,10035.602
926,constant_mortality,5yearly,2020,11149.516
926,high_variant,5yearly,2020,10042.363
926,instant_replacement,5yearly,2020,10041.758
926,low_variant,5yearly,2020,10030.25
926,medium_variant,5yearly,2020,10036.306
926,momentum,5yearly,2020,11124.537
926,no_change,5yearly,2020,11148.249
926,zero_migration,5yearly,2020,10008.281
926,constant_fertility,5yearly,2025,10315.33
926,constant_mortality,5yearly,2025,11793.511
926,high_variant,5yearly,2025,10323.289
926,instant_replacement,5yearly,2025,10321.172
926,low_variant,5yearly,2025,10309.149
926,medium_variant,5yearly,2025,10316.22
926,momentum,5yearly,2025,11740.974
926,no_change,5yearly,2025,11791.69
926,zero_migration,5yearly,2025,10268.845
926,constant_fertility,5yearly,2030,10633.327
926,constant_mortality,5yearly,2030,12365.899
926,high_variant,5yearly,2030,10641.701
926,instant_replacement,5yearly,2030,10639.658
926,low_variant,5yearly,2030,10626.986
926,medium_variant,5yearly,2030,10634.34
926,momentum,5yearly,2030,12277.015
926,no_change,5yearly,2030,12363.661
926,zero_migration,5yearly,2030,10562.68
926,constant_fertility,5yearly,2035,11069.365
926,constant_mortality,5yearly,2035,12967.856
926,high_variant,5yearly,2035,11079.416
926,instant_replacement,5yearly,2035,11077.544
926,low_variant,5yearly,2035,11061.872
926,medium_variant,5yearly,2035,11070.6
926,momentum,5yearly,2035,12831.705
926,no_change,5yearly,2035,12965.062
926,zero_migration,5yearly,2035,10967.665
926,constant_fertility,5yearly,2040,11604.852
926,constant_mortality,5yearly,2040,13553.769
926,high_variant,5yearly,2040,11617.75
926,instant_replacement,5yearly,2040,11615.304
926,low_variant,5yearly,2040,11595.4
926,medium_variant,5yearly,2040,11606.416
926,momentum,5yearly,2040,13354.285
926,no_change,5yearly,2040,13550.129
926,zero_migration,5yearly,2040,11463.212
926,constant_fertility,5yearly,2045,12121.495
926,constant_mortality,5yearly,2045,13940.034
926,high_variant,5yearly,2045,12138.185
926,instant_replacement,5yearly,2045,12134.683
926,low_variant,5yearly,2045,12109.588
926,medium_variant,5yearly,2045,12123.499
926,momentum,5yearly,2045,13656.891
926,no_change,5yearly,2045,13935.11
926,zero_migration,5yearly,2045,11928.456
926,constant_fertility,5yearly,2050,12411.654
926,constant_mortality,5yearly,2050,13964.399
926,high_variant,5yearly,2050,12432.836
926,instant_replacement,5yearly,2050,12428.175
926,low_variant,5yearly,2050,12396.844
926,medium_variant,5yearly,2050,12414.2
926,momentum,5yearly,2050,13572.873
926,no_change,5yearly,2050,13957.757
926,zero_migration,5yearly,2050,12153.336
926,constant_fertility,5yearly,2055,12377.031
926,constant_mortality,5yearly,2055,13628.28
926,high_variant,5yearly,2055,12403.845
926,instant_replacement,5yearly,2055,12397.959
926,low_variant,5yearly,2055,12358.354
926,medium_variant,5yearly,2055,12380.234
926,momentum,5yearly,2055,13100.448
926,no_change,5yearly,2055,13619.473
926,zero_migration,5yearly,2055,12035.676
926,constant_fertility,5yearly,2060,11999.342
926,constant_mortality,5yearly,2060,13140.471
926,high_variant,5yearly,2060,12034.352
926,instant_replacement,5yearly,2060,12027.291
926,low_variant,5yearly,2060,11974.733
926,medium_variant,5yearly,2060,12003.477
926,momentum,5yearly,2060,12449.113
926,no_change,5yearly,2060,13128.696
926,zero_migration,5yearly,2060,11551.993
926,constant_fertility,5yearly,2065,11534.677
926,constant_mortality,5yearly,2065,12787.063
926,high_variant,5yearly,2065,11582.451
926,instant_replacement,5yearly,2065,11573.809
926,low_variant,5yearly,2065,11500.587
926,medium_variant,5yearly,2065,11540.194
926,momentum,5yearly,2065,11911.073
926,no_change,5yearly,2065,12770.707
926,zero_migration,5yearly,2065,10951.669
926,constant_fertility,5yearly,2070,11271.379
926,constant_mortality,5yearly,2070,12622.623
926,high_variant,5yearly,2070,11338.056
926,instant_replacement,5yearly,2070,11326.494
926,low_variant,5yearly,2070,11223.215
926,medium_variant,5yearly,2070,11278.928
926,momentum,5yearly,2070,11554.341
926,no_change,5yearly,2070,12598.748
926,zero_migration,5yearly,2070,10519.266
926,constant_fertility,5yearly,2075,11213.951
926,constant_mortality,5yearly,2075,12476.088
926,high_variant,5yearly,2075,11306.037
926,instant_replacement,5yearly,2075,11290.173
926,low_variant,5yearly,2075,11147.132
926,medium_variant,5yearly,2075,11224.356
926,momentum,5yearly,2075,11233.048
926,no_change,5yearly,2075,12440.29
926,zero_migration,5yearly,2075,10262.044
926,constant_fertility,5yearly,2080,11149.943
926,constant_mortality,5yearly,2080,12243.602
926,high_variant,5yearly,2080,11274.51
926,instant_replacement,5yearly,2080,11253.679
926,low_variant,5yearly,2080,11059.73
926,medium_variant,5yearly,2080,11164.229
926,momentum,5yearly,2080,10879.679
926,no_change,5yearly,2080,12189.87
926,zero_migration,5yearly,2080,9983.324
926,constant_fertility,5yearly,2085,10923.572
926,constant_mortality,5yearly,2085,11990.117
926,high_variant,5yearly,2085,11088.655
926,instant_replacement,5yearly,2085,11061.872
926,low_variant,5yearly,2085,10804.683
926,medium_variant,5yearly,2085,10942.924
926,momentum,5yearly,2085,10591.633
926,no_change,5yearly,2085,11910.487
926,zero_migration,5yearly,2085,9562.354
926,constant_fertility,5yearly,2090,10650.843
926,constant_mortality,5yearly,2090,11805.731
