region,variant,freq,year,totaldeaths
910,estimates,5yearly,1950,9578.099
910,estimates,5yearly,1955,9795.495
910,estimates,5yearly,1960,10065.16
910,estimates,5yearly,1965,10607.561
910,estimates,5yearly,1970,11366.175
910,estimates,5yearly,1975,12373.317
910,estimates,5yearly,1980,13862.182
910,estimates,5yearly,1985,15301.328
910,estimates,5yearly,1990,17998.498
910,estimates,5yearly,1995,18338.194
910,estimates,5yearly,2000,18493.118
910,estimates,5yearly,2005,16850.112
910,estimates,5yearly,2010,15652.741
910,constant_fertility,5yearly,2015,16014.156
910,constant_mortality,5yearly,2015,17931.428
910,high_variant,5yearly,2015,15885.965
910,instant_replacement,5yearly,2015,13610.627
910,low_variant,5yearly,2015,15447.298
910,medium_variant,5yearly,2015,15666.633
910,momentum,5yearly,2015,15643.925
910,no_change,5yearly,2015,18336.336
910,zero_migration,5yearly,2015,15679.709
910,constant_fertility,5yearly,2020,17035.245
910,constant_mortality,5yearly,2020,20423.454
910,high_variant,5yearly,2020,16691.932
910,instant_replacement,5yearly,2020,13935.397
910,low_variant,5yearly,2020,15871.594
910,medium_variant,5yearly,2020,16281.76
910,momentum,5yearly,2020,17457.145
910,no_change,5yearly,2020,21458.207
910,zero_migration,5yearly,2020,16327.634
910,constant_fertility,5yearly,2025,18119.173
910,constant_mortality,5yearly,2025,23169.862
910,high_variant,5yearly,2025,17530.229
910,instant_replacement,5yearly,2025,14745.423
910,low_variant,5yearly,2025,16425.697
910,medium_variant,5yearly,2025,16977.958
910,momentum,5yearly,2025,20008.316
910,no_change,5yearly,2025,25000.857
910,zero_migration,5yearly,2025,17053.785
910,constant_fertility,5yearly,2030,19402.578
910,constant_mortality,5yearly,2030,26199.56
910,high_variant,5yearly,2030,18489.434
910,instant_replacement,5yearly,2030,15718.136
910,low_variant,5yearly,2030,17265.613
910,medium_variant,5yearly,2030,17876.06
910,momentum,5yearly,2030,22827.105
910,no_change,5yearly,2030,29019.276
910,zero_migration,5yearly,2030,17980.049
910,constant_fertility,5yearly,2035,21072.687
910,constant_mortality,5yearly,2035,29524.257
910,high_variant,5yearly,2035,19785.503
910,instant_replacement,5yearly,2035,16772.587
910,low_variant,5yearly,2035,18396.305
