variant,global,year,gender,childdependencyratio2064
estimates,900,2013,female,58.909
estimates,900,2014,female,58.432
estimates,900,2015,female,58.02
medium_variant,900,2015,female,58.02
medium_variant,900,2016,female,57.719
medium_variant,900,2017,female,57.471
medium_variant,900,2018,female,57.258
medium_variant,900,2019,female,57.05
medium_variant,900,2020,female,56.83
medium_variant,900,2021,female,56.633
medium_variant,900,2022,female,56.42
medium_variant,900,2023,female,56.187
medium_variant,900,2024,female,55.935
medium_variant,900,2025,female,55.665
medium_variant,900,2026,female,55.433
medium_variant,900,2027,female,55.174
medium_variant,900,2028,female,54.892
medium_variant,900,2029,female,54.593
medium_variant,900,2030,female,54.284
medium_variant,900,2031,female,54.022
medium_variant,900,2032,female,53.74
medium_variant,900,2033,female,53.446
medium_variant,900,2034,female,53.149
medium_variant,900,2035,female,52.854
medium_variant,900,2036,female,52.612
medium_variant,900,2037,female,52.367
medium_variant,900,2038,female,52.123
medium_variant,900,2039,female,51.877
medium_variant,900,2040,female,51.632
medium_variant,900,2041,female,51.437
medium_variant,900,2042,female,51.236
medium_variant,900,2043,female,51.038
medium_variant,900,2044,female,50.849
medium_variant,900,2045,female,50.677
medium_variant,900,2046,female,50.563
medium_variant,900,2047,female,50.451
medium_variant,900,2048,female,50.346
medium_variant,900,2049,female,50.253
medium_variant,900,2050,female,50.173
medium_variant,900,2051,female,50.141
medium_variant,900,2052,female,50.114
medium_variant,900,2053,female,50.082
medium_variant,900,2054,female,50.029
medium_variant,900,2055,female,49.947
medium_variant,900,2056,female,49.872
medium_variant,900,2057,female,49.764
medium_variant,900,2058,female,49.625
medium_variant,900,2059,female,49.462
medium_variant,900,2060,female,49.28
medium_variant,900,2061,female,49.114
medium_variant,900,2062,female,48.925
medium_variant,900,2063,female,48.717
medium_variant,900,2064,female,48.5
medium_variant,900,2065,female,48.279
medium_variant,900,2066,female,48.092
medium_variant,900,2067,female,47.895
medium_variant,900,2068,female,47.696
medium_variant,900,2069,female,47.499
medium_variant,900,2070,female,47.308
medium_variant,900,2071,female,47.156
medium_variant,900,2072,female,47.005
medium_variant,900,2073,female,46.857
medium_variant,900,2074,female,46.713
medium_variant,900,2075,female,46.573
medium_variant,900,2076,female,46.47
medium_variant,900,2077,female,46.365
medium_variant,900,2078,female,46.258
medium_variant,900,2079,female,46.15
medium_variant,900,2080,female,46.039
medium_variant,900,2081,female,45.953
medium_variant,900,2082,female,45.859
medium_variant,900,2083,female,45.757
medium_variant,900,2084,female,45.647
medium_variant,900,2085,female,45.531
medium_variant,900,2086,female,45.434
medium_variant,900,2087,female,45.325
medium_variant,900,2088,female,45.207
medium_variant,900,2089,female,45.081
medium_variant,900,2090,female,44.948
medium_variant,900,2091,female,44.834
medium_variant,900,2092,female,44.71
medium_variant,900,2093,female,44.577
medium_variant,900,2094,female,44.44
medium_variant,900,2095,female,44.298
medium_variant,900,2096,female,44.178
medium_variant,900,2097,female,44.05
medium_variant,900,2098,female,43.918
medium_variant,900,2099,female,43.784
medium_variant,900,2100,female,43.651
