variant,global,year,gender,childdependencyratio2064
estimates,900,1950,male,87.961
estimates,900,1951,male,88.893
estimates,900,1952,male,89.866
estimates,900,1953,male,90.71
estimates,900,1954,male,91.286
estimates,900,1955,male,91.598
estimates,900,1956,male,92.554
estimates,900,1957,male,93.043
estimates,900,1958,male,93.379
estimates,900,1959,male,93.864
estimates,900,1960,male,94.616
estimates,900,1961,male,95.511
estimates,900,1962,male,96.787
estimates,900,1963,male,98.204
estimates,900,1964,male,99.418
estimates,900,1965,male,100.271
estimates,900,1966,male,101.511
estimates,900,1967,male,102.308
estimates,900,1968,male,102.728
estimates,900,1969,male,102.859
estimates,900,1970,male,102.719
estimates,900,1971,male,102.495
estimates,900,1972,male,101.901
estimates,900,1973,male,101.066
estimates,900,1974,male,100.113
estimates,900,1975,male,99.112
estimates,900,1976,male,98.432
estimates,900,1977,male,97.641
estimates,900,1978,male,96.737
estimates,900,1979,male,95.716
estimates,900,1980,male,94.594
estimates,900,1981,male,93.492
estimates,900,1982,male,92.399
estimates,900,1983,male,91.293
estimates,900,1984,male,90.139
estimates,900,1985,male,88.942
estimates,900,1986,male,88.126
estimates,900,1987,male,87.217
estimates,900,1988,male,86.251
estimates,900,1989,male,85.239
estimates,900,1990,male,84.163
estimates,900,1991,male,83.372
estimates,900,1992,male,82.34
estimates,900,1993,male,81.2
estimates,900,1994,male,80.112
estimates,900,1995,male,79.141
estimates,900,1996,male,78.093
estimates,900,1997,male,77.252
estimates,900,1998,male,76.497
estimates,900,1999,male,75.663
estimates,900,2000,male,74.691
estimates,900,2001,male,73.852
estimates,900,2002,male,72.919
estimates,900,2003,male,71.888
estimates,900,2004,male,70.773
estimates,900,2005,male,69.583
estimates,900,2006,male,68.461
estimates,900,2007,male,67.231
estimates,900,2008,male,65.995
estimates,900,2009,male,64.861
estimates,900,2010,male,63.879
estimates,900,2011,male,63.092
estimates,900,2012,male,62.402
estimates,900,2013,male,61.806
estimates,900,2014,male,61.285
estimates,900,2015,male,60.821
medium_variant,900,2015,male,60.821
medium_variant,900,2016,male,60.484
medium_variant,900,2017,male,60.189
medium_variant,900,2018,male,59.916
medium_variant,900,2019,male,59.641
medium_variant,900,2020,male,59.344
medium_variant,900,2021,male,59.091
medium_variant,900,2022,male,58.814
medium_variant,900,2023,male,58.511
medium_variant,900,2024,male,58.182
medium_variant,900,2025,male,57.828
medium_variant,900,2026,male,57.533
medium_variant,900,2027,male,57.204
medium_variant,900,2028,male,56.845
medium_variant,900,2029,male,56.464
medium_variant,900,2030,male,56.065
medium_variant,900,2031,male,55.732
medium_variant,900,2032,male,55.373
medium_variant,900,2033,male,54.998
medium_variant,900,2034,male,54.618
medium_variant,900,2035,male,54.239
medium_variant,900,2036,male,53.938
medium_variant,900,2037,male,53.632
medium_variant,900,2038,male,53.325
medium_variant,900,2039,male,53.015
medium_variant,900,2040,male,52.702
medium_variant,900,2041,male,52.457
medium_variant,900,2042,male,52.203
medium_variant,900,2043,male,51.95
medium_variant,900,2044,male,51.705
medium_variant,900,2045,male,51.474
medium_variant,900,2046,male,51.317
medium_variant,900,2047,male,51.161
medium_variant,900,2048,male,51.01
medium_variant,900,2049,male,50.87
medium_variant,900,2050,male,50.742
medium_variant,900,2051,male,50.682
medium_variant,900,2052,male,50.624
medium_variant,900,2053,male,50.56
medium_variant,900,2054,male,50.477
medium_variant,900,2055,male,50.365
medium_variant,900,2056,male,50.282
medium_variant,900,2057,male,50.165
medium_variant,900,2058,male,50.02
medium_variant,900,2059,male,49.851
medium_variant,900,2060,male,49.661
medium_variant,900,2061,male,49.504
medium_variant,900,2062,male,49.322
medium_variant,900,2063,male,49.122
medium_variant,900,2064,male,48.91
medium_variant,900,2065,male,48.691
medium_variant,900,2066,male,48.522
medium_variant,900,2067,male,48.341
medium_variant,900,2068,male,48.153
medium_variant,900,2069,male,47.964
medium_variant,900,2070,male,47.78
medium_variant,900,2071,male,47.647
medium_variant,900,2072,male,47.512
medium_variant,900,2073,male,47.376
medium_variant,900,2074,male,47.242
medium_variant,900,2075,male,47.111
medium_variant,900,2076,male,47.027
medium_variant,900,2077,male,46.939
medium_variant,900,2078,male,46.847
medium_variant,900,2079,male,46.749
medium_variant,900,2080,male,46.645
medium_variant,900,2081,male,46.576
medium_variant,900,2082,male,46.495
medium_variant,900,2083,male,46.401
medium_variant,900,2084,male,46.297
medium_variant,900,2085,male,46.182
medium_variant,900,2086,male,46.097
medium_variant,900,2087,male,45.996
medium_variant,900,2088,male,45.882
medium_variant,900,2089,male,45.756
medium_variant,900,2090,male,45.621
medium_variant,900,2091,male,45.514
medium_variant,900,2092,male,45.392
medium_variant,900,2093,male,45.26
medium_variant,900,2094,male,45.119
medium_variant,900,2095,male,44.972
medium_variant,900,2096,male,44.855
medium_variant,900,2097,male,44.727
medium_variant,900,2098,male,44.592
medium_variant,900,2099,male,44.453
medium_variant,900,2100,male,44.312
estimates,900,1950,female,82.669
estimates,900,1951,female,83.674
estimates,900,1952,female,84.647
estimates,900,1953,female,85.495
estimates,900,1954,female,86.12
estimates,900,1955,female,86.532
estimates,900,1956,female,87.483
estimates,900,1957,female,88.052
estimates,900,1958,female,88.495
estimates,900,1959,female,89.068
estimates,900,1960,female,89.877
estimates,900,1961,female,90.868
estimates,900,1962,female,92.189
estimates,900,1963,female,93.623
estimates,900,1964,female,94.867
estimates,900,1965,female,95.788
estimates,900,1966,female,97.076
estimates,900,1967,female,97.964
estimates,900,1968,female,98.501
estimates,900,1969,female,98.762
estimates,900,1970,female,98.765
estimates,900,1971,female,98.693
estimates,900,1972,female,98.261
estimates,900,1973,female,97.592
estimates,900,1974,female,96.812
estimates,900,1975,female,95.992
estimates,900,1976,female,95.369
estimates,900,1977,female,94.67
estimates,900,1978,female,93.873
estimates,900,1979,female,92.954
estimates,900,1980,female,91.918
estimates,900,1981,female,90.913
estimates,900,1982,female,89.887
estimates,900,1983,female,88.827
estimates,900,1984,female,87.72
estimates,900,1985,female,86.578
estimates,900,1986,female,85.789
estimates,900,1987,female,84.913
estimates,900,1988,female,83.977
estimates,900,1989,female,82.984
estimates,900,1990,female,81.917
estimates,900,1991,female,81.093
estimates,900,1992,female,80.021
estimates,900,1993,female,78.835
estimates,900,1994,female,77.699
estimates,900,1995,female,76.681
estimates,900,1996,female,75.552
estimates,900,1997,female,74.639
estimates,900,1998,female,73.818
estimates,900,1999,female,72.92
estimates,900,2000,female,71.884
estimates,900,2001,female,71.024
estimates,900,2002,female,70.055
estimates,900,2003,female,68.985
estimates,900,2004,female,67.841
estimates,900,2005,female,66.639
estimates,900,2006,female,65.482
estimates,900,2007,female,64.238
estimates,900,2008,female,63.003
estimates,900,2009,female,61.876
estimates,900,2010,female,60.906
estimates,900,2011,female,60.133
estimates,900,2012,female,59.469
