country,variant,gender,freq,year,lifeexpectancyat80
834,estimates,female,5yearly,1950,4.8511689
834,estimates,male,5yearly,1950,4.3377572
834,estimates,female,5yearly,1955,4.9960075
834,estimates,male,5yearly,1955,4.4815737
834,estimates,female,5yearly,1960,5.1050837
834,estimates,male,5yearly,1960,4.5850224
834,estimates,female,5yearly,1965,5.2352339
834,estimates,male,5yearly,1965,4.7103821
834,estimates,female,5yearly,1970,5.3497089
834,estimates,male,5yearly,1970,4.839691
834,estimates,female,5yearly,1975,5.4797192
834,estimates,male,5yearly,1975,4.9727053
834,estimates,female,5yearly,1980,5.5235547
834,estimates,male,5yearly,1980,5.0293618
834,estimates,female,5yearly,1985,5.5946621
834,estimates,male,5yearly,1985,5.0988165
834,estimates,female,5yearly,1990,5.6312885
834,estimates,male,5yearly,1990,5.135138
834,estimates,female,5yearly,1995,5.7814516
834,estimates,male,5yearly,1995,5.3151221
834,estimates,female,5yearly,2000,6.1686079
834,estimates,male,5yearly,2000,5.6958606
834,estimates,female,5yearly,2005,6.3817226
834,estimates,male,5yearly,2005,5.9724776
834,estimates,female,5yearly,2010,6.4813878
834,estimates,male,5yearly,2010,6.0844069
834,medium_variant,female,5yearly,2015,6.5922073
834,medium_variant,male,5yearly,2015,6.2669058
834,medium_variant,female,5yearly,2020,6.717035
834,medium_variant,male,5yearly,2020,6.3650396
834,medium_variant,female,5yearly,2025,6.8495927
834,medium_variant,male,5yearly,2025,6.4512475
834,medium_variant,female,5yearly,2030,7.0546303
834,medium_variant,male,5yearly,2030,6.5626335
834,medium_variant,female,5yearly,2035,7.279567
834,medium_variant,male,5yearly,2035,6.6342836
834,medium_variant,female,5yearly,2040,7.5023803
834,medium_variant,male,5yearly,2040,6.7214817
834,medium_variant,female,5yearly,2045,7.8096273
834,medium_variant,male,5yearly,2045,6.8678117
834,medium_variant,female,5yearly,2050,8.145897
834,medium_variant,male,5yearly,2050,7.0609546
834,medium_variant,female,5yearly,2055,8.4685407
834,medium_variant,male,5yearly,2055,7.2661968
834,medium_variant,female,5yearly,2060,8.7791415
834,medium_variant,male,5yearly,2060,7.47968
834,medium_variant,female,5yearly,2065,9.0741243
834,medium_variant,male,5yearly,2065,7.685394
834,medium_variant,female,5yearly,2070,9.350507
834,medium_variant,male,5yearly,2070,7.8919875
834,medium_variant,female,5yearly,2075,9.6056395
834,medium_variant,male,5yearly,2075,8.1013284
834,medium_variant,female,5yearly,2080,9.8535609
834,medium_variant,male,5yearly,2080,8.3070549
834,medium_variant,female,5yearly,2085,10.093208
834,medium_variant,male,5yearly,2085,8.5121742
834,medium_variant,female,5yearly,2090,10.326059
834,medium_variant,male,5yearly,2090,8.7178254
834,medium_variant,female,5yearly,2095,10.549604
834,medium_variant,male,5yearly,2095,8.9208956
