country,variant,gender,freq,year,lifeexpectancyat80
116,estimates,female,5yearly,1950,5.1095644
116,estimates,male,5yearly,1950,4.5950474
116,estimates,female,5yearly,1955,5.1279124
116,estimates,male,5yearly,1955,4.6009654
116,estimates,female,5yearly,1960,5.1367737
116,estimates,male,5yearly,1960,4.613214
116,estimates,female,5yearly,1965,5.1581977
116,estimates,male,5yearly,1965,4.6293389
116,estimates,female,5yearly,1970,5.0629515
116,estimates,male,5yearly,1970,4.5490382
116,estimates,female,5yearly,1975,4.0624282
116,estimates,male,5yearly,1975,2.9270876
116,estimates,female,5yearly,1980,5.1478092
116,estimates,male,5yearly,1980,4.6908511
116,estimates,female,5yearly,1985,5.3733833
116,estimates,male,5yearly,1985,4.8095095
116,estimates,female,5yearly,1990,5.3832895
116,estimates,male,5yearly,1990,4.8652817
116,estimates,female,5yearly,1995,5.3933024
116,estimates,male,5yearly,1995,4.919994
116,estimates,female,5yearly,2000,5.5906781
116,estimates,male,5yearly,2000,5.056682
116,estimates,female,5yearly,2005,5.9137522
116,estimates,male,5yearly,2005,5.257837
116,estimates,female,5yearly,2010,6.0593216
116,estimates,male,5yearly,2010,5.6490358
116,medium_variant,female,5yearly,2015,6.2887156
116,medium_variant,male,5yearly,2015,5.7865177
116,medium_variant,female,5yearly,2020,6.5222997
116,medium_variant,male,5yearly,2020,5.9275708
116,medium_variant,female,5yearly,2025,6.7557759
116,medium_variant,male,5yearly,2025,6.0706288
116,medium_variant,female,5yearly,2030,7.1429827
116,medium_variant,male,5yearly,2030,6.3130825
116,medium_variant,female,5yearly,2035,7.5076433
116,medium_variant,male,5yearly,2035,6.5563469
116,medium_variant,female,5yearly,2040,7.856254
116,medium_variant,male,5yearly,2040,6.8069904
116,medium_variant,female,5yearly,2045,8.1898413
116,medium_variant,male,5yearly,2045,7.0569356
116,medium_variant,female,5yearly,2050,8.5065291
116,medium_variant,male,5yearly,2050,7.2923242
116,medium_variant,female,5yearly,2055,8.8445856
116,medium_variant,male,5yearly,2055,7.5335156
116,medium_variant,female,5yearly,2060,9.1775957
116,medium_variant,male,5yearly,2060,7.7936334
116,medium_variant,female,5yearly,2065,9.496036
116,medium_variant,male,5yearly,2065,8.0647033
116,medium_variant,female,5yearly,2070,9.8172207
116,medium_variant,male,5yearly,2070,8.3396998
116,medium_variant,female,5yearly,2075,10.128076
116,medium_variant,male,5yearly,2075,8.6307446
116,medium_variant,female,5yearly,2080,10.429704
116,medium_variant,male,5yearly,2080,8.9496051
116,medium_variant,female,5yearly,2085,10.731559
116,medium_variant,male,5yearly,2085,9.2797932
116,medium_variant,female,5yearly,2090,11.0428
116,medium_variant,male,5yearly,2090,9.6000671
116,medium_variant,female,5yearly,2095,11.355154
116,medium_variant,male,5yearly,2095,9.9002751
116,estimates,female,5yearly,Regi,Cambodia
116,estimates,male,5yearly,Regi,Cambodia
116,medium_variant,female,5yearly,Regi,Cambodia
116,medium_variant,male,5yearly,Regi,Cambodia
