country,variant,gender,freq,year,lifeexpectancyat80
804,estimates,female,5yearly,1950,5.8825942
804,estimates,male,5yearly,1950,5.7579332
804,estimates,female,5yearly,1955,6.0181674
804,estimates,male,5yearly,1955,5.7654195
804,estimates,female,5yearly,1960,6.0660425
804,estimates,male,5yearly,1960,5.8051926
804,estimates,female,5yearly,1965,6.6133117
804,estimates,male,5yearly,1965,5.8047987
804,estimates,female,5yearly,1970,7.0070332
804,estimates,male,5yearly,1970,5.427524
804,estimates,female,5yearly,1975,6.8699618
804,estimates,male,5yearly,1975,5.3142539
804,estimates,female,5yearly,1980,6.5877591
804,estimates,male,5yearly,1980,5.0675557
804,estimates,female,5yearly,1985,6.6829913
804,estimates,male,5yearly,1985,5.6587147
804,estimates,female,5yearly,1990,6.3807192
804,estimates,male,5yearly,1990,5.3623359
804,estimates,female,5yearly,1995,6.2543307
804,estimates,male,5yearly,1995,5.2552717
804,estimates,female,5yearly,2000,6.3785505
804,estimates,male,5yearly,2000,5.4814391
804,estimates,female,5yearly,2005,6.6911473
804,estimates,male,5yearly,2005,5.7413162
804,estimates,female,5yearly,2010,7.0552659
804,estimates,male,5yearly,2010,6.1406156
804,medium_variant,female,5yearly,2015,7.3497953
804,medium_variant,male,5yearly,2015,6.2954997
804,medium_variant,female,5yearly,2020,7.6196277
804,medium_variant,male,5yearly,2020,6.3993114
804,medium_variant,female,5yearly,2025,7.8828713
804,medium_variant,male,5yearly,2025,6.507099
804,medium_variant,female,5yearly,2030,8.1384996
804,medium_variant,male,5yearly,2030,6.627012
804,medium_variant,female,5yearly,2035,8.3868973
804,medium_variant,male,5yearly,2035,6.7984036
804,medium_variant,female,5yearly,2040,8.6528783
804,medium_variant,male,5yearly,2040,6.9716939
804,medium_variant,female,5yearly,2045,8.9176136
804,medium_variant,male,5yearly,2045,7.1518582
804,medium_variant,female,5yearly,2050,9.1839396
804,medium_variant,male,5yearly,2050,7.3413203
804,medium_variant,female,5yearly,2055,9.4438263
804,medium_variant,male,5yearly,2055,7.5445162
804,medium_variant,female,5yearly,2060,9.7032925
804,medium_variant,male,5yearly,2060,7.7439609
804,medium_variant,female,5yearly,2065,9.9629765
804,medium_variant,male,5yearly,2065,7.9694811
804,medium_variant,female,5yearly,2070,10.226681
804,medium_variant,male,5yearly,2070,8.2188888
804,medium_variant,female,5yearly,2075,10.49004
804,medium_variant,male,5yearly,2075,8.4694443
804,medium_variant,female,5yearly,2080,10.757213
804,medium_variant,male,5yearly,2080,8.7076781
804,medium_variant,female,5yearly,2085,11.030067
804,medium_variant,male,5yearly,2085,8.9553919
804,medium_variant,female,5yearly,2090,11.308418
804,medium_variant,male,5yearly,2090,9.1785699
804,medium_variant,female,5yearly,2095,11.583548
804,medium_variant,male,5yearly,2095,9.389246
804,estimates,female,5yearly,Regi,Ukraine
804,estimates,male,5yearly,Regi,Ukraine
804,medium_variant,female,5yearly,Regi,Ukraine
804,medium_variant,male,5yearly,Regi,Ukraine
