country,variant,gender,freq,year,lifeexpectancyat80
275,estimates,female,5yearly,1950,5.0892612
275,estimates,male,5yearly,1950,4.5996821
275,estimates,female,5yearly,1955,5.1627338
275,estimates,male,5yearly,1955,4.6653362
275,estimates,female,5yearly,1960,5.2552876
275,estimates,male,5yearly,1960,4.7606803
275,estimates,female,5yearly,1965,5.3711737
275,estimates,male,5yearly,1965,4.8797227
275,estimates,female,5yearly,1970,5.4930757
275,estimates,male,5yearly,1970,5.0045103
275,estimates,female,5yearly,1975,5.6267812
275,estimates,male,5yearly,1975,5.1401935
275,estimates,female,5yearly,1980,5.7525533
275,estimates,male,5yearly,1980,5.2748749
275,estimates,female,5yearly,1985,5.8632131
275,estimates,male,5yearly,1985,5.3891361
275,estimates,female,5yearly,1990,5.9575607
275,estimates,male,5yearly,1990,5.4858493
275,estimates,female,5yearly,1995,6.094981
275,estimates,male,5yearly,1995,5.5703408
275,estimates,female,5yearly,2000,6.2222682
275,estimates,male,5yearly,2000,5.6269855
275,estimates,female,5yearly,2005,6.4132183
275,estimates,male,5yearly,2005,5.6849048
275,estimates,female,5yearly,2010,6.5854953
275,estimates,male,5yearly,2010,5.765645
275,medium_variant,female,5yearly,2015,6.8410815
275,medium_variant,male,5yearly,2015,5.8468466
275,medium_variant,female,5yearly,2020,7.1052154
275,medium_variant,male,5yearly,2020,5.9381342
275,medium_variant,female,5yearly,2025,7.3659318
275,medium_variant,male,5yearly,2025,6.0814376
275,medium_variant,female,5yearly,2030,7.6471233
275,medium_variant,male,5yearly,2030,6.2290915
275,medium_variant,female,5yearly,2035,7.9248834
275,medium_variant,male,5yearly,2035,6.3921448
275,medium_variant,female,5yearly,2040,8.1999875
275,medium_variant,male,5yearly,2040,6.5938168
275,medium_variant,female,5yearly,2045,8.4716934
275,medium_variant,male,5yearly,2045,6.825899
275,medium_variant,female,5yearly,2050,8.7448492
275,medium_variant,male,5yearly,2050,7.0700517
275,medium_variant,female,5yearly,2055,9.0169564
275,medium_variant,male,5yearly,2055,7.3516535
275,medium_variant,female,5yearly,2060,9.2934818
275,medium_variant,male,5yearly,2060,7.6659995
275,medium_variant,female,5yearly,2065,9.5608924
275,medium_variant,male,5yearly,2065,8.0038793
275,medium_variant,female,5yearly,2070,9.8367683
275,medium_variant,male,5yearly,2070,8.3594952
275,medium_variant,female,5yearly,2075,10.11404
275,medium_variant,male,5yearly,2075,8.7229821
275,medium_variant,female,5yearly,2080,10.396783
275,medium_variant,male,5yearly,2080,9.0935132
275,medium_variant,female,5yearly,2085,10.674656
275,medium_variant,male,5yearly,2085,9.4519101
275,medium_variant,female,5yearly,2090,10.957684
275,medium_variant,male,5yearly,2090,9.7927263
275,medium_variant,female,5yearly,2095,11.24123
275,medium_variant,male,5yearly,2095,10.093247
