variant,country,year,lifeexpectancyatbirth
estimates,858,1950,65.805
estimates,858,1951,65.869
estimates,858,1952,66.008
estimates,858,1953,66.17
estimates,858,1954,66.354
estimates,858,1955,66.56
estimates,858,1956,66.786
estimates,858,1957,67.028
estimates,858,1958,67.282
estimates,858,1959,67.537
estimates,858,1960,67.782
estimates,858,1961,68.006
estimates,858,1962,68.197
estimates,858,1963,68.347
estimates,858,1964,68.454
estimates,858,1965,68.521
estimates,858,1966,68.554
estimates,858,1967,68.568
estimates,858,1968,68.576
estimates,858,1969,68.589
estimates,858,1970,68.617
estimates,858,1971,68.664
estimates,858,1972,68.732
estimates,858,1973,68.823
estimates,858,1974,68.939
estimates,858,1975,69.087
estimates,858,1976,69.269
estimates,858,1977,69.482
estimates,858,1978,69.721
estimates,858,1979,69.981
estimates,858,1980,70.255
estimates,858,1981,70.535
estimates,858,1982,70.814
estimates,858,1983,71.085
estimates,858,1984,71.343
estimates,858,1985,71.584
estimates,858,1986,71.805
estimates,858,1987,72.009
estimates,858,1988,72.203
estimates,858,1989,72.388
estimates,858,1990,72.571
estimates,858,1991,72.758
estimates,858,1992,72.954
estimates,858,1993,73.161
estimates,858,1994,73.381
estimates,858,1995,73.613
estimates,858,1996,73.854
estimates,858,1997,74.098
estimates,858,1998,74.341
estimates,858,1999,74.577
estimates,858,2000,74.805
estimates,858,2001,75.022
estimates,858,2002,75.229
estimates,858,2003,75.427
estimates,858,2004,75.614
estimates,858,2005,75.792
estimates,858,2006,75.961
estimates,858,2007,76.124
estimates,858,2008,76.282
estimates,858,2009,76.436
estimates,858,2010,76.588
estimates,858,2011,76.739
estimates,858,2012,76.89
estimates,858,2013,77.04
estimates,858,2014,77.19
estimates,858,2015,77.341
medium_variant,858,2015,77.341
medium_variant,858,2016,77.493
medium_variant,858,2017,77.645
medium_variant,858,2018,77.798
medium_variant,858,2019,77.952
medium_variant,858,2020,78.105
medium_variant,858,2021,78.26
medium_variant,858,2022,78.414
medium_variant,858,2023,78.568
medium_variant,858,2024,78.723
medium_variant,858,2025,78.877
medium_variant,858,2026,79.032
medium_variant,858,2027,79.188
medium_variant,858,2028,79.344
medium_variant,858,2029,79.5
medium_variant,858,2030,79.657
medium_variant,858,2031,79.815
medium_variant,858,2032,79.972
medium_variant,858,2033,80.13
medium_variant,858,2034,80.288
medium_variant,858,2035,80.445
medium_variant,858,2036,80.603
medium_variant,858,2037,80.761
medium_variant,858,2038,80.919
medium_variant,858,2039,81.077
medium_variant,858,2040,81.235
medium_variant,858,2041,81.394
medium_variant,858,2042,81.552
medium_variant,858,2043,81.71
medium_variant,858,2044,81.868
medium_variant,858,2045,82.025
medium_variant,858,2046,82.18
medium_variant,858,2047,82.334
medium_variant,858,2048,82.485
medium_variant,858,2049,82.635
medium_variant,858,2050,82.782
medium_variant,858,2051,82.928
medium_variant,858,2052,83.072
medium_variant,858,2053,83.214
medium_variant,858,2054,83.354
medium_variant,858,2055,83.493
medium_variant,858,2056,83.629
medium_variant,858,2057,83.762
medium_variant,858,2058,83.893
medium_variant,858,2059,84.021
medium_variant,858,2060,84.147
medium_variant,858,2061,84.269
medium_variant,858,2062,84.39
medium_variant,858,2063,84.509
medium_variant,858,2064,84.627
medium_variant,858,2065,84.745
medium_variant,858,2066,84.861
medium_variant,858,2067,84.978
medium_variant,858,2068,85.095
medium_variant,858,2069,85.211
medium_variant,858,2070,85.328
medium_variant,858,2071,85.444
medium_variant,858,2072,85.56
medium_variant,858,2073,85.675
medium_variant,858,2074,85.79
medium_variant,858,2075,85.903
medium_variant,858,2076,86.017
medium_variant,858,2077,86.13
medium_variant,858,2078,86.244
medium_variant,858,2079,86.357
medium_variant,858,2080,86.471
medium_variant,858,2081,86.583
medium_variant,858,2082,86.695
medium_variant,858,2083,86.806
medium_variant,858,2084,86.916
medium_variant,858,2085,87.026
medium_variant,858,2086,87.135
medium_variant,858,2087,87.245
medium_variant,858,2088,87.356
medium_variant,858,2089,87.467
medium_variant,858,2090,87.578
medium_variant,858,2091,87.691
medium_variant,858,2092,87.803
medium_variant,858,2093,87.915
medium_variant,858,2094,88.027
medium_variant,858,2095,88.138
medium_variant,858,2096,88.249
medium_variant,858,2097,88.359
medium_variant,858,2098,88.468
medium_variant,858,2099,88.577
