variant,country,year,lifeexpectancyatbirth
estimates,52,1950,56.105
estimates,52,1951,56.389
estimates,52,1952,56.95
estimates,52,1953,57.498
estimates,52,1954,58.032
estimates,52,1955,58.552
estimates,52,1956,59.06
estimates,52,1957,59.557
estimates,52,1958,60.043
estimates,52,1959,60.524
estimates,52,1960,61.002
estimates,52,1961,61.481
estimates,52,1962,61.964
estimates,52,1963,62.451
estimates,52,1964,62.94
estimates,52,1965,63.426
estimates,52,1966,63.9
estimates,52,1967,64.355
estimates,52,1968,64.786
estimates,52,1969,65.191
estimates,52,1970,65.569
estimates,52,1971,65.922
estimates,52,1972,66.257
estimates,52,1973,66.58
estimates,52,1974,66.894
estimates,52,1975,67.203
estimates,52,1976,67.51
estimates,52,1977,67.816
estimates,52,1978,68.12
estimates,52,1979,68.424
estimates,52,1980,68.726
estimates,52,1981,69.024
estimates,52,1982,69.317
estimates,52,1983,69.602
estimates,52,1984,69.878
estimates,52,1985,70.145
estimates,52,1986,70.405
estimates,52,1987,70.658
estimates,52,1988,70.905
estimates,52,1989,71.147
estimates,52,1990,71.383
estimates,52,1991,71.614
estimates,52,1992,71.841
estimates,52,1993,72.061
estimates,52,1994,72.275
estimates,52,1995,72.481
estimates,52,1996,72.678
estimates,52,1997,72.865
estimates,52,1998,73.043
estimates,52,1999,73.213
estimates,52,2000,73.377
estimates,52,2001,73.535
estimates,52,2002,73.691
estimates,52,2003,73.847
estimates,52,2004,74.004
estimates,52,2005,74.163
estimates,52,2006,74.324
estimates,52,2007,74.486
estimates,52,2008,74.648
estimates,52,2009,74.811
estimates,52,2010,74.973
estimates,52,2011,75.133
estimates,52,2012,75.292
estimates,52,2013,75.448
estimates,52,2014,75.603
estimates,52,2015,75.755
medium_variant,52,2015,75.755
medium_variant,52,2016,75.906
medium_variant,52,2017,76.057
medium_variant,52,2018,76.208
medium_variant,52,2019,76.359
medium_variant,52,2020,76.51
medium_variant,52,2021,76.662
medium_variant,52,2022,76.815
medium_variant,52,2023,76.968
medium_variant,52,2024,77.12
medium_variant,52,2025,77.273
medium_variant,52,2026,77.425
medium_variant,52,2027,77.577
medium_variant,52,2028,77.729
medium_variant,52,2029,77.88
medium_variant,52,2030,78.031
medium_variant,52,2031,78.181
medium_variant,52,2032,78.331
medium_variant,52,2033,78.48
medium_variant,52,2034,78.629
medium_variant,52,2035,78.779
medium_variant,52,2036,78.929
medium_variant,52,2037,79.079
medium_variant,52,2038,79.231
medium_variant,52,2039,79.384
medium_variant,52,2040,79.538
medium_variant,52,2041,79.692
medium_variant,52,2042,79.847
medium_variant,52,2043,80.001
medium_variant,52,2044,80.154
medium_variant,52,2045,80.307
medium_variant,52,2046,80.458
medium_variant,52,2047,80.609
medium_variant,52,2048,80.758
medium_variant,52,2049,80.907
medium_variant,52,2050,81.056
medium_variant,52,2051,81.204
medium_variant,52,2052,81.352
medium_variant,52,2053,81.5
medium_variant,52,2054,81.648
medium_variant,52,2055,81.797
medium_variant,52,2056,81.946
medium_variant,52,2057,82.096
medium_variant,52,2058,82.246
medium_variant,52,2059,82.397
medium_variant,52,2060,82.547
medium_variant,52,2061,82.696
medium_variant,52,2062,82.845
medium_variant,52,2063,82.993
medium_variant,52,2064,83.139
medium_variant,52,2065,83.284
medium_variant,52,2066,83.428
medium_variant,52,2067,83.57
medium_variant,52,2068,83.71
medium_variant,52,2069,83.849
medium_variant,52,2070,83.986
medium_variant,52,2071,84.122
medium_variant,52,2072,84.256
medium_variant,52,2073,84.389
medium_variant,52,2074,84.52
medium_variant,52,2075,84.649
medium_variant,52,2076,84.776
medium_variant,52,2077,84.902
medium_variant,52,2078,85.025
medium_variant,52,2079,85.147
medium_variant,52,2080,85.267
medium_variant,52,2081,85.385
medium_variant,52,2082,85.501
medium_variant,52,2083,85.616
medium_variant,52,2084,85.731
medium_variant,52,2085,85.844
medium_variant,52,2086,85.956
medium_variant,52,2087,86.068
medium_variant,52,2088,86.179
medium_variant,52,2089,86.29
medium_variant,52,2090,86.401
medium_variant,52,2091,86.512
medium_variant,52,2092,86.622
medium_variant,52,2093,86.733
medium_variant,52,2094,86.843
medium_variant,52,2095,86.953
medium_variant,52,2096,87.064
medium_variant,52,2097,87.174
medium_variant,52,2098,87.284
medium_variant,52,2099,87.394
