variant,country,year,lifeexpectancyatbirth
estimates,516,1950,40.247
estimates,516,1951,40.629
estimates,516,1952,41.385
estimates,516,1953,42.127
estimates,516,1954,42.854
estimates,516,1955,43.566
estimates,516,1956,44.264
estimates,516,1957,44.947
estimates,516,1958,45.616
estimates,516,1959,46.27
estimates,516,1960,46.91
estimates,516,1961,47.535
estimates,516,1962,48.145
estimates,516,1963,48.74
estimates,516,1964,49.32
estimates,516,1965,49.879
estimates,516,1966,50.411
estimates,516,1967,50.917
estimates,516,1968,51.4
estimates,516,1969,51.869
estimates,516,1970,52.338
estimates,516,1971,52.83
estimates,516,1972,53.354
estimates,516,1973,53.914
estimates,516,1974,54.503
estimates,516,1975,55.102
estimates,516,1976,55.684
estimates,516,1977,56.224
estimates,516,1978,56.708
estimates,516,1979,57.135
estimates,516,1980,57.521
estimates,516,1981,57.892
estimates,516,1982,58.275
estimates,516,1983,58.685
estimates,516,1984,59.122
estimates,516,1985,59.584
estimates,516,1986,60.063
estimates,516,1987,60.533
estimates,516,1988,60.957
estimates,516,1989,61.307
estimates,516,1990,61.539
estimates,516,1991,61.614
estimates,516,1992,61.518
estimates,516,1993,61.247
estimates,516,1994,60.806
estimates,516,1995,60.192
estimates,516,1996,59.407
estimates,516,1997,58.495
estimates,516,1998,57.517
estimates,516,1999,56.533
estimates,516,2000,55.608
estimates,516,2001,54.798
estimates,516,2002,54.145
estimates,516,2003,53.693
estimates,516,2004,53.48
estimates,516,2005,53.563
estimates,516,2006,53.983
estimates,516,2007,54.712
estimates,516,2008,55.697
estimates,516,2009,56.883
estimates,516,2010,58.189
estimates,516,2011,59.527
estimates,516,2012,60.815
estimates,516,2013,61.982
estimates,516,2014,62.981
estimates,516,2015,63.782
medium_variant,516,2015,63.782
medium_variant,516,2016,64.388
medium_variant,516,2017,64.85
medium_variant,516,2018,65.221
medium_variant,516,2019,65.522
medium_variant,516,2020,65.781
medium_variant,516,2021,66.017
medium_variant,516,2022,66.245
medium_variant,516,2023,66.478
medium_variant,516,2024,66.728
medium_variant,516,2025,67.001
medium_variant,516,2026,67.296
medium_variant,516,2027,67.6
medium_variant,516,2028,67.903
medium_variant,516,2029,68.205
medium_variant,516,2030,68.502
medium_variant,516,2031,68.795
medium_variant,516,2032,69.085
medium_variant,516,2033,69.372
medium_variant,516,2034,69.657
medium_variant,516,2035,69.938
medium_variant,516,2036,70.216
medium_variant,516,2037,70.491
medium_variant,516,2038,70.762
medium_variant,516,2039,71.031
medium_variant,516,2040,71.297
medium_variant,516,2041,71.56
medium_variant,516,2042,71.82
medium_variant,516,2043,72.077
medium_variant,516,2044,72.33
medium_variant,516,2045,72.579
medium_variant,516,2046,72.823
medium_variant,516,2047,73.063
medium_variant,516,2048,73.298
medium_variant,516,2049,73.526
medium_variant,516,2050,73.749
medium_variant,516,2051,73.965
medium_variant,516,2052,74.174
medium_variant,516,2053,74.377
medium_variant,516,2054,74.575
medium_variant,516,2055,74.767
medium_variant,516,2056,74.956
medium_variant,516,2057,75.141
medium_variant,516,2058,75.323
medium_variant,516,2059,75.502
medium_variant,516,2060,75.678
medium_variant,516,2061,75.848
medium_variant,516,2062,76.012
medium_variant,516,2063,76.169
medium_variant,516,2064,76.32
medium_variant,516,2065,76.465
medium_variant,516,2066,76.605
medium_variant,516,2067,76.743
medium_variant,516,2068,76.879
medium_variant,516,2069,77.014
medium_variant,516,2070,77.149
medium_variant,516,2071,77.284
medium_variant,516,2072,77.419
medium_variant,516,2073,77.553
medium_variant,516,2074,77.688
medium_variant,516,2075,77.822
medium_variant,516,2076,77.955
medium_variant,516,2077,78.088
medium_variant,516,2078,78.221
medium_variant,516,2079,78.354
medium_variant,516,2080,78.486
medium_variant,516,2081,78.618
medium_variant,516,2082,78.751
medium_variant,516,2083,78.883
medium_variant,516,2084,79.015
medium_variant,516,2085,79.148
medium_variant,516,2086,79.28
medium_variant,516,2087,79.412
medium_variant,516,2088,79.543
medium_variant,516,2089,79.675
medium_variant,516,2090,79.805
medium_variant,516,2091,79.936
medium_variant,516,2092,80.066
medium_variant,516,2093,80.196
medium_variant,516,2094,80.327
medium_variant,516,2095,80.457
medium_variant,516,2096,80.587
medium_variant,516,2097,80.717
medium_variant,516,2098,80.847
medium_variant,516,2099,80.977
