variant,country,year,lifeexpectancyatbirth
estimates,840,1950,68.206
estimates,840,1951,68.342
estimates,840,1952,68.605
estimates,840,1953,68.847
estimates,840,1954,69.067
estimates,840,1955,69.266
estimates,840,1956,69.444
estimates,840,1957,69.6
estimates,840,1958,69.735
estimates,840,1959,69.848
estimates,840,1960,69.939
estimates,840,1961,70.01
estimates,840,1962,70.063
estimates,840,1963,70.105
estimates,840,1964,70.144
estimates,840,1965,70.188
estimates,840,1966,70.248
estimates,840,1967,70.33
estimates,840,1968,70.441
estimates,840,1969,70.588
estimates,840,1970,70.778
estimates,840,1971,71.018
estimates,840,1972,71.302
estimates,840,1973,71.623
estimates,840,1974,71.971
estimates,840,1975,72.333
estimates,840,1976,72.696
estimates,840,1977,73.045
estimates,840,1978,73.371
estimates,840,1979,73.663
estimates,840,1980,73.914
estimates,840,1981,74.122
estimates,840,1982,74.294
estimates,840,1983,74.438
estimates,840,1984,74.561
estimates,840,1985,74.669
estimates,840,1986,74.772
estimates,840,1987,74.877
estimates,840,1988,74.989
estimates,840,1989,75.113
estimates,840,1990,75.252
estimates,840,1991,75.406
estimates,840,1992,75.568
estimates,840,1993,75.734
estimates,840,1994,75.903
estimates,840,1995,76.07
estimates,840,1996,76.23
estimates,840,1997,76.384
estimates,840,1998,76.532
estimates,840,1999,76.674
estimates,840,2000,76.815
estimates,840,2001,76.963
estimates,840,2002,77.121
estimates,840,2003,77.292
estimates,840,2004,77.475
estimates,840,2005,77.667
estimates,840,2006,77.859
estimates,840,2007,78.046
estimates,840,2008,78.223
estimates,840,2009,78.387
estimates,840,2010,78.539
estimates,840,2011,78.682
estimates,840,2012,78.821
estimates,840,2013,78.96
estimates,840,2014,79.1
estimates,840,2015,79.244
medium_variant,840,2015,79.244
medium_variant,840,2016,79.392
medium_variant,840,2017,79.541
medium_variant,840,2018,79.692
medium_variant,840,2019,79.843
medium_variant,840,2020,79.995
medium_variant,840,2021,80.147
medium_variant,840,2022,80.3
medium_variant,840,2023,80.452
medium_variant,840,2024,80.604
medium_variant,840,2025,80.755
medium_variant,840,2026,80.906
medium_variant,840,2027,81.057
medium_variant,840,2028,81.207
medium_variant,840,2029,81.357
medium_variant,840,2030,81.508
medium_variant,840,2031,81.658
medium_variant,840,2032,81.81
medium_variant,840,2033,81.961
medium_variant,840,2034,82.113
medium_variant,840,2035,82.265
medium_variant,840,2036,82.417
medium_variant,840,2037,82.568
medium_variant,840,2038,82.719
medium_variant,840,2039,82.87
medium_variant,840,2040,83.019
medium_variant,840,2041,83.167
medium_variant,840,2042,83.314
medium_variant,840,2043,83.46
medium_variant,840,2044,83.604
medium_variant,840,2045,83.747
medium_variant,840,2046,83.888
medium_variant,840,2047,84.026
medium_variant,840,2048,84.161
medium_variant,840,2049,84.294
medium_variant,840,2050,84.424
medium_variant,840,2051,84.552
medium_variant,840,2052,84.677
medium_variant,840,2053,84.801
medium_variant,840,2054,84.924
medium_variant,840,2055,85.044
medium_variant,840,2056,85.163
medium_variant,840,2057,85.28
medium_variant,840,2058,85.395
medium_variant,840,2059,85.508
medium_variant,840,2060,85.621
medium_variant,840,2061,85.732
medium_variant,840,2062,85.843
medium_variant,840,2063,85.955
medium_variant,840,2064,86.066
medium_variant,840,2065,86.177
medium_variant,840,2066,86.287
medium_variant,840,2067,86.397
medium_variant,840,2068,86.505
medium_variant,840,2069,86.612
medium_variant,840,2070,86.719
medium_variant,840,2071,86.824
medium_variant,840,2072,86.93
medium_variant,840,2073,87.036
medium_variant,840,2074,87.142
medium_variant,840,2075,87.248
medium_variant,840,2076,87.355
medium_variant,840,2077,87.462
medium_variant,840,2078,87.57
medium_variant,840,2079,87.677
medium_variant,840,2080,87.784
medium_variant,840,2081,87.89
medium_variant,840,2082,87.996
medium_variant,840,2083,88.102
medium_variant,840,2084,88.207
medium_variant,840,2085,88.312
medium_variant,840,2086,88.418
medium_variant,840,2087,88.524
medium_variant,840,2088,88.631
medium_variant,840,2089,88.738
medium_variant,840,2090,88.846
medium_variant,840,2091,88.953
medium_variant,840,2092,89.061
medium_variant,840,2093,89.167
medium_variant,840,2094,89.273
medium_variant,840,2095,89.378
medium_variant,840,2096,89.481
medium_variant,840,2097,89.583
medium_variant,840,2098,89.684
medium_variant,840,2099,89.784
