variant,country,year,lifeexpectancyatbirth
estimates,762,1950,52.207
estimates,762,1951,52.416
estimates,762,1952,52.835
estimates,762,1953,53.251
estimates,762,1954,53.667
estimates,762,1955,54.081
estimates,762,1956,54.495
estimates,762,1957,54.908
estimates,762,1958,55.321
estimates,762,1959,55.735
estimates,762,1960,56.152
estimates,762,1961,56.572
estimates,762,1962,56.995
estimates,762,1963,57.419
estimates,762,1964,57.843
estimates,762,1965,58.261
estimates,762,1966,58.667
estimates,762,1967,59.059
estimates,762,1968,59.432
estimates,762,1969,59.784
estimates,762,1970,60.114
estimates,762,1971,60.422
estimates,762,1972,60.711
estimates,762,1973,60.986
estimates,762,1974,61.247
estimates,762,1975,61.499
estimates,762,1976,61.743
estimates,762,1977,61.982
estimates,762,1978,62.216
estimates,762,1979,62.445
estimates,762,1980,62.679
estimates,762,1981,62.926
estimates,762,1982,63.184
estimates,762,1983,63.442
estimates,762,1984,63.684
estimates,762,1985,63.869
estimates,762,1986,63.946
estimates,762,1987,63.896
estimates,762,1988,63.724
estimates,762,1989,63.455
estimates,762,1990,63.149
estimates,762,1991,62.88
estimates,762,1992,62.719
estimates,762,1993,62.71
estimates,762,1994,62.869
estimates,762,1995,63.185
estimates,762,1996,63.618
estimates,762,1997,64.105
estimates,762,1998,64.591
estimates,762,1999,65.053
estimates,762,2000,65.485
estimates,762,2001,65.894
estimates,762,2002,66.303
estimates,762,2003,66.727
estimates,762,2004,67.163
estimates,762,2005,67.607
estimates,762,2006,68.052
estimates,762,2007,68.487
estimates,762,2008,68.902
estimates,762,2009,69.29
estimates,762,2010,69.644
estimates,762,2011,69.958
estimates,762,2012,70.234
estimates,762,2013,70.477
estimates,762,2014,70.69
estimates,762,2015,70.879
medium_variant,762,2015,70.879
medium_variant,762,2016,71.051
medium_variant,762,2017,71.214
medium_variant,762,2018,71.374
medium_variant,762,2019,71.536
medium_variant,762,2020,71.702
medium_variant,762,2021,71.874
medium_variant,762,2022,72.047
medium_variant,762,2023,72.219
medium_variant,762,2024,72.39
medium_variant,762,2025,72.559
medium_variant,762,2026,72.727
medium_variant,762,2027,72.895
medium_variant,762,2028,73.061
medium_variant,762,2029,73.226
medium_variant,762,2030,73.39
medium_variant,762,2031,73.554
medium_variant,762,2032,73.717
medium_variant,762,2033,73.88
medium_variant,762,2034,74.042
medium_variant,762,2035,74.203
medium_variant,762,2036,74.363
medium_variant,762,2037,74.522
medium_variant,762,2038,74.679
medium_variant,762,2039,74.834
medium_variant,762,2040,74.988
medium_variant,762,2041,75.14
medium_variant,762,2042,75.291
medium_variant,762,2043,75.441
medium_variant,762,2044,75.591
medium_variant,762,2045,75.74
medium_variant,762,2046,75.889
medium_variant,762,2047,76.039
medium_variant,762,2048,76.19
medium_variant,762,2049,76.341
medium_variant,762,2050,76.493
medium_variant,762,2051,76.645
medium_variant,762,2052,76.798
medium_variant,762,2053,76.95
medium_variant,762,2054,77.102
medium_variant,762,2055,77.255
medium_variant,762,2056,77.407
medium_variant,762,2057,77.559
medium_variant,762,2058,77.712
medium_variant,762,2059,77.865
medium_variant,762,2060,78.018
medium_variant,762,2061,78.171
medium_variant,762,2062,78.324
medium_variant,762,2063,78.477
medium_variant,762,2064,78.63
medium_variant,762,2065,78.783
medium_variant,762,2066,78.936
medium_variant,762,2067,79.088
medium_variant,762,2068,79.241
medium_variant,762,2069,79.393
medium_variant,762,2070,79.545
medium_variant,762,2071,79.698
medium_variant,762,2072,79.85
medium_variant,762,2073,80.003
medium_variant,762,2074,80.157
medium_variant,762,2075,80.31
medium_variant,762,2076,80.464
medium_variant,762,2077,80.618
medium_variant,762,2078,80.771
medium_variant,762,2079,80.925
medium_variant,762,2080,81.078
medium_variant,762,2081,81.231
medium_variant,762,2082,81.383
medium_variant,762,2083,81.536
medium_variant,762,2084,81.688
medium_variant,762,2085,81.84
medium_variant,762,2086,81.992
medium_variant,762,2087,82.143
medium_variant,762,2088,82.294
medium_variant,762,2089,82.444
medium_variant,762,2090,82.593
medium_variant,762,2091,82.74
medium_variant,762,2092,82.885
medium_variant,762,2093,83.028
medium_variant,762,2094,83.169
medium_variant,762,2095,83.307
medium_variant,762,2096,83.442
medium_variant,762,2097,83.575
medium_variant,762,2098,83.705
medium_variant,762,2099,83.832
