variant,country,year,lifeexpectancyatbirth
estimates,422,1950,59.586
estimates,422,1951,59.814
estimates,422,1952,60.261
estimates,422,1953,60.693
estimates,422,1954,61.108
estimates,422,1955,61.507
estimates,422,1956,61.89
estimates,422,1957,62.257
estimates,422,1958,62.609
estimates,422,1959,62.945
estimates,422,1960,63.267
estimates,422,1961,63.575
estimates,422,1962,63.871
estimates,422,1963,64.157
estimates,422,1964,64.435
estimates,422,1965,64.709
estimates,422,1966,64.982
estimates,422,1967,65.255
estimates,422,1968,65.528
estimates,422,1969,65.8
estimates,422,1970,66.067
estimates,422,1971,66.323
estimates,422,1972,66.565
estimates,422,1973,66.789
estimates,422,1974,66.995
estimates,422,1975,67.183
estimates,422,1976,67.352
estimates,422,1977,67.508
estimates,422,1978,67.657
estimates,422,1979,67.804
estimates,422,1980,67.955
estimates,422,1981,68.115
estimates,422,1982,68.287
estimates,422,1983,68.475
estimates,422,1984,68.681
estimates,422,1985,68.904
estimates,422,1986,69.143
estimates,422,1987,69.394
estimates,422,1988,69.656
estimates,422,1989,69.93
estimates,422,1990,70.222
estimates,422,1991,70.537
estimates,422,1992,70.878
estimates,422,1993,71.248
estimates,422,1994,71.646
estimates,422,1995,72.071
estimates,422,1996,72.522
estimates,422,1997,72.991
estimates,422,1998,73.473
estimates,422,1999,73.959
estimates,422,2000,74.447
estimates,422,2001,74.934
estimates,422,2002,75.418
estimates,422,2003,75.892
estimates,422,2004,76.351
estimates,422,2005,76.786
estimates,422,2006,77.187
estimates,422,2007,77.553
estimates,422,2008,77.881
estimates,422,2009,78.173
estimates,422,2010,78.43
estimates,422,2011,78.656
estimates,422,2012,78.86
estimates,422,2013,79.05
estimates,422,2014,79.231
estimates,422,2015,79.409
medium_variant,422,2015,79.409
medium_variant,422,2016,79.584
medium_variant,422,2017,79.758
medium_variant,422,2018,79.929
medium_variant,422,2019,80.101
medium_variant,422,2020,80.273
medium_variant,422,2021,80.447
medium_variant,422,2022,80.62
medium_variant,422,2023,80.793
medium_variant,422,2024,80.966
medium_variant,422,2025,81.138
medium_variant,422,2026,81.31
medium_variant,422,2027,81.483
medium_variant,422,2028,81.657
medium_variant,422,2029,81.83
medium_variant,422,2030,82.004
medium_variant,422,2031,82.178
medium_variant,422,2032,82.352
medium_variant,422,2033,82.524
medium_variant,422,2034,82.696
medium_variant,422,2035,82.868
medium_variant,422,2036,83.039
medium_variant,422,2037,83.209
medium_variant,422,2038,83.38
medium_variant,422,2039,83.55
medium_variant,422,2040,83.718
medium_variant,422,2041,83.885
medium_variant,422,2042,84.049
medium_variant,422,2043,84.21
medium_variant,422,2044,84.368
medium_variant,422,2045,84.522
medium_variant,422,2046,84.672
medium_variant,422,2047,84.818
medium_variant,422,2048,84.962
medium_variant,422,2049,85.104
medium_variant,422,2050,85.243
medium_variant,422,2051,85.38
medium_variant,422,2052,85.515
medium_variant,422,2053,85.648
medium_variant,422,2054,85.78
medium_variant,422,2055,85.91
medium_variant,422,2056,86.04
medium_variant,422,2057,86.169
medium_variant,422,2058,86.298
medium_variant,422,2059,86.426
medium_variant,422,2060,86.554
medium_variant,422,2061,86.682
medium_variant,422,2062,86.81
medium_variant,422,2063,86.938
medium_variant,422,2064,87.066
medium_variant,422,2065,87.193
medium_variant,422,2066,87.318
medium_variant,422,2067,87.442
medium_variant,422,2068,87.564
medium_variant,422,2069,87.684
medium_variant,422,2070,87.803
medium_variant,422,2071,87.921
medium_variant,422,2072,88.039
medium_variant,422,2073,88.158
medium_variant,422,2074,88.279
medium_variant,422,2075,88.4
medium_variant,422,2076,88.521
medium_variant,422,2077,88.642
medium_variant,422,2078,88.763
medium_variant,422,2079,88.882
medium_variant,422,2080,89.001
medium_variant,422,2081,89.119
medium_variant,422,2082,89.236
medium_variant,422,2083,89.353
medium_variant,422,2084,89.469
medium_variant,422,2085,89.586
medium_variant,422,2086,89.702
medium_variant,422,2087,89.817
medium_variant,422,2088,89.932
medium_variant,422,2089,90.048
medium_variant,422,2090,90.163
medium_variant,422,2091,90.278
medium_variant,422,2092,90.393
medium_variant,422,2093,90.509
medium_variant,422,2094,90.625
medium_variant,422,2095,90.742
medium_variant,422,2096,90.859
medium_variant,422,2097,90.976
medium_variant,422,2098,91.094
medium_variant,422,2099,91.212
