variant,country,year,lifeexpectancyatbirth
estimates,470,1950,65.415
estimates,470,1951,65.598
estimates,470,1952,65.96
estimates,470,1953,66.315
estimates,470,1954,66.663
estimates,470,1955,67.004
estimates,470,1956,67.337
estimates,470,1957,67.664
estimates,470,1958,67.984
estimates,470,1959,68.298
estimates,470,1960,68.605
estimates,470,1961,68.905
estimates,470,1962,69.201
estimates,470,1963,69.491
estimates,470,1964,69.776
estimates,470,1965,70.056
estimates,470,1966,70.333
estimates,470,1967,70.605
estimates,470,1968,70.873
estimates,470,1969,71.137
estimates,470,1970,71.396
estimates,470,1971,71.652
estimates,470,1972,71.904
estimates,470,1973,72.151
estimates,470,1974,72.395
estimates,470,1975,72.635
estimates,470,1976,72.872
estimates,470,1977,73.106
estimates,470,1978,73.337
estimates,470,1979,73.567
estimates,470,1980,73.795
estimates,470,1981,74.023
estimates,470,1982,74.251
estimates,470,1983,74.478
estimates,470,1984,74.705
estimates,470,1985,74.932
estimates,470,1986,75.156
estimates,470,1987,75.378
estimates,470,1988,75.596
estimates,470,1989,75.811
estimates,470,1990,76.022
estimates,470,1991,76.23
estimates,470,1992,76.435
estimates,470,1993,76.638
estimates,470,1994,76.84
estimates,470,1995,77.039
estimates,470,1996,77.238
estimates,470,1997,77.434
estimates,470,1998,77.629
estimates,470,1999,77.821
estimates,470,2000,78.013
estimates,470,2001,78.203
estimates,470,2002,78.391
estimates,470,2003,78.578
estimates,470,2004,78.764
estimates,470,2005,78.948
estimates,470,2006,79.131
estimates,470,2007,79.313
estimates,470,2008,79.494
estimates,470,2009,79.673
estimates,470,2010,79.85
estimates,470,2011,80.025
estimates,470,2012,80.196
estimates,470,2013,80.365
estimates,470,2014,80.531
estimates,470,2015,80.694
medium_variant,470,2015,80.694
medium_variant,470,2016,80.854
medium_variant,470,2017,81.012
medium_variant,470,2018,81.17
medium_variant,470,2019,81.326
medium_variant,470,2020,81.483
medium_variant,470,2021,81.64
medium_variant,470,2022,81.797
medium_variant,470,2023,81.955
medium_variant,470,2024,82.113
medium_variant,470,2025,82.273
medium_variant,470,2026,82.433
medium_variant,470,2027,82.593
medium_variant,470,2028,82.754
medium_variant,470,2029,82.914
medium_variant,470,2030,83.074
medium_variant,470,2031,83.233
medium_variant,470,2032,83.392
medium_variant,470,2033,83.55
medium_variant,470,2034,83.706
medium_variant,470,2035,83.861
medium_variant,470,2036,84.014
medium_variant,470,2037,84.165
medium_variant,470,2038,84.314
medium_variant,470,2039,84.46
medium_variant,470,2040,84.603
medium_variant,470,2041,84.744
medium_variant,470,2042,84.881
medium_variant,470,2043,85.016
medium_variant,470,2044,85.147
medium_variant,470,2045,85.276
medium_variant,470,2046,85.401
medium_variant,470,2047,85.524
medium_variant,470,2048,85.645
medium_variant,470,2049,85.764
medium_variant,470,2050,85.882
medium_variant,470,2051,85.999
medium_variant,470,2052,86.115
medium_variant,470,2053,86.231
medium_variant,470,2054,86.347
medium_variant,470,2055,86.463
medium_variant,470,2056,86.578
medium_variant,470,2057,86.694
medium_variant,470,2058,86.809
medium_variant,470,2059,86.924
medium_variant,470,2060,87.039
medium_variant,470,2061,87.155
medium_variant,470,2062,87.27
medium_variant,470,2063,87.387
medium_variant,470,2064,87.503
medium_variant,470,2065,87.62
medium_variant,470,2066,87.736
medium_variant,470,2067,87.852
medium_variant,470,2068,87.967
medium_variant,470,2069,88.081
medium_variant,470,2070,88.195
medium_variant,470,2071,88.309
medium_variant,470,2072,88.422
medium_variant,470,2073,88.536
medium_variant,470,2074,88.649
medium_variant,470,2075,88.763
medium_variant,470,2076,88.876
medium_variant,470,2077,88.988
medium_variant,470,2078,89.1
medium_variant,470,2079,89.21
medium_variant,470,2080,89.321
medium_variant,470,2081,89.431
medium_variant,470,2082,89.542
medium_variant,470,2083,89.655
medium_variant,470,2084,89.768
medium_variant,470,2085,89.882
medium_variant,470,2086,89.996
medium_variant,470,2087,90.11
medium_variant,470,2088,90.225
medium_variant,470,2089,90.338
medium_variant,470,2090,90.451
medium_variant,470,2091,90.564
medium_variant,470,2092,90.676
medium_variant,470,2093,90.789
medium_variant,470,2094,90.901
medium_variant,470,2095,91.013
medium_variant,470,2096,91.125
medium_variant,470,2097,91.237
medium_variant,470,2098,91.349
medium_variant,470,2099,91.461
