variant,country,year,lifeexpectancyatbirth
estimates,352,1950,71.668
estimates,352,1951,71.826
estimates,352,1952,72.125
estimates,352,1953,72.393
estimates,352,1954,72.631
estimates,352,1955,72.837
estimates,352,1956,73.012
estimates,352,1957,73.157
estimates,352,1958,73.273
estimates,352,1959,73.363
estimates,352,1960,73.427
estimates,352,1961,73.471
estimates,352,1962,73.499
estimates,352,1963,73.518
estimates,352,1964,73.535
estimates,352,1965,73.552
estimates,352,1966,73.571
estimates,352,1967,73.593
estimates,352,1968,73.625
estimates,352,1969,73.68
estimates,352,1970,73.779
estimates,352,1971,73.945
estimates,352,1972,74.186
estimates,352,1973,74.499
estimates,352,1974,74.869
estimates,352,1975,75.27
estimates,352,1976,75.665
estimates,352,1977,76.02
estimates,352,1978,76.314
estimates,352,1979,76.536
estimates,352,1980,76.692
estimates,352,1981,76.797
estimates,352,1982,76.882
estimates,352,1983,76.971
estimates,352,1984,77.076
estimates,352,1985,77.206
estimates,352,1986,77.36
estimates,352,1987,77.532
estimates,352,1988,77.713
estimates,352,1989,77.898
estimates,352,1990,78.078
estimates,352,1991,78.245
estimates,352,1992,78.392
estimates,352,1993,78.522
estimates,352,1994,78.64
estimates,352,1995,78.762
estimates,352,1996,78.907
estimates,352,1997,79.091
estimates,352,1998,79.319
estimates,352,1999,79.587
estimates,352,2000,79.882
estimates,352,2001,80.183
estimates,352,2002,80.466
estimates,352,2003,80.716
estimates,352,2004,80.927
estimates,352,2005,81.099
estimates,352,2006,81.241
estimates,352,2007,81.37
estimates,352,2008,81.501
estimates,352,2009,81.638
estimates,352,2010,81.785
estimates,352,2011,81.941
estimates,352,2012,82.102
estimates,352,2013,82.263
estimates,352,2014,82.425
estimates,352,2015,82.587
medium_variant,352,2015,82.587
medium_variant,352,2016,82.749
medium_variant,352,2017,82.912
medium_variant,352,2018,83.075
medium_variant,352,2019,83.239
medium_variant,352,2020,83.402
medium_variant,352,2021,83.563
medium_variant,352,2022,83.721
medium_variant,352,2023,83.877
medium_variant,352,2024,84.029
medium_variant,352,2025,84.177
medium_variant,352,2026,84.321
medium_variant,352,2027,84.461
medium_variant,352,2028,84.599
medium_variant,352,2029,84.734
medium_variant,352,2030,84.866
medium_variant,352,2031,84.996
medium_variant,352,2032,85.123
medium_variant,352,2033,85.247
medium_variant,352,2034,85.37
medium_variant,352,2035,85.49
medium_variant,352,2036,85.61
medium_variant,352,2037,85.728
medium_variant,352,2038,85.845
medium_variant,352,2039,85.961
medium_variant,352,2040,86.077
medium_variant,352,2041,86.191
medium_variant,352,2042,86.305
medium_variant,352,2043,86.418
medium_variant,352,2044,86.53
medium_variant,352,2045,86.642
medium_variant,352,2046,86.753
medium_variant,352,2047,86.863
medium_variant,352,2048,86.973
medium_variant,352,2049,87.084
medium_variant,352,2050,87.193
medium_variant,352,2051,87.303
medium_variant,352,2052,87.412
medium_variant,352,2053,87.52
medium_variant,352,2054,87.628
medium_variant,352,2055,87.735
medium_variant,352,2056,87.843
medium_variant,352,2057,87.951
medium_variant,352,2058,88.06
medium_variant,352,2059,88.17
medium_variant,352,2060,88.279
medium_variant,352,2061,88.389
medium_variant,352,2062,88.497
medium_variant,352,2063,88.604
medium_variant,352,2064,88.709
medium_variant,352,2065,88.814
medium_variant,352,2066,88.92
medium_variant,352,2067,89.027
medium_variant,352,2068,89.135
medium_variant,352,2069,89.244
medium_variant,352,2070,89.355
medium_variant,352,2071,89.466
medium_variant,352,2072,89.576
medium_variant,352,2073,89.686
medium_variant,352,2074,89.793
medium_variant,352,2075,89.9
medium_variant,352,2076,90.006
medium_variant,352,2077,90.112
medium_variant,352,2078,90.219
medium_variant,352,2079,90.327
medium_variant,352,2080,90.435
medium_variant,352,2081,90.543
medium_variant,352,2082,90.652
medium_variant,352,2083,90.76
medium_variant,352,2084,90.867
medium_variant,352,2085,90.973
medium_variant,352,2086,91.079
medium_variant,352,2087,91.185
medium_variant,352,2088,91.291
medium_variant,352,2089,91.396
medium_variant,352,2090,91.502
medium_variant,352,2091,91.607
medium_variant,352,2092,91.712
medium_variant,352,2093,91.816
medium_variant,352,2094,91.92
medium_variant,352,2095,92.024
medium_variant,352,2096,92.127
medium_variant,352,2097,92.23
medium_variant,352,2098,92.333
medium_variant,352,2099,92.434
