variant,country,year,lifeexpectancyatbirth
estimates,440,1950,57.649
estimates,440,1951,58.51
estimates,440,1952,60.165
estimates,440,1953,61.688
estimates,440,1954,63.078
estimates,440,1955,64.335
estimates,440,1956,65.462
estimates,440,1957,66.46
estimates,440,1958,67.334
estimates,440,1959,68.093
estimates,440,1960,68.745
estimates,440,1961,69.304
estimates,440,1962,69.782
estimates,440,1963,70.19
estimates,440,1964,70.54
estimates,440,1965,70.833
estimates,440,1966,71.067
estimates,440,1967,71.237
estimates,440,1968,71.342
estimates,440,1969,71.392
estimates,440,1970,71.391
estimates,440,1971,71.346
estimates,440,1972,71.267
estimates,440,1973,71.165
estimates,440,1974,71.051
estimates,440,1975,70.935
estimates,440,1976,70.819
estimates,440,1977,70.708
estimates,440,1978,70.608
estimates,440,1979,70.528
estimates,440,1980,70.492
estimates,440,1981,70.523
estimates,440,1982,70.625
estimates,440,1983,70.786
estimates,440,1984,70.986
estimates,440,1985,71.176
estimates,440,1986,71.299
estimates,440,1987,71.315
estimates,440,1988,71.208
estimates,440,1989,70.986
estimates,440,1990,70.682
estimates,440,1991,70.35
estimates,440,1992,70.054
estimates,440,1993,69.844
estimates,440,1994,69.745
estimates,440,1995,69.768
estimates,440,1996,69.909
estimates,440,1997,70.132
estimates,440,1998,70.399
estimates,440,1999,70.688
estimates,440,2000,70.967
estimates,440,2001,71.204
estimates,440,2002,71.391
estimates,440,2003,71.527
estimates,440,2004,71.618
estimates,440,2005,71.695
estimates,440,2006,71.796
estimates,440,2007,71.957
estimates,440,2008,72.197
estimates,440,2009,72.515
estimates,440,2010,72.891
estimates,440,2011,73.29
estimates,440,2012,73.672
estimates,440,2013,74.003
estimates,440,2014,74.273
estimates,440,2015,74.481
medium_variant,440,2015,74.481
medium_variant,440,2016,74.637
medium_variant,440,2017,74.768
medium_variant,440,2018,74.896
medium_variant,440,2019,75.029
medium_variant,440,2020,75.171
medium_variant,440,2021,75.324
medium_variant,440,2022,75.482
medium_variant,440,2023,75.64
medium_variant,440,2024,75.797
medium_variant,440,2025,75.954
medium_variant,440,2026,76.11
medium_variant,440,2027,76.265
medium_variant,440,2028,76.418
medium_variant,440,2029,76.571
medium_variant,440,2030,76.723
medium_variant,440,2031,76.874
medium_variant,440,2032,77.025
medium_variant,440,2033,77.176
medium_variant,440,2034,77.328
medium_variant,440,2035,77.479
medium_variant,440,2036,77.631
medium_variant,440,2037,77.782
medium_variant,440,2038,77.933
medium_variant,440,2039,78.083
medium_variant,440,2040,78.233
medium_variant,440,2041,78.383
medium_variant,440,2042,78.533
medium_variant,440,2043,78.683
medium_variant,440,2044,78.833
medium_variant,440,2045,78.983
medium_variant,440,2046,79.134
medium_variant,440,2047,79.285
medium_variant,440,2048,79.437
medium_variant,440,2049,79.589
medium_variant,440,2050,79.741
medium_variant,440,2051,79.894
medium_variant,440,2052,80.047
medium_variant,440,2053,80.199
medium_variant,440,2054,80.351
medium_variant,440,2055,80.502
medium_variant,440,2056,80.651
medium_variant,440,2057,80.799
medium_variant,440,2058,80.945
medium_variant,440,2059,81.089
medium_variant,440,2060,81.231
medium_variant,440,2061,81.371
medium_variant,440,2062,81.509
medium_variant,440,2063,81.646
medium_variant,440,2064,81.78
medium_variant,440,2065,81.913
medium_variant,440,2066,82.044
medium_variant,440,2067,82.173
medium_variant,440,2068,82.3
medium_variant,440,2069,82.425
medium_variant,440,2070,82.549
medium_variant,440,2071,82.671
medium_variant,440,2072,82.791
medium_variant,440,2073,82.909
medium_variant,440,2074,83.025
medium_variant,440,2075,83.14
medium_variant,440,2076,83.254
medium_variant,440,2077,83.366
medium_variant,440,2078,83.478
medium_variant,440,2079,83.588
medium_variant,440,2080,83.697
medium_variant,440,2081,83.806
medium_variant,440,2082,83.914
medium_variant,440,2083,84.021
medium_variant,440,2084,84.128
medium_variant,440,2085,84.234
medium_variant,440,2086,84.339
medium_variant,440,2087,84.444
medium_variant,440,2088,84.549
medium_variant,440,2089,84.654
medium_variant,440,2090,84.758
medium_variant,440,2091,84.861
medium_variant,440,2092,84.964
medium_variant,440,2093,85.066
medium_variant,440,2094,85.168
medium_variant,440,2095,85.269
medium_variant,440,2096,85.369
medium_variant,440,2097,85.468
medium_variant,440,2098,85.567
medium_variant,440,2099,85.665
