variant,country,year,lifeexpectancyatbirth
estimates,398,1950,54.174
estimates,398,1951,54.403
estimates,398,1952,54.86
estimates,398,1953,55.313
estimates,398,1954,55.763
estimates,398,1955,56.21
estimates,398,1956,56.654
estimates,398,1957,57.096
estimates,398,1958,57.536
estimates,398,1959,57.976
estimates,398,1960,58.417
estimates,398,1961,58.86
estimates,398,1962,59.305
estimates,398,1963,59.751
estimates,398,1964,60.194
estimates,398,1965,60.63
estimates,398,1966,61.054
estimates,398,1967,61.461
estimates,398,1968,61.847
estimates,398,1969,62.209
estimates,398,1970,62.541
estimates,398,1971,62.839
estimates,398,1972,63.106
estimates,398,1973,63.347
estimates,398,1974,63.57
estimates,398,1975,63.784
estimates,398,1976,64.002
estimates,398,1977,64.233
estimates,398,1978,64.483
estimates,398,1979,64.757
estimates,398,1980,65.067
estimates,398,1981,65.423
estimates,398,1982,65.816
estimates,398,1983,66.226
estimates,398,1984,66.624
estimates,398,1985,66.97
estimates,398,1986,67.215
estimates,398,1987,67.329
estimates,398,1988,67.296
estimates,398,1989,67.112
estimates,398,1990,66.775
estimates,398,1991,66.295
estimates,398,1992,65.717
estimates,398,1993,65.096
estimates,398,1994,64.481
estimates,398,1995,63.936
estimates,398,1996,63.52
estimates,398,1997,63.261
estimates,398,1998,63.168
estimates,398,1999,63.244
estimates,398,2000,63.466
estimates,398,2001,63.789
estimates,398,2002,64.156
estimates,398,2003,64.524
estimates,398,2004,64.875
estimates,398,2005,65.22
estimates,398,2006,65.587
estimates,398,2007,66.008
estimates,398,2008,66.496
estimates,398,2009,67.041
estimates,398,2010,67.613
estimates,398,2011,68.17
estimates,398,2012,68.676
estimates,398,2013,69.102
estimates,398,2014,69.439
estimates,398,2015,69.692
medium_variant,398,2015,69.692
medium_variant,398,2016,69.877
medium_variant,398,2017,70.027
medium_variant,398,2018,70.172
medium_variant,398,2019,70.323
medium_variant,398,2020,70.488
medium_variant,398,2021,70.668
medium_variant,398,2022,70.852
medium_variant,398,2023,71.034
medium_variant,398,2024,71.215
medium_variant,398,2025,71.394
medium_variant,398,2026,71.571
medium_variant,398,2027,71.748
medium_variant,398,2028,71.923
medium_variant,398,2029,72.098
medium_variant,398,2030,72.272
medium_variant,398,2031,72.446
medium_variant,398,2032,72.619
medium_variant,398,2033,72.792
medium_variant,398,2034,72.964
medium_variant,398,2035,73.135
medium_variant,398,2036,73.306
medium_variant,398,2037,73.477
medium_variant,398,2038,73.646
medium_variant,398,2039,73.816
medium_variant,398,2040,73.985
medium_variant,398,2041,74.153
medium_variant,398,2042,74.321
medium_variant,398,2043,74.489
medium_variant,398,2044,74.655
medium_variant,398,2045,74.822
medium_variant,398,2046,74.989
medium_variant,398,2047,75.155
medium_variant,398,2048,75.321
medium_variant,398,2049,75.488
medium_variant,398,2050,75.654
medium_variant,398,2051,75.82
medium_variant,398,2052,75.985
medium_variant,398,2053,76.15
medium_variant,398,2054,76.315
medium_variant,398,2055,76.479
medium_variant,398,2056,76.641
medium_variant,398,2057,76.803
medium_variant,398,2058,76.965
medium_variant,398,2059,77.125
medium_variant,398,2060,77.286
medium_variant,398,2061,77.447
medium_variant,398,2062,77.609
medium_variant,398,2063,77.771
medium_variant,398,2064,77.934
medium_variant,398,2065,78.097
medium_variant,398,2066,78.259
medium_variant,398,2067,78.421
medium_variant,398,2068,78.581
medium_variant,398,2069,78.74
medium_variant,398,2070,78.899
medium_variant,398,2071,79.058
medium_variant,398,2072,79.219
medium_variant,398,2073,79.381
medium_variant,398,2074,79.546
medium_variant,398,2075,79.711
medium_variant,398,2076,79.877
medium_variant,398,2077,80.043
medium_variant,398,2078,80.207
medium_variant,398,2079,80.369
medium_variant,398,2080,80.529
medium_variant,398,2081,80.688
medium_variant,398,2082,80.847
medium_variant,398,2083,81.005
medium_variant,398,2084,81.162
medium_variant,398,2085,81.319
medium_variant,398,2086,81.476
medium_variant,398,2087,81.631
medium_variant,398,2088,81.785
medium_variant,398,2089,81.937
medium_variant,398,2090,82.087
medium_variant,398,2091,82.234
medium_variant,398,2092,82.379
medium_variant,398,2093,82.521
medium_variant,398,2094,82.66
medium_variant,398,2095,82.797
medium_variant,398,2096,82.93
medium_variant,398,2097,83.061
medium_variant,398,2098,83.189
medium_variant,398,2099,83.314
