variant,country,year,lifeexpectancyatbirth
estimates,388,1950,56.694
estimates,388,1951,57.19
estimates,388,1952,58.162
estimates,388,1953,59.091
estimates,388,1954,59.979
estimates,388,1955,60.823
estimates,388,1956,61.625
estimates,388,1957,62.383
estimates,388,1958,63.098
estimates,388,1959,63.766
estimates,388,1960,64.387
estimates,388,1961,64.96
estimates,388,1962,65.484
estimates,388,1963,65.962
estimates,388,1964,66.396
estimates,388,1965,66.789
estimates,388,1966,67.144
estimates,388,1967,67.466
estimates,388,1968,67.763
estimates,388,1969,68.045
estimates,388,1970,68.324
estimates,388,1971,68.609
estimates,388,1972,68.907
estimates,388,1973,69.219
estimates,388,1974,69.546
estimates,388,1975,69.885
estimates,388,1976,70.235
estimates,388,1977,70.583
estimates,388,1978,70.919
estimates,388,1979,71.231
estimates,388,1980,71.509
estimates,388,1981,71.739
estimates,388,1982,71.92
estimates,388,1983,72.052
estimates,388,1984,72.135
estimates,388,1985,72.175
estimates,388,1986,72.179
estimates,388,1987,72.16
estimates,388,1988,72.129
estimates,388,1989,72.096
estimates,388,1990,72.065
estimates,388,1991,72.039
estimates,388,1992,72.015
estimates,388,1993,71.996
estimates,388,1994,71.986
estimates,388,1995,71.99
estimates,388,1996,72.011
estimates,388,1997,72.052
estimates,388,1998,72.116
estimates,388,1999,72.205
estimates,388,2000,72.327
estimates,388,2001,72.487
estimates,388,2002,72.683
estimates,388,2003,72.911
estimates,388,2004,73.167
estimates,388,2005,73.446
estimates,388,2006,73.739
estimates,388,2007,74.038
estimates,388,2008,74.334
estimates,388,2009,74.619
estimates,388,2010,74.883
estimates,388,2011,75.122
estimates,388,2012,75.334
estimates,388,2013,75.523
estimates,388,2014,75.689
estimates,388,2015,75.836
medium_variant,388,2015,75.836
medium_variant,388,2016,75.97
medium_variant,388,2017,76.097
medium_variant,388,2018,76.224
medium_variant,388,2019,76.354
medium_variant,388,2020,76.488
medium_variant,388,2021,76.626
medium_variant,388,2022,76.765
medium_variant,388,2023,76.903
medium_variant,388,2024,77.04
medium_variant,388,2025,77.176
medium_variant,388,2026,77.312
medium_variant,388,2027,77.447
medium_variant,388,2028,77.583
medium_variant,388,2029,77.72
medium_variant,388,2030,77.858
medium_variant,388,2031,77.996
medium_variant,388,2032,78.136
medium_variant,388,2033,78.276
medium_variant,388,2034,78.417
medium_variant,388,2035,78.558
medium_variant,388,2036,78.7
medium_variant,388,2037,78.841
medium_variant,388,2038,78.984
medium_variant,388,2039,79.126
medium_variant,388,2040,79.268
medium_variant,388,2041,79.411
medium_variant,388,2042,79.554
medium_variant,388,2043,79.696
medium_variant,388,2044,79.839
medium_variant,388,2045,79.982
medium_variant,388,2046,80.124
medium_variant,388,2047,80.267
medium_variant,388,2048,80.409
medium_variant,388,2049,80.551
medium_variant,388,2050,80.693
medium_variant,388,2051,80.837
medium_variant,388,2052,80.981
medium_variant,388,2053,81.127
medium_variant,388,2054,81.273
medium_variant,388,2055,81.42
medium_variant,388,2056,81.567
medium_variant,388,2057,81.713
medium_variant,388,2058,81.857
medium_variant,388,2059,82.001
medium_variant,388,2060,82.143
medium_variant,388,2061,82.284
medium_variant,388,2062,82.426
medium_variant,388,2063,82.567
medium_variant,388,2064,82.708
medium_variant,388,2065,82.849
medium_variant,388,2066,82.99
medium_variant,388,2067,83.129
medium_variant,388,2068,83.267
medium_variant,388,2069,83.403
medium_variant,388,2070,83.537
medium_variant,388,2071,83.669
medium_variant,388,2072,83.8
medium_variant,388,2073,83.93
medium_variant,388,2074,84.059
medium_variant,388,2075,84.186
medium_variant,388,2076,84.311
medium_variant,388,2077,84.434
medium_variant,388,2078,84.555
medium_variant,388,2079,84.673
medium_variant,388,2080,84.79
medium_variant,388,2081,84.905
medium_variant,388,2082,85.02
medium_variant,388,2083,85.133
medium_variant,388,2084,85.246
medium_variant,388,2085,85.358
medium_variant,388,2086,85.47
medium_variant,388,2087,85.58
medium_variant,388,2088,85.69
medium_variant,388,2089,85.798
medium_variant,388,2090,85.906
medium_variant,388,2091,86.013
medium_variant,388,2092,86.119
medium_variant,388,2093,86.225
medium_variant,388,2094,86.33
medium_variant,388,2095,86.435
medium_variant,388,2096,86.539
medium_variant,388,2097,86.643
medium_variant,388,2098,86.746
medium_variant,388,2099,86.849
