variant,country,year,lifeexpectancyatbirth
estimates,752,1950,71.334
estimates,752,1951,71.475
estimates,752,1952,71.749
estimates,752,1953,72.002
estimates,752,1954,72.234
estimates,752,1955,72.446
estimates,752,1956,72.638
estimates,752,1957,72.81
estimates,752,1958,72.965
estimates,752,1959,73.104
estimates,752,1960,73.231
estimates,752,1961,73.35
estimates,752,1962,73.463
estimates,752,1963,73.576
estimates,752,1964,73.691
estimates,752,1965,73.81
estimates,752,1966,73.935
estimates,752,1967,74.064
estimates,752,1968,74.195
estimates,752,1969,74.328
estimates,752,1970,74.46
estimates,752,1971,74.586
estimates,752,1972,74.705
estimates,752,1973,74.817
estimates,752,1974,74.926
estimates,752,1975,75.038
estimates,752,1976,75.163
estimates,752,1977,75.306
estimates,752,1978,75.471
estimates,752,1979,75.655
estimates,752,1980,75.854
estimates,752,1981,76.057
estimates,752,1982,76.256
estimates,752,1983,76.444
estimates,752,1984,76.618
estimates,752,1985,76.781
estimates,752,1986,76.938
estimates,752,1987,77.098
estimates,752,1988,77.265
estimates,752,1989,77.445
estimates,752,1990,77.637
estimates,752,1991,77.845
estimates,752,1992,78.063
estimates,752,1993,78.288
estimates,752,1994,78.517
estimates,752,1995,78.743
estimates,752,1996,78.963
estimates,752,1997,79.171
estimates,752,1998,79.367
estimates,752,1999,79.551
estimates,752,2000,79.725
estimates,752,2001,79.894
estimates,752,2002,80.062
estimates,752,2003,80.235
estimates,752,2004,80.413
estimates,752,2005,80.596
estimates,752,2006,80.781
estimates,752,2007,80.964
estimates,752,2008,81.143
estimates,752,2009,81.317
estimates,752,2010,81.486
estimates,752,2011,81.65
estimates,752,2012,81.813
estimates,752,2013,81.975
estimates,752,2014,82.136
estimates,752,2015,82.299
medium_variant,752,2015,82.299
medium_variant,752,2016,82.462
medium_variant,752,2017,82.625
medium_variant,752,2018,82.788
medium_variant,752,2019,82.951
medium_variant,752,2020,83.114
medium_variant,752,2021,83.276
medium_variant,752,2022,83.438
medium_variant,752,2023,83.598
medium_variant,752,2024,83.757
medium_variant,752,2025,83.913
medium_variant,752,2026,84.065
medium_variant,752,2027,84.213
medium_variant,752,2028,84.357
medium_variant,752,2029,84.497
medium_variant,752,2030,84.632
medium_variant,752,2031,84.764
medium_variant,752,2032,84.893
medium_variant,752,2033,85.02
medium_variant,752,2034,85.146
medium_variant,752,2035,85.271
medium_variant,752,2036,85.394
medium_variant,752,2037,85.516
medium_variant,752,2038,85.637
medium_variant,752,2039,85.756
medium_variant,752,2040,85.874
medium_variant,752,2041,85.993
medium_variant,752,2042,86.111
medium_variant,752,2043,86.23
medium_variant,752,2044,86.349
medium_variant,752,2045,86.468
medium_variant,752,2046,86.587
medium_variant,752,2047,86.704
medium_variant,752,2048,86.82
medium_variant,752,2049,86.934
medium_variant,752,2050,87.047
medium_variant,752,2051,87.159
medium_variant,752,2052,87.271
medium_variant,752,2053,87.383
medium_variant,752,2054,87.495
medium_variant,752,2055,87.607
medium_variant,752,2056,87.721
medium_variant,752,2057,87.834
medium_variant,752,2058,87.948
medium_variant,752,2059,88.063
medium_variant,752,2060,88.177
medium_variant,752,2061,88.292
medium_variant,752,2062,88.406
medium_variant,752,2063,88.52
medium_variant,752,2064,88.634
medium_variant,752,2065,88.747
medium_variant,752,2066,88.859
medium_variant,752,2067,88.971
medium_variant,752,2068,89.082
medium_variant,752,2069,89.192
medium_variant,752,2070,89.302
medium_variant,752,2071,89.412
medium_variant,752,2072,89.522
medium_variant,752,2073,89.632
medium_variant,752,2074,89.742
medium_variant,752,2075,89.853
medium_variant,752,2076,89.966
medium_variant,752,2077,90.079
medium_variant,752,2078,90.194
medium_variant,752,2079,90.309
medium_variant,752,2080,90.425
medium_variant,752,2081,90.54
medium_variant,752,2082,90.654
medium_variant,752,2083,90.767
medium_variant,752,2084,90.878
medium_variant,752,2085,90.989
medium_variant,752,2086,91.099
medium_variant,752,2087,91.208
medium_variant,752,2088,91.319
medium_variant,752,2089,91.43
medium_variant,752,2090,91.542
medium_variant,752,2091,91.654
medium_variant,752,2092,91.767
medium_variant,752,2093,91.879
medium_variant,752,2094,91.991
medium_variant,752,2095,92.102
medium_variant,752,2096,92.213
medium_variant,752,2097,92.323
medium_variant,752,2098,92.432
medium_variant,752,2099,92.541
