variant,country,year,lifeexpectancyatbirth
estimates,368,1950,34.865
estimates,368,1951,35.658
estimates,368,1952,37.217
estimates,368,1953,38.727
estimates,368,1954,40.188
estimates,368,1955,41.599
estimates,368,1956,42.963
estimates,368,1957,44.281
estimates,368,1958,45.559
estimates,368,1959,46.803
estimates,368,1960,48.022
estimates,368,1961,49.222
estimates,368,1962,50.409
estimates,368,1963,51.58
estimates,368,1964,52.73
estimates,368,1965,53.839
estimates,368,1966,54.885
estimates,368,1967,55.85
estimates,368,1968,56.723
estimates,368,1969,57.5
estimates,368,1970,58.199
estimates,368,1971,58.849
estimates,368,1972,59.47
estimates,368,1973,60.062
estimates,368,1974,60.611
estimates,368,1975,61.046
estimates,368,1976,61.276
estimates,368,1977,61.263
estimates,368,1978,61.018
estimates,368,1979,60.598
estimates,368,1980,60.127
estimates,368,1981,59.766
estimates,368,1982,59.647
estimates,368,1983,59.85
estimates,368,1984,60.393
estimates,368,1985,61.236
estimates,368,1986,62.285
estimates,368,1987,63.393
estimates,368,1988,64.436
estimates,368,1989,65.354
estimates,368,1990,66.118
estimates,368,1991,66.735
estimates,368,1992,67.256
estimates,368,1993,67.722
estimates,368,1994,68.134
estimates,368,1995,68.489
estimates,368,1996,68.776
estimates,368,1997,68.987
estimates,368,1998,69.122
estimates,368,1999,69.183
estimates,368,2000,69.169
estimates,368,2001,69.081
estimates,368,2002,68.932
estimates,368,2003,68.742
estimates,368,2004,68.537
estimates,368,2005,68.35
estimates,368,2006,68.217
estimates,368,2007,68.156
estimates,368,2008,68.177
estimates,368,2009,68.283
estimates,368,2010,68.465
estimates,368,2011,68.702
estimates,368,2012,68.963
estimates,368,2013,69.219
estimates,368,2014,69.458
estimates,368,2015,69.672
medium_variant,368,2015,69.672
medium_variant,368,2016,69.862
medium_variant,368,2017,70.038
medium_variant,368,2018,70.209
medium_variant,368,2019,70.377
medium_variant,368,2020,70.542
medium_variant,368,2021,70.704
medium_variant,368,2022,70.864
medium_variant,368,2023,71.021
medium_variant,368,2024,71.176
medium_variant,368,2025,71.327
medium_variant,368,2026,71.477
medium_variant,368,2027,71.624
medium_variant,368,2028,71.768
medium_variant,368,2029,71.909
medium_variant,368,2030,72.048
medium_variant,368,2031,72.185
medium_variant,368,2032,72.321
medium_variant,368,2033,72.454
medium_variant,368,2034,72.587
medium_variant,368,2035,72.72
medium_variant,368,2036,72.852
medium_variant,368,2037,72.985
medium_variant,368,2038,73.119
medium_variant,368,2039,73.252
medium_variant,368,2040,73.387
medium_variant,368,2041,73.521
medium_variant,368,2042,73.655
medium_variant,368,2043,73.787
medium_variant,368,2044,73.919
medium_variant,368,2045,74.051
medium_variant,368,2046,74.181
medium_variant,368,2047,74.312
medium_variant,368,2048,74.443
medium_variant,368,2049,74.574
medium_variant,368,2050,74.706
medium_variant,368,2051,74.838
medium_variant,368,2052,74.969
medium_variant,368,2053,75.1
medium_variant,368,2054,75.231
medium_variant,368,2055,75.362
medium_variant,368,2056,75.493
medium_variant,368,2057,75.625
medium_variant,368,2058,75.758
medium_variant,368,2059,75.891
medium_variant,368,2060,76.026
medium_variant,368,2061,76.161
medium_variant,368,2062,76.297
medium_variant,368,2063,76.432
medium_variant,368,2064,76.568
medium_variant,368,2065,76.704
medium_variant,368,2066,76.839
medium_variant,368,2067,76.973
medium_variant,368,2068,77.108
medium_variant,368,2069,77.242
medium_variant,368,2070,77.376
medium_variant,368,2071,77.511
medium_variant,368,2072,77.647
medium_variant,368,2073,77.783
medium_variant,368,2074,77.92
medium_variant,368,2075,78.058
medium_variant,368,2076,78.196
medium_variant,368,2077,78.335
medium_variant,368,2078,78.473
medium_variant,368,2079,78.61
medium_variant,368,2080,78.748
medium_variant,368,2081,78.886
medium_variant,368,2082,79.025
medium_variant,368,2083,79.164
medium_variant,368,2084,79.305
medium_variant,368,2085,79.447
medium_variant,368,2086,79.589
medium_variant,368,2087,79.733
medium_variant,368,2088,79.877
medium_variant,368,2089,80.021
medium_variant,368,2090,80.166
medium_variant,368,2091,80.309
medium_variant,368,2092,80.453
medium_variant,368,2093,80.596
medium_variant,368,2094,80.738
medium_variant,368,2095,80.88
medium_variant,368,2096,81.021
medium_variant,368,2097,81.161
medium_variant,368,2098,81.3
medium_variant,368,2099,81.439
