variant,country,year,gender,potentialsupport2064_65
estimates,246,1950,male,10.518
estimates,246,1951,male,10.369
estimates,246,1952,male,10.242
estimates,246,1953,male,10.142
estimates,246,1954,male,10.078
estimates,246,1955,male,10.051
estimates,246,1956,male,9.884
estimates,246,1957,male,9.757
estimates,246,1958,male,9.655
estimates,246,1959,male,9.56
estimates,246,1960,male,9.464
estimates,246,1961,male,9.26
estimates,246,1962,male,9.073
estimates,246,1963,male,8.91
estimates,246,1964,male,8.779
estimates,246,1965,male,8.682
estimates,246,1966,male,8.514
estimates,246,1967,male,8.393
estimates,246,1968,male,8.298
estimates,246,1969,male,8.2
estimates,246,1970,male,8.088
estimates,246,1971,male,7.896
estimates,246,1972,male,7.72
estimates,246,1973,male,7.565
estimates,246,1974,male,7.44
estimates,246,1975,male,7.347
estimates,246,1976,male,7.171
estimates,246,1977,male,7.023
estimates,246,1978,male,6.908
estimates,246,1979,male,6.839
estimates,246,1980,male,6.82
estimates,246,1981,male,6.795
estimates,246,1982,male,6.815
estimates,246,1983,male,6.859
estimates,246,1984,male,6.897
estimates,246,1985,male,6.909
estimates,246,1986,male,6.834
estimates,246,1987,male,6.75
estimates,246,1988,male,6.658
estimates,246,1989,male,6.56
estimates,246,1990,male,6.455
estimates,246,1991,male,6.297
estimates,246,1992,male,6.14
estimates,246,1993,male,5.992
estimates,246,1994,male,5.866
estimates,246,1995,male,5.768
estimates,246,1996,male,5.641
estimates,246,1997,male,5.539
estimates,246,1998,male,5.453
estimates,246,1999,male,5.375
estimates,246,2000,male,5.297
estimates,246,2001,male,5.183
estimates,246,2002,male,5.072
estimates,246,2003,male,4.965
estimates,246,2004,male,4.864
estimates,246,2005,male,4.77
estimates,246,2006,male,4.681
estimates,246,2007,male,4.601
estimates,246,2008,male,4.513
estimates,246,2009,male,4.396
estimates,246,2010,male,4.242
estimates,246,2011,male,4.052
estimates,246,2012,male,3.85
estimates,246,2013,male,3.653
estimates,246,2014,male,3.48
estimates,246,2015,male,3.338
medium_variant,246,2015,male,3.338
medium_variant,246,2016,male,3.209
medium_variant,246,2017,male,3.103
medium_variant,246,2018,male,3.012
medium_variant,246,2019,male,2.931
medium_variant,246,2020,male,2.857
medium_variant,246,2021,male,2.787
medium_variant,246,2022,male,2.725
medium_variant,246,2023,male,2.67
medium_variant,246,2024,male,2.618
medium_variant,246,2025,male,2.568
medium_variant,246,2026,male,2.522
medium_variant,246,2027,male,2.48
medium_variant,246,2028,male,2.441
medium_variant,246,2029,male,2.406
medium_variant,246,2030,male,2.375
medium_variant,246,2031,male,2.351
medium_variant,246,2032,male,2.331
medium_variant,246,2033,male,2.315
medium_variant,246,2034,male,2.305
medium_variant,246,2035,male,2.3
medium_variant,246,2036,male,2.304
medium_variant,246,2037,male,2.315
medium_variant,246,2038,male,2.328
medium_variant,246,2039,male,2.34
medium_variant,246,2040,male,2.346
medium_variant,246,2041,male,2.348
medium_variant,246,2042,male,2.348
medium_variant,246,2043,male,2.345
medium_variant,246,2044,male,2.339
medium_variant,246,2045,male,2.332
medium_variant,246,2046,male,2.321
medium_variant,246,2047,male,2.31
medium_variant,246,2048,male,2.298
medium_variant,246,2049,male,2.285
medium_variant,246,2050,male,2.271
medium_variant,246,2051,male,2.26
medium_variant,246,2052,male,2.251
medium_variant,246,2053,male,2.242
medium_variant,246,2054,male,2.23
medium_variant,246,2055,male,2.213
medium_variant,246,2056,male,2.194
medium_variant,246,2057,male,2.173
medium_variant,246,2058,male,2.151
medium_variant,246,2059,male,2.13
medium_variant,246,2060,male,2.112
medium_variant,246,2061,male,2.101
medium_variant,246,2062,male,2.093
medium_variant,246,2063,male,2.087
medium_variant,246,2064,male,2.081
medium_variant,246,2065,male,2.073
medium_variant,246,2066,male,2.071
medium_variant,246,2067,male,2.069
medium_variant,246,2068,male,2.065
medium_variant,246,2069,male,2.058
medium_variant,246,2070,male,2.048
medium_variant,246,2071,male,2.041
medium_variant,246,2072,male,2.031
medium_variant,246,2073,male,2.02
medium_variant,246,2074,male,2.007
medium_variant,246,2075,male,1.993
medium_variant,246,2076,male,1.985
medium_variant,246,2077,male,1.978
medium_variant,246,2078,male,1.97
medium_variant,246,2079,male,1.96
medium_variant,246,2080,male,1.947
medium_variant,246,2081,male,1.939
medium_variant,246,2082,male,1.93
medium_variant,246,2083,male,1.919
medium_variant,246,2084,male,1.906
medium_variant,246,2085,male,1.89
medium_variant,246,2086,male,1.88
medium_variant,246,2087,male,1.87
medium_variant,246,2088,male,1.859
medium_variant,246,2089,male,1.846
medium_variant,246,2090,male,1.832
medium_variant,246,2091,male,1.824
medium_variant,246,2092,male,1.816
medium_variant,246,2093,male,1.806
medium_variant,246,2094,male,1.795
medium_variant,246,2095,male,1.781
medium_variant,246,2096,male,1.775
medium_variant,246,2097,male,1.769
medium_variant,246,2098,male,1.761
medium_variant,246,2099,male,1.751
medium_variant,246,2100,male,1.739
estimates,246,1950,female,7.139
estimates,246,1951,female,7.026
estimates,246,1952,female,6.914
estimates,246,1953,female,6.809
estimates,246,1954,female,6.717
estimates,246,1955,female,6.643
estimates,246,1956,female,6.535
estimates,246,1957,female,6.448
estimates,246,1958,female,6.367
estimates,246,1959,female,6.278
estimates,246,1960,female,6.173
estimates,246,1961,female,6.049
estimates,246,1962,female,5.919
estimates,246,1963,female,5.791
estimates,246,1964,female,5.676
estimates,246,1965,female,5.58
estimates,246,1966,female,5.473
estimates,246,1967,female,5.384
estimates,246,1968,female,5.299
estimates,246,1969,female,5.203
