variant,global,year,gender,dependencyratio2569
estimates,900,1950,male,127.951
estimates,900,1951,male,129.066
estimates,900,1952,male,129.973
estimates,900,1953,male,130.558
estimates,900,1954,male,130.817
estimates,900,1955,male,130.858
estimates,900,1956,male,132.06
estimates,900,1957,male,132.808
estimates,900,1958,male,133.32
estimates,900,1959,male,133.755
estimates,900,1960,male,134.178
estimates,900,1961,male,134.845
estimates,900,1962,male,135.673
estimates,900,1963,male,136.552
estimates,900,1964,male,137.358
estimates,900,1965,male,138.089
estimates,900,1966,male,139.8
estimates,900,1967,male,141.26
estimates,900,1968,male,142.473
estimates,900,1969,male,143.451
estimates,900,1970,male,144.167
estimates,900,1971,male,145.158
estimates,900,1972,male,145.765
estimates,900,1973,male,145.946
estimates,900,1974,male,145.609
estimates,900,1975,male,144.744
estimates,900,1976,male,144.129
estimates,900,1977,male,142.943
estimates,900,1978,male,141.388
estimates,900,1979,male,139.763
estimates,900,1980,male,138.248
estimates,900,1981,male,137.154
estimates,900,1982,male,136.208
estimates,900,1983,male,135.259
estimates,900,1984,male,134.102
estimates,900,1985,male,132.666
estimates,900,1986,male,131.721
estimates,900,1987,male,130.497
estimates,900,1988,male,129.063
estimates,900,1989,male,127.47
estimates,900,1990,male,125.73
estimates,900,1991,male,124.45
estimates,900,1992,male,122.801
estimates,900,1993,male,120.95
estimates,900,1994,male,119.097
estimates,900,1995,male,117.342
estimates,900,1996,male,115.679
estimates,900,1997,male,114.19
estimates,900,1998,male,112.788
estimates,900,1999,male,111.369
estimates,900,2000,male,109.918
estimates,900,2001,male,108.92
estimates,900,2002,male,107.886
estimates,900,2003,male,106.8
estimates,900,2004,male,105.66
estimates,900,2005,male,104.458
estimates,900,2006,male,103.525
estimates,900,2007,male,102.48
estimates,900,2008,male,101.327
estimates,900,2009,male,100.047
estimates,900,2010,male,98.649
estimates,900,2011,male,97.404
estimates,900,2012,male,96.02
estimates,900,2013,male,94.597
estimates,900,2014,male,93.249
estimates,900,2015,male,92.041
medium_variant,900,2015,male,92.041
medium_variant,900,2016,male,91.175
medium_variant,900,2017,male,90.387
medium_variant,900,2018,male,89.686
medium_variant,900,2019,male,89.078
medium_variant,900,2020,male,88.566
medium_variant,900,2021,male,88.354
medium_variant,900,2022,male,88.217
medium_variant,900,2023,male,88.104
medium_variant,900,2024,male,87.953
medium_variant,900,2025,male,87.735
medium_variant,900,2026,male,87.679
medium_variant,900,2027,male,87.54
medium_variant,900,2028,male,87.34
