variant,global,year,gender,dependencyratio2569
medium_variant,900,2029,male,87.107
medium_variant,900,2030,male,86.861
medium_variant,900,2031,male,86.805
medium_variant,900,2032,male,86.697
medium_variant,900,2033,male,86.545
medium_variant,900,2034,male,86.36
medium_variant,900,2035,male,86.154
medium_variant,900,2036,male,86.119
medium_variant,900,2037,male,86.033
medium_variant,900,2038,male,85.907
medium_variant,900,2039,male,85.751
medium_variant,900,2040,male,85.575
medium_variant,900,2041,male,85.565
medium_variant,900,2042,male,85.512
medium_variant,900,2043,male,85.417
medium_variant,900,2044,male,85.272
medium_variant,900,2045,male,85.077
medium_variant,900,2046,male,85.023
medium_variant,900,2047,male,84.898
medium_variant,900,2048,male,84.733
medium_variant,900,2049,male,84.564
medium_variant,900,2050,male,84.416
medium_variant,900,2051,male,84.461
medium_variant,900,2052,male,84.481
medium_variant,900,2053,male,84.5
medium_variant,900,2054,male,84.545
medium_variant,900,2055,male,84.631
medium_variant,900,2056,male,84.927
medium_variant,900,2057,male,85.227
medium_variant,900,2058,male,85.504
medium_variant,900,2059,male,85.721
medium_variant,900,2060,male,85.858
medium_variant,900,2061,male,86.087
medium_variant,900,2062,male,86.211
medium_variant,900,2063,male,86.246
medium_variant,900,2064,male,86.211
medium_variant,900,2065,male,86.124
medium_variant,900,2066,male,86.139
medium_variant,900,2067,male,86.064
medium_variant,900,2068,male,85.925
medium_variant,900,2069,male,85.754
medium_variant,900,2070,male,85.578
medium_variant,900,2071,male,85.53
medium_variant,900,2072,male,85.438
medium_variant,900,2073,male,85.325
medium_variant,900,2074,male,85.21
medium_variant,900,2075,male,85.109
medium_variant,900,2076,male,85.149
medium_variant,900,2077,male,85.165
medium_variant,900,2078,male,85.169
medium_variant,900,2079,male,85.171
medium_variant,900,2080,male,85.185
medium_variant,900,2081,male,85.338
medium_variant,900,2082,male,85.459
medium_variant,900,2083,male,85.554
medium_variant,900,2084,male,85.63
medium_variant,900,2085,male,85.699
medium_variant,900,2086,male,85.871
medium_variant,900,2087,male,85.988
medium_variant,900,2088,male,86.07
medium_variant,900,2089,male,86.129
medium_variant,900,2090,male,86.179
medium_variant,900,2091,male,86.3
medium_variant,900,2092,male,86.368
medium_variant,900,2093,male,86.398
medium_variant,900,2094,male,86.407
medium_variant,900,2095,male,86.41
medium_variant,900,2096,male,86.475
medium_variant,900,2097,male,86.494
medium_variant,900,2098,male,86.484
medium_variant,900,2099,male,86.462
medium_variant,900,2100,male,86.442
estimates,900,1950,female,120.421
estimates,900,1951,female,121.51
estimates,900,1952,female,122.446
estimates,900,1953,female,123.169
estimates,900,1954,female,123.648
estimates,900,1955,female,123.941
estimates,900,1956,female,125.115
estimates,900,1957,female,125.935
estimates,900,1958,female,126.584
estimates,900,1959,female,127.185
estimates,900,1960,female,127.781
estimates,900,1961,female,128.608
estimates,900,1962,female,129.559
estimates,900,1963,female,130.558
estimates,900,1964,female,131.531
estimates,900,1965,female,132.488
estimates,900,1966,female,134.332
estimates,900,1967,female,136.005
estimates,900,1968,female,137.5
estimates,900,1969,female,138.78
estimates,900,1970,female,139.784
estimates,900,1971,female,140.905
estimates,900,1972,female,141.623
estimates,900,1973,female,141.935
estimates,900,1974,female,141.806
estimates,900,1975,female,141.243
estimates,900,1976,female,140.746
estimates,900,1977,female,139.771
estimates,900,1978,female,138.489
estimates,900,1979,female,137.151
estimates,900,1980,female,135.912
estimates,900,1981,female,135.045
estimates,900,1982,female,134.302
estimates,900,1983,female,133.547
estimates,900,1984,female,132.58
estimates,900,1985,female,131.329
estimates,900,1986,female,130.434
estimates,900,1987,female,129.235
estimates,900,1988,female,127.822
estimates,900,1989,female,126.266
estimates,900,1990,female,124.59
estimates,900,1991,female,123.298
estimates,900,1992,female,121.658
estimates,900,1993,female,119.825
estimates,900,1994,female,117.99
estimates,900,1995,female,116.25
estimates,900,1996,female,114.507
estimates,900,1997,female,112.954
estimates,900,1998,female,111.506
estimates,900,1999,female,110.046
estimates,900,2000,female,108.553
estimates,900,2001,female,107.514
estimates,900,2002,female,106.415
estimates,900,2003,female,105.262
estimates,900,2004,female,104.074
estimates,900,2005,female,102.858
estimates,900,2006,female,101.846
estimates,900,2007,female,100.756
estimates,900,2008,female,99.587
estimates,900,2009,female,98.304
estimates,900,2010,female,96.91
estimates,900,2011,female,95.598
estimates,900,2012,female,94.163
estimates,900,2013,female,92.713
estimates,900,2014,female,91.38
estimates,900,2015,female,90.235
medium_variant,900,2015,female,90.235
medium_variant,900,2016,female,89.38
medium_variant,900,2017,female,88.652
medium_variant,900,2018,female,88.05
medium_variant,900,2019,female,87.572
medium_variant,900,2020,female,87.212
medium_variant,900,2021,female,87.083
medium_variant,900,2022,female,87.051
medium_variant,900,2023,female,87.072
medium_variant,900,2024,female,87.086
medium_variant,900,2025,female,87.065
medium_variant,900,2026,female,87.14
medium_variant,900,2027,female,87.155
medium_variant,900,2028,female,87.132
medium_variant,900,2029,female,87.1
medium_variant,900,2030,female,87.078
medium_variant,900,2031,female,87.169
medium_variant,900,2032,female,87.225
medium_variant,900,2033,female,87.258
medium_variant,900,2034,female,87.284
medium_variant,900,2035,female,87.314
medium_variant,900,2036,female,87.43
medium_variant,900,2037,female,87.517
medium_variant,900,2038,female,87.583
medium_variant,900,2039,female,87.635
medium_variant,900,2040,female,87.679
medium_variant,900,2041,female,87.798
medium_variant,900,2042,female,87.883
medium_variant,900,2043,female,87.937
medium_variant,900,2044,female,87.958
medium_variant,900,2045,female,87.952
medium_variant,900,2046,female,88
medium_variant,900,2047,female,87.988
medium_variant,900,2048,female,87.951
medium_variant,900,2049,female,87.93
medium_variant,900,2050,female,87.957
medium_variant,900,2051,female,88.086
medium_variant,900,2052,female,88.211
medium_variant,900,2053,female,88.353
medium_variant,900,2054,female,88.541
medium_variant,900,2055,female,88.789
medium_variant,900,2056,female,89.151
medium_variant,900,2057,female,89.53
medium_variant,900,2058,female,89.898
medium_variant,900,2059,female,90.213
medium_variant,900,2060,female,90.456
medium_variant,900,2061,female,90.68
medium_variant,900,2062,female,90.795
medium_variant,900,2063,female,90.825
medium_variant,900,2064,female,90.799
medium_variant,900,2065,female,90.742
medium_variant,900,2066,female,90.685
medium_variant,900,2067,female,90.551
medium_variant,900,2068,female,90.369
medium_variant,900,2069,female,90.177
medium_variant,900,2070,female,90.003
medium_variant,900,2071,female,89.863
medium_variant,900,2072,female,89.697
medium_variant,900,2073,female,89.534
medium_variant,900,2074,female,89.395
medium_variant,900,2075,female,89.3
medium_variant,900,2076,female,89.259
medium_variant,900,2077,female,89.217
medium_variant,900,2078,female,89.188
medium_variant,900,2079,female,89.184
medium_variant,900,2080,female,89.219
medium_variant,900,2081,female,89.308
medium_variant,900,2082,female,89.386
medium_variant,900,2083,female,89.462
medium_variant,900,2084,female,89.548
medium_variant,900,2085,female,89.661
medium_variant,900,2086,female,89.787
medium_variant,900,2087,female,89.882
medium_variant,900,2088,female,89.97
medium_variant,900,2089,female,90.067
medium_variant,900,2090,female,90.186
medium_variant,900,2091,female,90.282
medium_variant,900,2092,female,90.349
medium_variant,900,2093,female,90.406
medium_variant,900,2094,female,90.47
medium_variant,900,2095,female,90.558
medium_variant,900,2096,female,90.609
medium_variant,900,2097,female,90.64
medium_variant,900,2098,female,90.668
medium_variant,900,2099,female,90.71
medium_variant,900,2100,female,90.781
