variant,global,year,childdependencyratio2569
estimates,900,1950,124.22
estimates,900,1951,125.316
estimates,900,1952,126.231
estimates,900,1953,126.895
estimates,900,1954,127.303
estimates,900,1955,127.546
estimates,900,1956,128.621
estimates,900,1957,129.332
estimates,900,1958,129.889
estimates,900,1959,130.442
estimates,900,1960,131.046
estimates,900,1961,131.743
estimates,900,1962,132.618
estimates,900,1963,133.592
estimates,900,1964,134.58
estimates,900,1965,135.586
estimates,900,1966,137.332
estimates,900,1967,138.944
estimates,900,1968,140.392
estimates,900,1969,141.627
estimates,900,1970,142.584
estimates,900,1971,143.604
estimates,900,1972,144.216
estimates,900,1973,144.41
estimates,900,1974,144.138
estimates,900,1975,143.394
estimates,900,1976,142.673
estimates,900,1977,141.45
estimates,900,1978,139.894
estimates,900,1979,138.24
estimates,900,1980,136.638
estimates,900,1981,135.23
estimates,900,1982,133.943
estimates,900,1983,132.694
estimates,900,1984,131.364
estimates,900,1985,129.915
estimates,900,1986,128.892
estimates,900,1987,127.713
estimates,900,1988,126.396
estimates,900,1989,124.929
estimates,900,1990,123.291
estimates,900,1991,121.922
estimates,900,1992,120.186
estimates,900,1993,118.244
estimates,900,1994,116.281
estimates,900,1995,114.391
estimates,900,1996,112.428
estimates,900,1997,110.619
estimates,900,1998,108.915
estimates,900,1999,107.256
estimates,900,2000,105.642
estimates,900,2001,104.383
estimates,900,2002,103.186
estimates,900,2003,101.991
estimates,900,2004,100.734
estimates,900,2005,99.385
estimates,900,2006,98.152
estimates,900,2007,96.783
estimates,900,2008,95.323
estimates,900,2009,93.819
estimates,900,2010,92.304
estimates,900,2011,90.904
estimates,900,2012,89.47
estimates,900,2013,88.069
estimates,900,2014,86.771
estimates,900,2015,85.613
medium_variant,900,2015,85.613
medium_variant,900,2016,84.705
medium_variant,900,2017,83.89
medium_variant,900,2018,83.159
medium_variant,900,2019,82.499
medium_variant,900,2020,81.898
medium_variant,900,2021,81.418
medium_variant,900,2022,80.998
medium_variant,900,2023,80.616
medium_variant,900,2024,80.246
medium_variant,900,2025,79.875
medium_variant,900,2026,79.586
medium_variant,900,2027,79.291
medium_variant,900,2028,78.979
medium_variant,900,2029,78.647
medium_variant,900,2030,78.294
medium_variant,900,2031,78.025
medium_variant,900,2032,77.717
medium_variant,900,2033,77.373
medium_variant,900,2034,76.994
medium_variant,900,2035,76.581
medium_variant,900,2036,76.227
medium_variant,900,2037,75.83
medium_variant,900,2038,75.399
medium_variant,900,2039,74.946
medium_variant,900,2040,74.481
medium_variant,900,2041,74.082
medium_variant,900,2042,73.663
medium_variant,900,2043,73.242
medium_variant,900,2044,72.844
medium_variant,900,2045,72.483
medium_variant,900,2046,72.226
medium_variant,900,2047,71.992
medium_variant,900,2048,71.782
medium_variant,900,2049,71.601
medium_variant,900,2050,71.45
medium_variant,900,2051,71.391
medium_variant,900,2052,71.35
medium_variant,900,2053,71.312
medium_variant,900,2054,71.254
medium_variant,900,2055,71.161
medium_variant,900,2056,71.096
medium_variant,900,2057,70.989
medium_variant,900,2058,70.841
medium_variant,900,2059,70.654
medium_variant,900,2060,70.431
medium_variant,900,2061,70.233
medium_variant,900,2062,69.994
medium_variant,900,2063,69.723
medium_variant,900,2064,69.432
medium_variant,900,2065,69.129
medium_variant,900,2066,68.881
medium_variant,900,2067,68.616
medium_variant,900,2068,68.34
medium_variant,900,2069,68.061
medium_variant,900,2070,67.784
medium_variant,900,2071,67.568
medium_variant,900,2072,67.346
medium_variant,900,2073,67.124
medium_variant,900,2074,66.908
medium_variant,900,2075,66.7
medium_variant,900,2076,66.551
medium_variant,900,2077,66.402
medium_variant,900,2078,66.254
medium_variant,900,2079,66.104
medium_variant,900,2080,65.952
medium_variant,900,2081,65.845
medium_variant,900,2082,65.73
medium_variant,900,2083,65.605
medium_variant,900,2084,65.467
medium_variant,900,2085,65.317
medium_variant,900,2086,65.199
medium_variant,900,2087,65.063
medium_variant,900,2088,64.91
medium_variant,900,2089,64.742
medium_variant,900,2090,64.562
medium_variant,900,2091,64.413
medium_variant,900,2092,64.246
medium_variant,900,2093,64.064
medium_variant,900,2094,63.871
medium_variant,900,2095,63.671
medium_variant,900,2096,63.504
medium_variant,900,2097,63.326
medium_variant,900,2098,63.139
medium_variant,900,2099,62.948
medium_variant,900,2100,62.755
high_variant,900,2015,80.8272420368231
low_variant,900,2015,80.8272420368231
constant_fertility,900,2015,80.8272420368231
instant_replacement,900,2015,80.8272420368231
zero_migration,900,2015,80.8272420368231
constant_mortality,900,2015,80.8272420368231
no_change,900,2015,80.8272420368231
high_variant,900,2020,78.2711736574724
low_variant,900,2020,74.9088708878459
constant_fertility,900,2020,77.3277854121538
instant_replacement,900,2020,74.9913003277022
zero_migration,900,2020,76.5841777397752
constant_mortality,900,2020,76.5732510061016
no_change,900,2020,77.3040626247428
high_variant,900,2025,78.6117770664509
low_variant,900,2025,70.2987969905424
constant_fertility,900,2025,76.6452373145634
instant_replacement,900,2025,71.5351690565398
zero_migration,900,2025,74.4474719126177
constant_mortality,900,2025,74.3863058224343
no_change,900,2025,76.5467874544947
high_variant,900,2030,79.5086427408462
low_variant,900,2030,65.3897518445253
constant_fertility,900,2030,76.7803082929876
instant_replacement,900,2030,68.4203499036859
zero_migration,900,2030,72.4344479550915
constant_mortality,900,2030,72.2960158333771
no_change,900,2030,76.5508680334996
high_variant,900,2035,80.3254275089194
low_variant,900,2035,60.5963115535946
constant_fertility,900,2035,77.6572722000569
instant_replacement,900,2035,65.4141069774761
zero_migration,900,2035,70.4356382314613
constant_mortality,900,2035,70.1621297100323
no_change,900,2035,77.2091773283234
high_variant,900,2040,81.291390780708
low_variant,900,2040,55.6578419183703
constant_fertility,900,2040,79.3645436034134
instant_replacement,900,2040,62.2855600539124
zero_migration,900,2040,68.4030705490811
constant_mortality,900,2040,67.9168232980402
no_change,900,2040,78.5840963223801
high_variant,900,2045,80.6656661675933
low_variant,900,2045,52.787662875719
constant_fertility,900,2045,81.4301161499169
instant_replacement,900,2045,61.2416476495065
zero_migration,900,2045,66.6933411367336
constant_mortality,900,2045,66.0355661799315
no_change,900,2045,80.308997402554
high_variant,900,2050,79.7991199843773
low_variant,900,2050,50.9472874773633
constant_fertility,900,2050,84.0393478164748
instant_replacement,900,2050,60.3303093661054
zero_migration,900,2050,65.3278481758576
constant_mortality,900,2050,64.5699322114595
no_change,900,2050,82.5558280935708
high_variant,900,2055,79.3784758613853
low_variant,900,2055,49.8881955229627
constant_fertility,900,2055,87.6798314330166
instant_replacement,900,2055,59.830805041631
zero_migration,900,2055,64.5035315822145
constant_mortality,900,2055,63.6631541503806
no_change,900,2055,85.7393707913599
high_variant,900,2060,79.7278768715853
low_variant,900,2060,48.7732597503091
constant_fertility,900,2060,92.2597406596638
instant_replacement,900,2060,59.5972177364769
zero_migration,900,2060,63.9877955350427
constant_mortality,900,2060,63.0354529603295
no_change,900,2060,89.7010612412385
high_variant,900,2065,79.5220469485021
low_variant,900,2065,47.3084693902761
constant_fertility,900,2065,96.7176099903615
instant_replacement,900,2065,59.1337675559563
zero_migration,900,2065,63.0543567618997
constant_mortality,900,2065,62.011336508836
no_change,900,2065,93.4473294194188
high_variant,900,2070,78.4302487745495
low_variant,900,2070,45.8016729920384
constant_fertility,900,2070,100.869421619381
