variant,global,year,childdependencyratio2569
instant_replacement,900,2070,58.5495517962937
zero_migration,900,2070,61.7439152963589
constant_mortality,900,2070,60.6645080107808
no_change,900,2070,96.854234977335
high_variant,900,2075,76.9429093555661
low_variant,900,2075,44.7525008126381
constant_fertility,900,2075,105.192521269996
instant_replacement,900,2075,58.137940384591
zero_migration,900,2075,60.5273570945845
constant_mortality,900,2075,59.4578576059716
no_change,900,2075,100.394378385843
high_variant,900,2080,75.472426397797
low_variant,900,2080,44.2689811970785
constant_fertility,900,2080,109.835329520314
instant_replacement,900,2080,57.9829155929044
zero_migration,900,2080,59.5893430073782
constant_mortality,900,2080,58.5784253923729
no_change,900,2080,104.224589659712
high_variant,900,2085,74.2356778793704
low_variant,900,2085,44.2228148935663
constant_fertility,900,2085,114.688654156097
instant_replacement,900,2085,58.1462845104634
zero_migration,900,2085,58.9171878459401
constant_mortality,900,2085,58.0010996061899
no_change,900,2085,108.246200318108
high_variant,900,2090,73.5852136556076
low_variant,900,2090,43.6876375426175
constant_fertility,900,2090,119.685635927735
instant_replacement,900,2090,57.9982103793072
zero_migration,900,2090,58.2478529133614
constant_mortality,900,2090,57.4383680252288
no_change,900,2090,112.353721286326
high_variant,900,2095,72.9740297522955
low_variant,900,2095,42.747361099593
constant_fertility,900,2095,124.57901202522
instant_replacement,900,2095,57.8069824740714
zero_migration,900,2095,57.4327464522254
constant_mortality,900,2095,56.7381905465033
no_change,900,2095,116.351589337684
high_variant,900,2100,72.2161432237309
low_variant,900,2100,41.6444199509919
constant_fertility,900,2100,129.336815021903
instant_replacement,900,2100,57.5855614071331
zero_migration,900,2100,56.5262781180201
constant_mortality,900,2100,55.9649991582369
no_change,900,2100,120.25452209661
