continent,variant,gender,freq,year,totaldeaths
908,medium_variant,female,5yearly,2060,23732.889
908,medium_variant,male,5yearly,2060,22788.654
908,momentum,female,5yearly,2060,25562.384
908,momentum,male,5yearly,2060,24893.637
908,no_change,female,5yearly,2060,26028.041
908,no_change,male,5yearly,2060,25393.581
908,zero_migration,female,5yearly,2060,23334.132
908,zero_migration,male,5yearly,2060,22201.196
908,constant_fertility,female,5yearly,2065,23187.843
908,constant_fertility,male,5yearly,2065,22093.299
908,constant_mortality,female,5yearly,2065,25211.35
908,constant_mortality,male,5yearly,2065,24566.192
908,high_variant,female,5yearly,2065,23310.165
908,high_variant,male,5yearly,2065,22342.296
908,instant_replacement,female,5yearly,2065,23300.516
908,instant_replacement,male,5yearly,2065,22327.324
908,low_variant,female,5yearly,2065,23128.2
908,low_variant,male,5yearly,2065,21968.086
908,medium_variant,female,5yearly,2065,23215.492
908,medium_variant,male,5yearly,2065,22149.303
908,momentum,female,5yearly,2065,24535.024
908,momentum,male,5yearly,2065,23855.806
908,no_change,female,5yearly,2065,25144.428
908,no_change,male,5yearly,2065,24410.953
908,zero_migration,female,5yearly,2065,22682.895
908,zero_migration,male,5yearly,2065,21408.842
908,constant_fertility,female,5yearly,2070,22485.288
908,constant_fertility,male,5yearly,2070,21348.401
908,constant_mortality,female,5yearly,2070,24114.574
908,constant_mortality,male,5yearly,2070,23652.21
908,high_variant,female,5yearly,2070,22646.748
908,high_variant,male,5yearly,2070,21683.158
908,instant_replacement,female,5yearly,2070,22636.381
908,instant_replacement,male,5yearly,2070,21668.557
908,low_variant,female,5yearly,2070,22406.645
908,low_variant,male,5yearly,2070,21180.722
908,medium_variant,female,5yearly,2070,22521.986
908,medium_variant,male,5yearly,2070,21423.995
908,momentum,female,5yearly,2070,23268.099
908,momentum,male,5yearly,2070,22896.488
908,no_change,female,5yearly,2070,24020.961
908,no_change,male,5yearly,2070,23432.653
908,zero_migration,female,5yearly,2070,21816.74
908,zero_migration,male,5yearly,2070,20499.197
908,constant_fertility,female,5yearly,2075,21556.983
908,constant_fertility,male,5yearly,2075,20564.969
908,constant_mortality,female,5yearly,2075,22879.862
908,constant_mortality,male,5yearly,2075,22829.361
908,high_variant,female,5yearly,2075,21771.741
908,high_variant,male,5yearly,2075,21018.828
908,instant_replacement,female,5yearly,2075,21760.093
908,instant_replacement,male,5yearly,2075,21003.625
908,low_variant,female,5yearly,2075,21452.635
908,low_variant,male,5yearly,2075,20337.756
908,medium_variant,female,5yearly,2075,21606.086
908,medium_variant,male,5yearly,2075,20667.627
908,momentum,female,5yearly,2075,21879.661
908,momentum,male,5yearly,2075,22110.512
908,no_change,female,5yearly,2075,22746.827
908,no_change,male,5yearly,2075,22519.471
908,zero_migration,female,5yearly,2075,20686.409
908,zero_migration,male,5yearly,2075,19531.014
908,constant_fertility,female,5yearly,2080,20456.937
908,constant_fertility,male,5yearly,2080,19811.994
908,constant_mortality,female,5yearly,2080,21771.283
908,constant_mortality,male,5yearly,2080,22164.08
908,high_variant,female,5yearly,2080,20743.836
908,high_variant,male,5yearly,2080,20422.981
908,instant_replacement,female,5yearly,2080,20731.419
908,instant_replacement,male,5yearly,2080,20404.643
908,low_variant,female,5yearly,2080,20317.232
908,low_variant,male,5yearly,2080,19504.297
908,medium_variant,female,5yearly,2080,20522.641
908,medium_variant,male,5yearly,2080,19949.63
908,momentum,female,5yearly,2080,20680.279
908,momentum,male,5yearly,2080,21584.298
908,no_change,female,5yearly,2080,21583.039
908,no_change,male,5yearly,2080,21740.04
908,zero_migration,female,5yearly,2080,19355.356
908,zero_migration,male,5yearly,2080,18586.789
908,constant_fertility,female,5yearly,2085,19386.294
908,constant_fertility,male,5yearly,2085,19201.374
908,constant_mortality,female,5yearly,2085,21079.278
908,constant_mortality,male,5yearly,2085,21702.465
908,high_variant,female,5yearly,2085,19776.848
908,high_variant,male,5yearly,2085,20022.925
908,instant_replacement,female,5yearly,2085,19767.501
908,instant_replacement,male,5yearly,2085,20001.442
908,low_variant,female,5yearly,2085,19195.207
908,low_variant,male,5yearly,2085,18783.729
908,medium_variant,female,5yearly,2085,19475.987
908,medium_variant,male,5yearly,2085,19385.276
908,momentum,female,5yearly,2085,20028.404
908,momentum,male,5yearly,2085,21386.735
908,no_change,female,5yearly,2085,20813.455
908,no_change,male,5yearly,2085,21141.782
908,zero_migration,female,5yearly,2085,18056.657
908,zero_migration,male,5yearly,2085,17808.47
908,constant_fertility,female,5yearly,2090,18657.896
908,constant_fertility,male,5yearly,2090,18816.552
908,constant_mortality,female,5yearly,2090,20813.15
908,constant_mortality,male,5yearly,2090,21384.433
908,high_variant,female,5yearly,2090,19212.37
908,high_variant,male,5yearly,2090,19933.379
908,instant_replacement,female,5yearly,2090,19216.401
908,instant_replacement,male,5yearly,2090,19916.891
908,low_variant,female,5yearly,2090,18385.085
908,low_variant,male,5yearly,2090,18243.717
908,medium_variant,female,5yearly,2090,18786.07
908,medium_variant,male,5yearly,2090,19065.26
908,momentum,female,5yearly,2090,20020.786
908,momentum,male,5yearly,2090,21489.375
908,no_change,female,5yearly,2090,20432.243
908,no_change,male,5yearly,2090,20656.786
908,zero_migration,female,5yearly,2090,17147.761
908,zero_migration,male,5yearly,2090,17316.303
908,constant_fertility,female,5yearly,2095,18362.708
908,constant_fertility,male,5yearly,2095,18640.221
908,constant_mortality,female,5yearly,2095,20675.529
908,constant_mortality,male,5yearly,2095,21078.191
908,high_variant,female,5yearly,2095,19196.062
908,high_variant,male,5yearly,2095,20199.519
908,instant_replacement,female,5yearly,2095,19236.12
908,instant_replacement,male,5yearly,2095,20206.533
908,low_variant,female,5yearly,2095,17946.731
908,low_variant,male,5yearly,2095,17829.174
908,medium_variant,female,5yearly,2095,18555.263
908,medium_variant,male,5yearly,2095,18983.611
908,momentum,female,5yearly,2095,20415.098
908,momentum,male,5yearly,2095,21741.262
908,no_change,female,5yearly,2095,20123.853
908,no_change,male,5yearly,2095,20144.621
908,zero_migration,female,5yearly,2095,16760.785
908,zero_migration,male,5yearly,2095,17111.326
