continent,variant,gender,freq,year,totaldeaths
909,estimates,female,5yearly,1950,347.088
909,estimates,male,5yearly,1950,445.873
909,estimates,female,5yearly,1955,360.635
909,estimates,male,5yearly,1955,455.445
909,estimates,female,5yearly,1960,383.27
909,estimates,male,5yearly,1960,482.321
909,estimates,female,5yearly,1965,407.577
909,estimates,male,5yearly,1965,511.77
909,estimates,female,5yearly,1970,421.403
909,estimates,male,5yearly,1970,523.82
909,estimates,female,5yearly,1975,419.724
909,estimates,male,5yearly,1975,519.374
909,estimates,female,5yearly,1980,424.345
909,estimates,male,5yearly,1980,524.714
909,estimates,female,5yearly,1985,459.992
909,estimates,male,5yearly,1985,549.699
909,estimates,female,5yearly,1990,476.725
909,estimates,male,5yearly,1990,561.106
909,estimates,female,5yearly,1995,509.067
909,estimates,male,5yearly,1995,581.212
909,estimates,female,5yearly,2000,531.444
909,estimates,male,5yearly,2000,590.505
909,estimates,female,5yearly,2005,560.447
909,estimates,male,5yearly,2005,617.979
909,estimates,female,5yearly,2010,605.329
909,estimates,male,5yearly,2010,668.984
909,constant_fertility,female,5yearly,2015,658.04
909,constant_fertility,male,5yearly,2015,728.734
909,constant_mortality,female,5yearly,2015,688.062
909,constant_mortality,male,5yearly,2015,776.129
909,high_variant,female,5yearly,2015,658.402
909,high_variant,male,5yearly,2015,729.15
909,instant_replacement,female,5yearly,2015,646.307
909,instant_replacement,male,5yearly,2015,713.594
909,low_variant,female,5yearly,2015,653.644
909,low_variant,male,5yearly,2015,723.111
909,medium_variant,female,5yearly,2015,656.023
909,medium_variant,male,5yearly,2015,726.128
909,momentum,female,5yearly,2015,677.737
909,momentum,male,5yearly,2015,762.874
909,no_change,female,5yearly,2015,690.296
909,no_change,male,5yearly,2015,778.983
909,zero_migration,female,5yearly,2015,656.295
909,zero_migration,male,5yearly,2015,726.282
909,constant_fertility,female,5yearly,2020,708.737
909,constant_fertility,male,5yearly,2020,789.356
909,constant_mortality,female,5yearly,2020,771.817
909,constant_mortality,male,5yearly,2020,883.32
909,high_variant,female,5yearly,2020,708.791
909,high_variant,male,5yearly,2020,789.295
909,instant_replacement,female,5yearly,2020,694.716
909,instant_replacement,male,5yearly,2020,770.733
909,low_variant,female,5yearly,2020,700.461
909,low_variant,male,5yearly,2020,778.544
909,medium_variant,female,5yearly,2020,704.626
909,medium_variant,male,5yearly,2020,783.922
909,momentum,female,5yearly,2020,758.968
909,momentum,male,5yearly,2020,866.799
909,no_change,female,5yearly,2020,776.892
909,no_change,male,5yearly,2020,889.775
909,zero_migration,female,5yearly,2020,703.941
909,zero_migration,male,5yearly,2020,782.941
909,constant_fertility,female,5yearly,2025,772.394
909,constant_fertility,male,5yearly,2025,867.207
909,constant_mortality,female,5yearly,2025,868.646
909,constant_mortality,male,5yearly,2025,997.832
909,high_variant,female,5yearly,2025,771.794
909,high_variant,male,5yearly,2025,866.194
909,instant_replacement,female,5yearly,2025,757.589
909,instant_replacement,male,5yearly,2025,846.704
909,low_variant,female,5yearly,2025,761.027
909,low_variant,male,5yearly,2025,851.841
909,medium_variant,female,5yearly,2025,766.406
909,medium_variant,male,5yearly,2025,859.02
909,momentum,female,5yearly,2025,854.724
909,momentum,male,5yearly,2025,979.563
909,no_change,female,5yearly,2025,876.851
909,no_change,male,5yearly,2025,1008.276
909,zero_migration,female,5yearly,2025,764.674
909,zero_migration,male,5yearly,2025,856.841
909,constant_fertility,female,5yearly,2030,853.92
909,constant_fertility,male,5yearly,2030,958.109
909,constant_mortality,female,5yearly,2030,985.106
909,constant_mortality,male,5yearly,2030,1118.401
