continent,variant,gender,freq,year,totaldeaths
935,estimates,female,5yearly,1950,79259.17
935,estimates,male,5yearly,1950,86880.79
935,estimates,female,5yearly,1955,78803.342
935,estimates,male,5yearly,1955,86571.733
935,estimates,female,5yearly,1960,80334.452
935,estimates,male,5yearly,1960,87731.793
935,estimates,female,5yearly,1965,68430.362
935,estimates,male,5yearly,1965,75635.332
935,estimates,female,5yearly,1970,64656.144
935,estimates,male,5yearly,1970,70546.104
935,estimates,female,5yearly,1975,60943.737
935,estimates,male,5yearly,1975,67279.573
935,estimates,female,5yearly,1980,60425.193
935,estimates,male,5yearly,1980,68388.037
935,estimates,female,5yearly,1985,62185.132
935,estimates,male,5yearly,1985,70240.673
935,estimates,female,5yearly,1990,62059.508
935,estimates,male,5yearly,1990,71566.338
935,estimates,female,5yearly,1995,62329.134
935,estimates,male,5yearly,1995,73192.202
935,estimates,female,5yearly,2000,63342.0
935,estimates,male,5yearly,2000,73685.525
935,estimates,female,5yearly,2005,65234.506
935,estimates,male,5yearly,2005,77020.649
935,estimates,female,5yearly,2010,68064.361
935,estimates,male,5yearly,2010,81624.186
935,constant_fertility,female,5yearly,2015,73302.434
935,constant_fertility,male,5yearly,2015,88367.423
935,constant_mortality,female,5yearly,2015,78041.448
935,constant_mortality,male,5yearly,2015,93108.239
935,high_variant,female,5yearly,2015,73510.078
935,high_variant,male,5yearly,2015,88602.16
935,instant_replacement,female,5yearly,2015,72615.13
935,instant_replacement,male,5yearly,2015,87560.395
935,low_variant,female,5yearly,2015,72478.902
935,low_variant,male,5yearly,2015,87395.132
935,medium_variant,female,5yearly,2015,72994.946
935,medium_variant,male,5yearly,2015,87999.224
935,momentum,female,5yearly,2015,77728.049
935,momentum,male,5yearly,2015,92759.298
935,no_change,female,5yearly,2015,78400.426
935,no_change,male,5yearly,2015,93534.723
935,zero_migration,female,5yearly,2015,73047.069
935,zero_migration,male,5yearly,2015,88075.057
935,constant_fertility,female,5yearly,2020,79832.233
935,constant_fertility,male,5yearly,2020,96284.576
935,constant_mortality,female,5yearly,2020,89006.788
935,constant_mortality,male,5yearly,2020,105605.656
935,high_variant,female,5yearly,2020,80078.417
935,high_variant,male,5yearly,2020,96551.697
935,instant_replacement,female,5yearly,2020,79003.328
935,instant_replacement,male,5yearly,2020,95299.633
935,low_variant,female,5yearly,2020,78446.735
935,low_variant,male,5yearly,2020,94651.673
935,medium_variant,female,5yearly,2020,79262.762
935,medium_variant,male,5yearly,2020,95601.929
935,momentum,female,5yearly,2020,88981.271
935,momentum,male,5yearly,2020,105617.564
935,no_change,female,5yearly,2020,89775.098
935,no_change,male,5yearly,2020,106509.045
935,zero_migration,female,5yearly,2020,79402.86
935,zero_migration,male,5yearly,2020,95805.722
935,constant_fertility,female,5yearly,2025,87771.396
935,constant_fertility,male,5yearly,2025,105496.181
935,constant_mortality,female,5yearly,2025,101267.468
935,constant_mortality,male,5yearly,2025,119207.245
935,high_variant,female,5yearly,2025,87973.627
935,high_variant,male,5yearly,2025,105692.073
935,instant_replacement,female,5yearly,2025,86906.168
935,instant_replacement,male,5yearly,2025,104431.882
935,low_variant,female,5yearly,2025,86046.782
935,low_variant,male,5yearly,2025,103441.856
935,medium_variant,female,5yearly,2025,87010.403
935,medium_variant,male,5yearly,2025,104567.228
935,momentum,female,5yearly,2025,101637.234
935,momentum,male,5yearly,2025,119714.206
935,no_change,female,5yearly,2025,102448.187
935,no_change,male,5yearly,2025,120601.093
935,zero_migration,female,5yearly,2025,87246.428
935,zero_migration,male,5yearly,2025,104940.963
935,constant_fertility,female,5yearly,2030,96948.923
935,constant_fertility,male,5yearly,2030,115445.779
935,constant_mortality,female,5yearly,2030,114804.244
935,constant_mortality,male,5yearly,2030,133417.592
935,high_variant,female,5yearly,2030,96984.666
935,high_variant,male,5yearly,2030,115425.774
