continent,variant,gender,freq,year,totaldeaths
905,estimates,female,5yearly,1950,3678.072
905,estimates,male,5yearly,1950,4849.483
905,estimates,female,5yearly,1955,3926.064
905,estimates,male,5yearly,1955,5193.206
905,estimates,female,5yearly,1960,4269.486
905,estimates,male,5yearly,1960,5587.875
905,estimates,female,5yearly,1965,4604.631
905,estimates,male,5yearly,1965,5980.772
905,estimates,female,5yearly,1970,4811.775
905,estimates,male,5yearly,1970,6083.076
905,estimates,female,5yearly,1975,4845.05
905,estimates,male,5yearly,1975,5939.18
905,estimates,female,5yearly,1980,5223.537
905,estimates,male,5yearly,1980,6042.603
905,estimates,female,5yearly,1985,5689.493
905,estimates,male,5yearly,1985,6292.114
905,estimates,female,5yearly,1990,6002.498
905,estimates,male,5yearly,1990,6428.392
905,estimates,female,5yearly,1995,6452.074
905,estimates,male,5yearly,1995,6490.353
905,estimates,female,5yearly,2000,6793.719
905,estimates,male,5yearly,2000,6649.547
905,estimates,female,5yearly,2005,6762.75
905,estimates,male,5yearly,2005,6743.251
905,estimates,female,5yearly,2010,7039.414
905,estimates,male,5yearly,2010,7160.796
905,constant_fertility,female,5yearly,2015,7377.317
905,constant_fertility,male,5yearly,2015,7615.47
905,constant_mortality,female,5yearly,2015,7710.787
905,constant_mortality,male,5yearly,2015,8083.253
905,high_variant,female,5yearly,2015,7384.919
905,high_variant,male,5yearly,2015,7624.825
905,instant_replacement,female,5yearly,2015,7383.908
905,instant_replacement,male,5yearly,2015,7623.553
905,low_variant,female,5yearly,2015,7370.039
905,low_variant,male,5yearly,2015,7606.536
905,medium_variant,female,5yearly,2015,7377.479
905,medium_variant,male,5yearly,2015,7615.68
905,momentum,female,5yearly,2015,7720.162
905,momentum,male,5yearly,2015,8087.796
905,no_change,female,5yearly,2015,7710.602
905,no_change,male,5yearly,2015,8083.007
905,zero_migration,female,5yearly,2015,7379.591
905,zero_migration,male,5yearly,2015,7611.545
905,constant_fertility,female,5yearly,2020,7766.591
905,constant_fertility,male,5yearly,2020,8069.675
905,constant_mortality,female,5yearly,2020,8408.354
905,constant_mortality,male,5yearly,2020,9021.956
905,high_variant,female,5yearly,2020,7779.158
905,high_variant,male,5yearly,2020,8084.704
905,instant_replacement,female,5yearly,2020,7773.861
905,instant_replacement,male,5yearly,2020,8078.344
905,low_variant,female,5yearly,2020,7755.627
905,low_variant,male,5yearly,2020,8056.593
905,medium_variant,female,5yearly,2020,7767.393
905,medium_variant,male,5yearly,2020,8070.649
905,momentum,female,5yearly,2020,8396.796
905,momentum,male,5yearly,2020,8988.229
905,no_change,female,5yearly,2020,8407.312
905,no_change,male,5yearly,2020,9020.625
905,zero_migration,female,5yearly,2020,7750.353
905,zero_migration,male,5yearly,2020,8033.151
905,constant_fertility,female,5yearly,2025,8297.027
905,constant_fertility,male,5yearly,2025,8618.911
905,constant_mortality,female,5yearly,2025,9244.517
905,constant_mortality,male,5yearly,2025,10026.07
905,high_variant,female,5yearly,2025,8312.099
905,high_variant,male,5yearly,2025,8636.477
905,instant_replacement,female,5yearly,2025,8304.116
905,instant_replacement,male,5yearly,2025,8627.162
