region,year,variant,gender,freq,age5yearinterval,totaldeaths
941,1950,estimates,female,5yearly,0_4,7386.882
941,1950,estimates,male,5yearly,0_4,8334.999
941,1950,estimates,female,5yearly,5_9,663.017
941,1950,estimates,male,5yearly,5_9,649.604
941,1950,estimates,female,5yearly,10_14,381.041
941,1950,estimates,male,5yearly,10_14,368.453
941,1950,estimates,female,5yearly,15_19,347.959
941,1950,estimates,male,5yearly,15_19,354.355
941,1950,estimates,female,5yearly,20_24,385.366
941,1950,estimates,male,5yearly,20_24,427.304
941,1950,estimates,female,5yearly,25_29,383.367
941,1950,estimates,male,5yearly,25_29,418.319
941,1950,estimates,female,5yearly,30_34,371.071
941,1950,estimates,male,5yearly,30_34,387.969
941,1950,estimates,female,5yearly,35_39,355.174
941,1950,estimates,male,5yearly,35_39,385.01
941,1950,estimates,female,5yearly,40_44,330.49
941,1950,estimates,male,5yearly,40_44,391.424
941,1950,estimates,female,5yearly,45_49,316.418
941,1950,estimates,male,5yearly,45_49,399.017
941,1950,estimates,female,5yearly,50_54,324.213
941,1950,estimates,male,5yearly,50_54,399.629
941,1950,estimates,female,5yearly,55_59,364.624
941,1950,estimates,male,5yearly,55_59,416.681
941,1950,estimates,female,5yearly,60_64,430.663
941,1950,estimates,male,5yearly,60_64,456.974
941,1950,estimates,female,5yearly,65_69,481.211
941,1950,estimates,male,5yearly,65_69,481.859
941,1950,estimates,female,5yearly,70_74,487.173
941,1950,estimates,male,5yearly,70_74,474.145
941,1950,estimates,female,5yearly,75_79,411.888
941,1950,estimates,male,5yearly,75_79,394.993
941,1950,estimates,female,5yearly,80_84,250.927
941,1950,estimates,male,5yearly,80_84,234.026
941,1950,estimates,female,5yearly,85_89,94.603
941,1950,estimates,male,5yearly,85_89,80.365
941,1950,estimates,female,5yearly,90_94,23.051
941,1950,estimates,male,5yearly,90_94,15.882
941,1950,estimates,female,5yearly,95plus,3.594
941,1950,estimates,male,5yearly,95plus,1.723
