region,year,variant,gender,freq,age5yearinterval,totaldeaths
906,1950,estimates,female,5yearly,"Region, subregion, country or area *",Eastern Asia
906,1950,estimates,male,5yearly,"Region, subregion, country or area *",Eastern Asia
906,1950,estimates,female,5yearly,0_4,12427.168
906,1950,estimates,male,5yearly,0_4,13912.145
906,1950,estimates,female,5yearly,5_9,1050.447
906,1950,estimates,male,5yearly,5_9,1310.116
906,1950,estimates,female,5yearly,10_14,755.747
906,1950,estimates,male,5yearly,10_14,1049.143
906,1950,estimates,female,5yearly,15_19,662.102
906,1950,estimates,male,5yearly,15_19,919.692
906,1950,estimates,female,5yearly,20_24,761.636
906,1950,estimates,male,5yearly,20_24,957.672
906,1950,estimates,female,5yearly,25_29,855.364
906,1950,estimates,male,5yearly,25_29,893.347
906,1950,estimates,female,5yearly,30_34,907.78
906,1950,estimates,male,5yearly,30_34,894.923
906,1950,estimates,female,5yearly,35_39,1020.419
906,1950,estimates,male,5yearly,35_39,1076.356
906,1950,estimates,female,5yearly,40_44,1209.526
906,1950,estimates,male,5yearly,40_44,1411.228
906,1950,estimates,female,5yearly,45_49,1242.419
906,1950,estimates,male,5yearly,45_49,1740.727
906,1950,estimates,female,5yearly,50_54,1171.082
906,1950,estimates,male,5yearly,50_54,1933.655
906,1950,estimates,female,5yearly,55_59,1522.346
906,1950,estimates,male,5yearly,55_59,2335.033
906,1950,estimates,female,5yearly,60_64,2197.392
906,1950,estimates,male,5yearly,60_64,2779.314
906,1950,estimates,female,5yearly,65_69,2518.216
906,1950,estimates,male,5yearly,65_69,2782.946
906,1950,estimates,female,5yearly,70_74,2388.798
906,1950,estimates,male,5yearly,70_74,2318.737
906,1950,estimates,female,5yearly,75_79,1929.036
906,1950,estimates,male,5yearly,75_79,1548.56
906,1950,estimates,female,5yearly,80_84,1149.373
906,1950,estimates,male,5yearly,80_84,702.599
906,1950,estimates,female,5yearly,85_89,395.216
906,1950,estimates,male,5yearly,85_89,171.309
906,1950,estimates,female,5yearly,90_94,87.919
906,1950,estimates,male,5yearly,90_94,30.251
906,1950,estimates,female,5yearly,95plus,15.399
906,1950,estimates,male,5yearly,95plus,4.351
906,1955,estimates,female,5yearly,"Region, subregion, country or area *",Eastern Asia
906,1955,estimates,male,5yearly,"Region, subregion, country or area *",Eastern Asia
906,1955,estimates,female,5yearly,0_4,12210.314
906,1955,estimates,male,5yearly,0_4,13656.304
906,1955,estimates,female,5yearly,5_9,1195.809
906,1955,estimates,male,5yearly,5_9,1370.271
906,1955,estimates,female,5yearly,10_14,749.879
906,1955,estimates,male,5yearly,10_14,959.001
906,1955,estimates,female,5yearly,15_19,581.012
906,1955,estimates,male,5yearly,15_19,841.891
906,1955,estimates,female,5yearly,20_24,691.052
906,1955,estimates,male,5yearly,20_24,925.529
906,1955,estimates,female,5yearly,25_29,815.049
906,1955,estimates,male,5yearly,25_29,900.831
906,1955,estimates,female,5yearly,30_34,883.492
906,1955,estimates,male,5yearly,30_34,883.787
906,1955,estimates,female,5yearly,35_39,975.822
906,1955,estimates,male,5yearly,35_39,1044.777
906,1955,estimates,female,5yearly,40_44,1069.477
906,1955,estimates,male,5yearly,40_44,1371.657
906,1955,estimates,female,5yearly,45_49,1112.233
906,1955,estimates,male,5yearly,45_49,1680.387
906,1955,estimates,female,5yearly,50_54,1265.628
906,1955,estimates,male,5yearly,50_54,2095.885
906,1955,estimates,female,5yearly,55_59,1632.213
906,1955,estimates,male,5yearly,55_59,2600.459
906,1955,estimates,female,5yearly,60_64,2167.787
906,1955,estimates,male,5yearly,60_64,2925.002
906,1955,estimates,female,5yearly,65_69,2503.011
