region,year,variant,gender,freq,age5yearinterval,totaldeaths
923,1950,estimates,female,5yearly,"Region, subregion, country or area *",Eastern Europe
923,1950,estimates,male,5yearly,"Region, subregion, country or area *",Eastern Europe
923,1950,estimates,female,5yearly,0_4,1576.802
923,1950,estimates,male,5yearly,0_4,1923.021
923,1950,estimates,female,5yearly,5_9,74.151
923,1950,estimates,male,5yearly,5_9,87.033
923,1950,estimates,female,5yearly,10_14,57.508
923,1950,estimates,male,5yearly,10_14,76.119
923,1950,estimates,female,5yearly,15_19,82.031
923,1950,estimates,male,5yearly,15_19,116.845
923,1950,estimates,female,5yearly,20_24,111.011
923,1950,estimates,male,5yearly,20_24,165.972
923,1950,estimates,female,5yearly,25_29,124.501
923,1950,estimates,male,5yearly,25_29,171.086
923,1950,estimates,female,5yearly,30_34,107.55
923,1950,estimates,male,5yearly,30_34,128.734
923,1950,estimates,female,5yearly,35_39,125.785
923,1950,estimates,male,5yearly,35_39,149.963
923,1950,estimates,female,5yearly,40_44,169.759
923,1950,estimates,male,5yearly,40_44,216.695
923,1950,estimates,female,5yearly,45_49,202.43
923,1950,estimates,male,5yearly,45_49,273.919
923,1950,estimates,female,5yearly,50_54,238.791
923,1950,estimates,male,5yearly,50_54,321.087
923,1950,estimates,female,5yearly,55_59,287.201
923,1950,estimates,male,5yearly,55_59,367.693
923,1950,estimates,female,5yearly,60_64,386.069
923,1950,estimates,male,5yearly,60_64,425.239
923,1950,estimates,female,5yearly,65_69,525.152
923,1950,estimates,male,5yearly,65_69,474.449
923,1950,estimates,female,5yearly,70_74,640.688
923,1950,estimates,male,5yearly,70_74,481.576
923,1950,estimates,female,5yearly,75_79,674.683
923,1950,estimates,male,5yearly,75_79,430.72
923,1950,estimates,female,5yearly,80_84,532.492
923,1950,estimates,male,5yearly,80_84,301.225
923,1950,estimates,female,5yearly,85_89,304.799
923,1950,estimates,male,5yearly,85_89,147.942
923,1950,estimates,female,5yearly,90_94,140.359
923,1950,estimates,male,5yearly,90_94,53.002
923,1950,estimates,female,5yearly,95plus,55.643
923,1950,estimates,male,5yearly,95plus,15.734
923,1955,estimates,female,5yearly,"Region, subregion, country or area *",Eastern Europe
923,1955,estimates,male,5yearly,"Region, subregion, country or area *",Eastern Europe
923,1955,estimates,female,5yearly,0_4,959.381
923,1955,estimates,male,5yearly,0_4,1187.686
923,1955,estimates,female,5yearly,5_9,51.117
923,1955,estimates,male,5yearly,5_9,67.777
923,1955,estimates,female,5yearly,10_14,31.505
923,1955,estimates,male,5yearly,10_14,48.255
923,1955,estimates,female,5yearly,15_19,46.348
923,1955,estimates,male,5yearly,15_19,80.559
