region,year,variant,gender,freq,age5yearinterval,totaldeaths
901,1950,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1950,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1950,estimates,female,5yearly,0_4,3188.608
901,1950,estimates,male,5yearly,0_4,3946.792
901,1950,estimates,female,5yearly,5_9,173.457
901,1950,estimates,male,5yearly,5_9,212.412
901,1950,estimates,female,5yearly,10_14,127.263
901,1950,estimates,male,5yearly,10_14,173.28
901,1950,estimates,female,5yearly,15_19,188.564
901,1950,estimates,male,5yearly,15_19,283.862
901,1950,estimates,female,5yearly,20_24,267.463
901,1950,estimates,male,5yearly,20_24,409.358
901,1950,estimates,female,5yearly,25_29,313.152
901,1950,estimates,male,5yearly,25_29,426.781
901,1950,estimates,female,5yearly,30_34,309.972
901,1950,estimates,male,5yearly,30_34,373.037
901,1950,estimates,female,5yearly,35_39,373.023
901,1950,estimates,male,5yearly,35_39,450.297
901,1950,estimates,female,5yearly,40_44,512.706
901,1950,estimates,male,5yearly,40_44,670.966
901,1950,estimates,female,5yearly,45_49,665.374
901,1950,estimates,male,5yearly,45_49,949.075
901,1950,estimates,female,5yearly,50_54,856.602
901,1950,estimates,male,5yearly,50_54,1260.388
901,1950,estimates,female,5yearly,55_59,1093.431
901,1950,estimates,male,5yearly,55_59,1562.86
901,1950,estimates,female,5yearly,60_64,1483.567
901,1950,estimates,male,5yearly,60_64,1935.235
901,1950,estimates,female,5yearly,65_69,2033.978
901,1950,estimates,male,5yearly,65_69,2313.447
901,1950,estimates,female,5yearly,70_74,2595.529
901,1950,estimates,male,5yearly,70_74,2552.122
901,1950,estimates,female,5yearly,75_79,2806.496
901,1950,estimates,male,5yearly,75_79,2432.489
901,1950,estimates,female,5yearly,80_84,2268.469
901,1950,estimates,male,5yearly,80_84,1740.607
901,1950,estimates,female,5yearly,85_89,1342.473
901,1950,estimates,male,5yearly,85_89,887.117
901,1950,estimates,female,5yearly,90_94,589.17
901,1950,estimates,male,5yearly,90_94,319.233
901,1950,estimates,female,5yearly,95plus,189.932
901,1950,estimates,male,5yearly,95plus,77.283
901,1955,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1955,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1955,estimates,female,5yearly,0_4,2221.712
901,1955,estimates,male,5yearly,0_4,2801.169
901,1955,estimates,female,5yearly,5_9,123.687
901,1955,estimates,male,5yearly,5_9,166.642
901,1955,estimates,female,5yearly,10_14,87.582
901,1955,estimates,male,5yearly,10_14,136.673
901,1955,estimates,female,5yearly,15_19,122.522
901,1955,estimates,male,5yearly,15_19,231.151
901,1955,estimates,female,5yearly,20_24,176.601
901,1955,estimates,male,5yearly,20_24,339.739
901,1955,estimates,female,5yearly,25_29,216.218
901,1955,estimates,male,5yearly,25_29,374.385
901,1955,estimates,female,5yearly,30_34,266.549
901,1955,estimates,male,5yearly,30_34,391.071
901,1955,estimates,female,5yearly,35_39,301.677
901,1955,estimates,male,5yearly,35_39,396.232
901,1955,estimates,female,5yearly,40_44,405.708
901,1955,estimates,male,5yearly,40_44,542.427
901,1955,estimates,female,5yearly,45_49,609.925
901,1955,estimates,male,5yearly,45_49,877.889
901,1955,estimates,female,5yearly,50_54,828.104
901,1955,estimates,male,5yearly,50_54,1297.481
901,1955,estimates,female,5yearly,55_59,1097.291
901,1955,estimates,male,5yearly,55_59,1715.789
901,1955,estimates,female,5yearly,60_64,1471.661
901,1955,estimates,male,5yearly,60_64,2074.546
901,1955,estimates,female,5yearly,65_69,2034.162
901,1955,estimates,male,5yearly,65_69,2436.944
901,1955,estimates,female,5yearly,70_74,2688.405
901,1955,estimates,male,5yearly,70_74,2701.575
901,1955,estimates,female,5yearly,75_79,3019.248
901,1955,estimates,male,5yearly,75_79,2622.365
901,1955,estimates,female,5yearly,80_84,2657.454
901,1955,estimates,male,5yearly,80_84,2018.081
901,1955,estimates,female,5yearly,85_89,1588.437
901,1955,estimates,male,5yearly,85_89,1042.489
901,1955,estimates,female,5yearly,90_94,621.628
901,1955,estimates,male,5yearly,90_94,342.738
901,1955,estimates,female,5yearly,95plus,187.928
901,1955,estimates,male,5yearly,95plus,79.996
901,1960,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1960,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1960,estimates,female,5yearly,0_4,1550.24
901,1960,estimates,male,5yearly,0_4,2032.072
901,1960,estimates,female,5yearly,5_9,87.246
901,1960,estimates,male,5yearly,5_9,128.55
901,1960,estimates,female,5yearly,10_14,77.52
901,1960,estimates,male,5yearly,10_14,133.223
901,1960,estimates,female,5yearly,15_19,98.324
901,1960,estimates,male,5yearly,15_19,215.255
901,1960,estimates,female,5yearly,20_24,133.774
901,1960,estimates,male,5yearly,20_24,301.147
901,1960,estimates,female,5yearly,25_29,167.031
901,1960,estimates,male,5yearly,25_29,340.593
901,1960,estimates,female,5yearly,30_34,214.884
901,1960,estimates,male,5yearly,30_34,391.689
901,1960,estimates,female,5yearly,35_39,297.711
901,1960,estimates,male,5yearly,35_39,470.886
901,1960,estimates,female,5yearly,40_44,370.465
901,1960,estimates,male,5yearly,40_44,533.624
901,1960,estimates,female,5yearly,45_49,533.011
901,1960,estimates,male,5yearly,45_49,780.794
901,1960,estimates,female,5yearly,50_54,806.788
901,1960,estimates,male,5yearly,50_54,1274.022
901,1960,estimates,female,5yearly,55_59,1112.74
901,1960,estimates,male,5yearly,55_59,1839.0
901,1960,estimates,female,5yearly,60_64,1544.121
901,1960,estimates,male,5yearly,60_64,2337.329
901,1960,estimates,female,5yearly,65_69,2086.199
901,1960,estimates,male,5yearly,65_69,2633.115
901,1960,estimates,female,5yearly,70_74,2776.905
901,1960,estimates,male,5yearly,70_74,2847.627
901,1960,estimates,female,5yearly,75_79,3288.08
901,1960,estimates,male,5yearly,75_79,2805.901
901,1960,estimates,female,5yearly,80_84,2998.364
901,1960,estimates,male,5yearly,80_84,2207.394
901,1960,estimates,female,5yearly,85_89,1918.482
901,1960,estimates,male,5yearly,85_89,1220.133
901,1960,estimates,female,5yearly,90_94,773.124
901,1960,estimates,male,5yearly,90_94,411.806
901,1960,estimates,female,5yearly,95plus,199.166
901,1960,estimates,male,5yearly,95plus,84.434
901,1965,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1965,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1965,estimates,female,5yearly,0_4,1149.2
901,1965,estimates,male,5yearly,0_4,1526.177
901,1965,estimates,female,5yearly,5_9,73.218
901,1965,estimates,male,5yearly,5_9,112.566
901,1965,estimates,female,5yearly,10_14,73.263
901,1965,estimates,male,5yearly,10_14,132.579
901,1965,estimates,female,5yearly,15_19,102.905
901,1965,estimates,male,5yearly,15_19,248.676
901,1965,estimates,female,5yearly,20_24,122.342
901,1965,estimates,male,5yearly,20_24,316.298
901,1965,estimates,female,5yearly,25_29,141.796
901,1965,estimates,male,5yearly,25_29,335.57
901,1965,estimates,female,5yearly,30_34,188.761
901,1965,estimates,male,5yearly,30_34,407.561
901,1965,estimates,female,5yearly,35_39,269.085
901,1965,estimates,male,5yearly,35_39,529.48
901,1965,estimates,female,5yearly,40_44,405.391
901,1965,estimates,male,5yearly,40_44,694.151
901,1965,estimates,female,5yearly,45_49,528.663
901,1965,estimates,male,5yearly,45_49,823.082
901,1965,estimates,female,5yearly,50_54,747.995
901,1965,estimates,male,5yearly,50_54,1195.255
901,1965,estimates,female,5yearly,55_59,1146.077
901,1965,estimates,male,5yearly,55_59,1904.481
901,1965,estimates,female,5yearly,60_64,1635.271
901,1965,estimates,male,5yearly,60_64,2613.6
901,1965,estimates,female,5yearly,65_69,2267.268
901,1965,estimates,male,5yearly,65_69,3061.788
901,1965,estimates,female,5yearly,70_74,2960.771
901,1965,estimates,male,5yearly,70_74,3164.656
901,1965,estimates,female,5yearly,75_79,3539.708
901,1965,estimates,male,5yearly,75_79,3023.456
901,1965,estimates,female,5yearly,80_84,3405.884
901,1965,estimates,male,5yearly,80_84,2400.495
901,1965,estimates,female,5yearly,85_89,2250.089
901,1965,estimates,male,5yearly,85_89,1354.312
901,1965,estimates,female,5yearly,90_94,956.782
901,1965,estimates,male,5yearly,90_94,486.381
901,1965,estimates,female,5yearly,95plus,251.59
901,1965,estimates,male,5yearly,95plus,102.012
901,1970,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1970,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1970,estimates,female,5yearly,0_4,909.027
901,1970,estimates,male,5yearly,0_4,1222.201
901,1970,estimates,female,5yearly,5_9,63.204
901,1970,estimates,male,5yearly,5_9,98.377
901,1970,estimates,female,5yearly,10_14,69.701
901,1970,estimates,male,5yearly,10_14,128.794
901,1970,estimates,female,5yearly,15_19,104.352
901,1970,estimates,male,5yearly,15_19,273.614
901,1970,estimates,female,5yearly,20_24,129.95
901,1970,estimates,male,5yearly,20_24,377.787
901,1970,estimates,female,5yearly,25_29,134.064
901,1970,estimates,male,5yearly,25_29,347.192
901,1970,estimates,female,5yearly,30_34,170.537
901,1970,estimates,male,5yearly,30_34,400.806
901,1970,estimates,female,5yearly,35_39,247.681
901,1970,estimates,male,5yearly,35_39,548.675
901,1970,estimates,female,5yearly,40_44,375.373
901,1970,estimates,male,5yearly,40_44,764.097
901,1970,estimates,female,5yearly,45_49,580.027
901,1970,estimates,male,5yearly,45_49,1032.573
901,1970,estimates,female,5yearly,50_54,740.028
901,1970,estimates,male,5yearly,50_54,1216.979
901,1970,estimates,female,5yearly,55_59,1045.877
901,1970,estimates,male,5yearly,55_59,1722.792
901,1970,estimates,female,5yearly,60_64,1652.782
901,1970,estimates,male,5yearly,60_64,2612.864
901,1970,estimates,female,5yearly,65_69,2379.853
901,1970,estimates,male,5yearly,65_69,3319.875
901,1970,estimates,female,5yearly,70_74,3202.169
901,1970,estimates,male,5yearly,70_74,3566.496
901,1970,estimates,female,5yearly,75_79,3777.365
901,1970,estimates,male,5yearly,75_79,3259.841
901,1970,estimates,female,5yearly,80_84,3720.98
901,1970,estimates,male,5yearly,80_84,2548.792
901,1970,estimates,female,5yearly,85_89,2645.846
901,1970,estimates,male,5yearly,85_89,1487.872
901,1970,estimates,female,5yearly,90_94,1176.122
901,1970,estimates,male,5yearly,90_94,551.233
901,1970,estimates,female,5yearly,95plus,328.181
901,1970,estimates,male,5yearly,95plus,123.761
901,1975,estimates,female,5yearly,"Region, subregion, country or area *",More developed regions
901,1975,estimates,male,5yearly,"Region, subregion, country or area *",More developed regions
901,1975,estimates,female,5yearly,0_4,748.831
901,1975,estimates,male,5yearly,0_4,1011.407
901,1975,estimates,female,5yearly,5_9,52.249
901,1975,estimates,male,5yearly,5_9,82.469
901,1975,estimates,female,5yearly,10_14,59.639
901,1975,estimates,male,5yearly,10_14,112.743
901,1975,estimates,female,5yearly,15_19,97.402
901,1975,estimates,male,5yearly,15_19,266.057
901,1975,estimates,female,5yearly,20_24,125.858
901,1975,estimates,male,5yearly,20_24,401.395
901,1975,estimates,female,5yearly,25_29,139.015
901,1975,estimates,male,5yearly,25_29,403.023
901,1975,estimates,female,5yearly,30_34,159.968
901,1975,estimates,male,5yearly,30_34,396.971
901,1975,estimates,female,5yearly,35_39,224.764
901,1975,estimates,male,5yearly,35_39,529.004
901,1975,estimates,female,5yearly,40_44,345.592
901,1975,estimates,male,5yearly,40_44,778.937
901,1975,estimates,female,5yearly,45_49,537.099
901,1975,estimates,male,5yearly,45_49,1120.996
901,1975,estimates,female,5yearly,50_54,814.29
901,1975,estimates,male,5yearly,50_54,1504.253
901,1975,estimates,female,5yearly,55_59,1027.921
901,1975,estimates,male,5yearly,55_59,1718.204
901,1975,estimates,female,5yearly,60_64,1475.049
901,1975,estimates,male,5yearly,60_64,2331.855
901,1975,estimates,female,5yearly,65_69,2363.634
901,1975,estimates,male,5yearly,65_69,3335.829
901,1975,estimates,female,5yearly,70_74,3320.99
901,1975,estimates,male,5yearly,70_74,3882.683
901,1975,estimates,female,5yearly,75_79,4054.019
901,1975,estimates,male,5yearly,75_79,3621.855
901,1975,estimates,female,5yearly,80_84,4010.69
901,1975,estimates,male,5yearly,80_84,2708.18
901,1975,estimates,female,5yearly,85_89,2969.481
901,1975,estimates,male,5yearly,85_89,1596.497
901,1975,estimates,female,5yearly,90_94,1436.841
901,1975,estimates,male,5yearly,90_94,622.78
901,1975,estimates,female,5yearly,95plus,427.073
