region,year,variant,gender,freq,age5yearinterval,totaldeaths
902,1950,estimates,female,5yearly,"Region, subregion, country or area *",Less developed regions
902,1950,estimates,male,5yearly,"Region, subregion, country or area *",Less developed regions
902,1950,estimates,female,5yearly,0_4,45222.535
902,1950,estimates,male,5yearly,0_4,49985.63
902,1950,estimates,female,5yearly,5_9,3679.589
902,1950,estimates,male,5yearly,5_9,3798.637
902,1950,estimates,female,5yearly,10_14,2533.244
902,1950,estimates,male,5yearly,10_14,2811.748
902,1950,estimates,female,5yearly,15_19,2389.035
902,1950,estimates,male,5yearly,15_19,2717.393
902,1950,estimates,female,5yearly,20_24,2673.18
902,1950,estimates,male,5yearly,20_24,3042.367
902,1950,estimates,female,5yearly,25_29,2785.299
902,1950,estimates,male,5yearly,25_29,2931.812
902,1950,estimates,female,5yearly,30_34,2827.358
902,1950,estimates,male,5yearly,30_34,2829.056
902,1950,estimates,female,5yearly,35_39,2929.846
902,1950,estimates,male,5yearly,35_39,3034.472
902,1950,estimates,female,5yearly,40_44,3099.926
902,1950,estimates,male,5yearly,40_44,3464.893
902,1950,estimates,female,5yearly,45_49,3105.174
902,1950,estimates,male,5yearly,45_49,3902.149
902,1950,estimates,female,5yearly,50_54,3092.285
902,1950,estimates,male,5yearly,50_54,4213.573
902,1950,estimates,female,5yearly,55_59,3554.295
902,1950,estimates,male,5yearly,55_59,4708.196
902,1950,estimates,female,5yearly,60_64,4440.196
902,1950,estimates,male,5yearly,60_64,5302.174
902,1950,estimates,female,5yearly,65_69,4872.903
902,1950,estimates,male,5yearly,65_69,5321.153
902,1950,estimates,female,5yearly,70_74,4651.018
902,1950,estimates,male,5yearly,70_74,4687.828
902,1950,estimates,female,5yearly,75_79,3913.193
902,1950,estimates,male,5yearly,75_79,3559.843
902,1950,estimates,female,5yearly,80_84,2474.071
902,1950,estimates,male,5yearly,80_84,1994.391
902,1950,estimates,female,5yearly,85_89,1052.006
902,1950,estimates,male,5yearly,85_89,752.842
902,1950,estimates,female,5yearly,90_94,342.199
902,1950,estimates,male,5yearly,90_94,214.604
902,1950,estimates,female,5yearly,95plus,106.901
902,1950,estimates,male,5yearly,95plus,54.907
902,1955,estimates,female,5yearly,"Region, subregion, country or area *",Less developed regions
902,1955,estimates,male,5yearly,"Region, subregion, country or area *",Less developed regions
902,1955,estimates,female,5yearly,0_4,45062.584
902,1955,estimates,male,5yearly,0_4,49936.6200000001
